year,month,day,hour,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir,pm2.5
a1,b3,c4,d6,-5,3.0,1024.0,cv,0.89,i0,0,160.0
a1,b3,c4,d7,-1,5.0,1024.0,SE,0.89,i0,0,254.0
a1,b3,c4,d8,-3,11.0,1025.0,SE,2.68,i0,0,231.0
a1,b3,c4,d9,-4,14.0,1025.0,SE,4.47,i0,0,254.0
a1,b3,c4,d10,-5,17.0,1025.0,SE,10.28,i0,0,277.0
a1,b3,c4,d11,-4,17.0,1025.0,SE,18.33,i0,0,207.0
a1,b3,c4,d12,-4,18.0,1024.0,SE,25.48,i0,0,218.0
a1,b3,c4,d13,-5,18.0,1023.0,SE,30.4,i0,0,264.0
a1,b3,c4,d14,-7,18.0,1022.0,SE,38.45,i0,0,227.0
a1,b3,c4,d15,-5,18.0,1020.0,SE,45.6,i0,0,188.0
a1,b3,c4,d16,-4,18.0,1019.0,SE,52.75,i0,0,253.0
a1,b3,c4,d17,-5,17.0,1019.0,SE,57.67,i0,0,227.0
a1,b3,c4,d18,-5,16.0,1019.0,SE,62.59,i0,0,166.0
a1,b3,c4,d19,-5,15.0,1018.0,SE,65.72,i0,0,143.0
a1,b3,c4,d20,-4,15.0,1019.0,SE,67.51,i0,0,184.0
a1,b3,c4,d21,-4,15.0,1019.0,SE,71.53,i0,0,246.0
a1,b3,c4,d22,-4,14.0,1019.0,SE,75.55,i0,0,279.0
a1,b3,c4,d23,-3,13.0,1019.0,SE,77.34,i0,0,233.0
a1,b3,c5,d0,-3,12.0,1019.0,SE,80.47,i0,0,220.0
a1,b3,c5,d1,0,12.0,1019.0,SE,83.6,i0,0,190.0
a1,b3,c5,d2,-3,13.0,1018.0,SE,89.41,i0,0,196.0
a1,b3,c5,d3,-3,14.0,1019.0,SE,94.33,i0,0,96.0
a1,b3,c5,d4,1,12.0,1018.0,SE,100.14,i0,1,103.0
a1,b3,c5,d5,1,11.0,1017.0,cv,0.89,i0,2,94.0
a1,b3,c5,d6,1,10.0,1017.0,cv,1.78,i0,0,120.0
a1,b3,c5,d7,2,10.0,1017.0,SE,0.89,i0,0,77.0
a1,b3,c5,d8,2,11.0,1017.0,SE,1.78,i0,0,158.0
a1,b3,c5,d9,2,13.0,1017.0,SE,4.91,i0,0,169.0
a1,b3,c7,d14,-11,20.0,1017.0,SE,32.18,i0,0,24.0
a1,b3,c7,d15,-11,20.0,1015.0,SE,36.2,i0,0,27.0
a1,b3,c7,d16,-10,20.0,1014.0,SE,42.01,i0,0,39.0
a1,b3,c8,d0,-6,13.0,1014.0,SE,79.12,i0,0,69.0
a1,b3,c8,d11,-3,19.0,1013.0,SE,1.79,i0,0,105.0
a1,b3,c8,d12,-4,22.0,1012.0,SE,4.92,i0,0,103.0
a1,b3,c8,d13,-5,25.0,1011.0,SE,8.05,i0,0,105.0
a1,b3,c8,d14,-8,26.0,1010.0,SE,12.07,i0,0,107.0
a1,b3,c8,d15,-7,26.0,1009.0,SE,15.2,i0,0,105.0
a1,b3,c8,d16,-7,25.0,1008.0,SE,18.33,i0,0,102.0
a1,b3,c8,d17,-8,24.0,1008.0,SE,22.35,i0,0,102.0
a1,b3,c8,d18,-7,23.0,1008.0,SE,26.37,i0,0,100.0
a1,b3,c8,d19,-6,23.0,1009.0,NW,1.79,i0,0,109.0
a1,b3,c8,d20,-5,21.0,1011.0,NW,4.92,i0,0,107.0
a1,b3,c8,d21,-4,21.0,1012.0,NE,3.13,i0,0,77.0
a1,b3,c8,d22,-3,20.0,1013.0,NE,8.94,i0,0,80.0
a1,b3,c8,d23,-6,18.0,1014.0,NE,16.99,i0,0,82.0
a1,b3,c9,d1,-3,13.0,1018.0,NE,37.11,i0,0,50.0
a1,b3,c9,d2,-2,12.0,1019.0,NE,44.26,i0,0,39.0
a1,b3,c9,d3,-4,11.0,1019.0,NE,52.31,i0,0,24.0
a1,b3,c9,d4,-12,11.0,1020.0,NE,59.46,i0,0,28.0
a1,b3,c9,d5,-15,11.0,1022.0,NW,4.02,i0,0,14.0
a1,b3,c9,d6,-16,11.0,1023.0,NW,8.94,i0,0,13.0
a1,b3,c9,d7,-17,11.0,1024.0,NW,12.96,i0,0,11.0
a1,b3,c9,d8,-17,12.0,1025.0,NW,17.88,i0,0,17.0
a1,b3,c9,d9,-18,13.0,1025.0,NW,25.03,i0,0,15.0
a1,b3,c9,d10,-17,14.0,1025.0,NE,4.02,i0,0,8.0
a1,b3,c9,d11,-17,15.0,1025.0,cv,3.13,i0,0,10.0
a1,b3,c9,d12,-17,16.0,1024.0,NE,3.13,i0,0,12.0
a1,b3,c9,d13,-18,17.0,1023.0,cv,1.79,i0,0,12.0
a1,b3,c9,d14,-16,19.0,1022.0,cv,4.92,i0,0,13.0
a1,b3,c9,d15,-18,19.0,1021.0,NW,7.15,i0,0,14.0
a1,b3,c9,d16,-19,19.0,1020.0,NW,14.3,i0,0,11.0
a1,b3,c9,d17,-19,19.0,1020.0,NW,23.24,i0,0,10.0
a1,b3,c9,d18,-20,18.0,1020.0,NW,32.18,i0,0,10.0
a1,b3,c9,d19,-20,16.0,1020.0,NW,37.99,i0,0,11.0
a1,b3,c9,d20,-19,13.0,1021.0,NW,42.01,i0,0,17.0
a1,b3,c9,d21,-19,11.0,1022.0,NW,45.14,i0,0,91.0
a1,b3,c9,d22,-19,11.0,1022.0,NW,49.16,i0,0,22.0
a1,b3,c9,d23,-19,10.0,1022.0,NW,53.18,i0,0,16.0
a1,b3,c10,d1,-19,9.0,1023.0,NW,59.44,i0,0,12.0
a1,b3,c10,d2,-19,7.0,1023.0,NW,63.46,i0,0,8.0
a1,b3,c10,d3,-20,11.0,1023.0,NW,67.48,i0,0,9.0
a1,b3,c10,d4,-19,10.0,1023.0,NW,70.61,i0,0,14.0
a1,b3,c10,d5,-14,6.0,1023.0,SE,1.79,i0,0,16.0
a1,b3,c10,d6,-12,7.0,1024.0,cv,0.45,i0,0,14.0
a1,b3,c10,d7,-16,10.0,1024.0,cv,1.34,i0,0,29.0
a1,b3,c10,d8,-15,14.0,1024.0,NW,3.13,i0,0,24.0
a1,b3,c10,d9,-16,15.0,1024.0,NW,7.15,i0,0,19.0
a1,b3,c10,d10,-16,17.0,1023.0,NW,11.17,i0,0,16.0
a1,b3,c10,d11,-14,18.0,1023.0,cv,1.79,i0,0,17.0
a1,b3,c10,d12,-14,19.0,1021.0,cv,2.68,i0,0,13.0
a1,b3,c10,d13,-14,20.0,1020.0,SE,1.79,i0,0,12.0
a1,b3,c10,d14,-14,21.0,1019.0,cv,1.79,i0,0,10.0
a1,b3,c10,d15,-16,22.0,1018.0,cv,4.92,i0,0,11.0
a1,b3,c10,d16,-14,22.0,1017.0,SE,4.92,i0,0,12.0
a1,b3,c10,d17,-13,21.0,1016.0,SE,10.73,i0,0,13.0
a1,b3,c10,d18,-13,20.0,1016.0,SE,17.88,i0,0,18.0
a1,b3,c10,d19,-12,17.0,1017.0,SE,22.8,i0,0,26.0
a1,b3,c10,d20,-12,17.0,1017.0,SE,27.72,i0,0,27.0
a1,b3,c10,d21,-11,17.0,1017.0,SE,33.53,i0,0,45.0
a1,b3,c10,d22,-11,17.0,1017.0,SE,39.34,i0,0,49.0
a1,b3,c10,d23,-9,15.0,1017.0,SE,43.36,i0,0,50.0
a1,b3,c11,d0,-9,16.0,1017.0,cv,3.13,i0,0,51.0
a1,b3,c11,d1,-4,10.0,1016.0,cv,4.02,i0,0,64.0
a1,b3,c11,d2,-6,10.0,1016.0,SE,3.13,i0,0,67.0
a1,b3,c11,d3,-5,8.0,1016.0,cv,0.45,i0,0,77.0
a1,b3,c11,d4,-6,8.0,1016.0,NW,0.89,i0,0,85.0
a1,b3,c11,d5,-5,4.0,1016.0,NW,4.02,i0,0,91.0
a1,b3,c11,d6,-5,6.0,1016.0,cv,0.89,i0,0,88.0
a1,b3,c11,d7,-5,8.0,1016.0,NW,1.79,i0,0,91.0
a1,b3,c11,d8,-4,12.0,1016.0,cv,0.89,i0,0,103.0
a1,b3,c11,d9,-4,15.0,1016.0,cv,1.78,i0,0,101.0
a1,b3,c11,d10,-4,18.0,1016.0,cv,3.57,i0,0,88.0
a1,b3,c11,d11,-4,20.0,1015.0,cv,5.36,i0,0,91.0
a1,b3,c11,d12,-6,23.0,1014.0,SE,3.13,i0,0,99.0
a1,b3,c11,d13,-5,24.0,1012.0,SE,7.15,i0,0,94.0
a1,b3,c11,d14,-5,25.0,1011.0,SE,11.17,i0,0,101.0
a1,b3,c11,d15,-4,26.0,1010.0,SE,16.09,i0,0,91.0
a1,b3,c11,d16,-6,25.0,1009.0,SE,23.24,i0,0,73.0
a1,b3,c11,d17,-5,25.0,1009.0,SE,29.05,i0,0,94.0
a1,b3,c11,d18,-4,23.0,1009.0,SE,33.97,i0,0,88.0
a1,b3,c11,d19,-3,19.0,1010.0,SE,37.1,i0,0,104.0
a1,b3,c11,d20,-1,19.0,1010.0,SE,38.89,i0,0,145.0
a1,b3,c11,d21,0,17.0,1011.0,SE,40.68,i0,0,171.0
a1,b3,c11,d22,1,15.0,1011.0,SE,42.47,i0,0,184.0
a1,b3,c11,d23,1,14.0,1011.0,SE,43.36,i0,0,202.0
a1,b3,c12,d0,1,13.0,1011.0,cv,0.89,i0,0,196.0
a1,b3,c12,d1,2,13.0,1011.0,cv,1.78,i0,0,186.0
a1,b3,c12,d2,2,12.0,1011.0,cv,2.67,i0,0,184.0
a1,b3,c12,d3,3,10.0,1011.0,SE,1.79,i0,0,188.0
a1,b3,c12,d4,3,11.0,1011.0,cv,0.89,i0,0,189.0
a1,b3,c12,d5,3,10.0,1011.0,NE,0.89,i0,0,201.0
a1,b3,c12,d6,3,10.0,1012.0,cv,0.89,i0,0,231.0
a1,b3,c12,d7,4,11.0,1013.0,NW,1.79,i0,0,225.0
a1,b3,c12,d8,5,16.0,1013.0,cv,0.89,i0,0,169.0
a1,b3,c12,d9,5,17.0,1013.0,cv,1.78,i0,0,163.0
a1,b3,c12,d10,5,19.0,1013.0,NE,1.79,i0,0,142.0
a1,b3,c12,d11,5,21.0,1013.0,SE,1.79,i0,0,136.0
a1,b3,c12,d12,6,22.0,1012.0,SE,5.81,i0,0,141.0
a1,b3,c12,d13,6,23.0,1011.0,SE,8.94,i0,0,125.0
a1,b3,c12,d14,6,24.0,1010.0,SE,12.07,i0,0,131.0
a1,b3,c12,d15,6,23.0,1009.0,SE,16.09,i0,0,138.0
a1,b3,c12,d16,6,24.0,1008.0,SE,20.11,i0,0,152.0
a1,b3,c12,d17,6,23.0,1009.0,SE,23.24,i0,0,145.0
a1,b3,c12,d18,7,22.0,1009.0,SE,25.03,i0,0,157.0
a1,b3,c12,d19,7,20.0,1009.0,cv,0.89,i0,0,172.0
a1,b3,c12,d20,8,21.0,1009.0,SE,4.02,i0,0,170.0
a1,b3,c12,d21,8,20.0,1010.0,SE,7.15,i0,0,172.0
a1,b3,c12,d22,7,18.0,1010.0,cv,0.89,i0,0,155.0
a1,b3,c12,d23,7,17.0,1009.0,cv,1.78,i0,0,168.0
a1,b3,c13,d0,6,16.0,1009.0,cv,2.67,i0,0,163.0
a1,b3,c13,d1,8,13.0,1009.0,cv,3.56,i0,0,144.0
a1,b3,c13,d2,6,13.0,1008.0,NW,3.13,i0,0,137.0
a1,b3,c13,d3,6,13.0,1008.0,NW,4.02,i0,0,133.0
a1,b3,c13,d4,6,14.0,1007.0,cv,0.89,i0,0,158.0
a1,b3,c13,d5,7,14.0,1007.0,cv,1.78,i0,0,162.0
a1,b3,c13,d6,7,11.0,1007.0,NW,1.79,i0,0,158.0
a1,b3,c13,d7,8,12.0,1007.0,NW,3.58,i0,0,174.0
a1,b3,c13,d8,7,17.0,1007.0,NW,6.71,i0,0,184.0
a1,b3,c13,d9,7,19.0,1007.0,NW,9.84,i0,0,191.0
a1,b3,c13,d10,3,24.0,1006.0,NW,13.86,i0,0,159.0
a1,b3,c13,d11,-4,27.0,1005.0,NW,19.67,i0,0,74.0
a1,b3,c13,d12,-6,28.0,1004.0,NW,27.72,i0,0,27.0
a1,b3,c13,d13,-6,29.0,1003.0,NW,36.66,i0,0,21.0
a1,b3,c13,d14,-5,29.0,1001.0,NW,39.79,i0,0,21.0
a1,b3,c14,d0,0,19.0,1002.0,NW,8.05,i0,0,53.0
a1,b3,c14,d13,-8,23.0,1012.0,NE,13.86,i0,0,28.0
a1,b3,c14,d14,-6,23.0,1012.0,NE,19.67,i0,0,26.0
a1,b3,c14,d15,-6,24.0,1012.0,NE,24.59,i0,0,27.0
a1,b3,c14,d16,-6,23.0,1012.0,NE,29.51,i0,0,25.0
a1,b3,c15,d0,-3,11.0,1019.0,SE,19.67,i0,0,36.0
a1,b3,c15,d15,-3,24.0,1010.0,SE,29.06,i0,0,76.0
a1,b3,c15,d16,-2,24.0,1009.0,SE,36.21,i0,0,87.0
a1,b3,c15,d17,-1,23.0,1008.0,SE,44.26,i0,0,146.0
a1,b3,c15,d18,1,21.0,1007.0,SE,53.2,i0,0,149.0
a1,b3,c15,d19,2,20.0,1007.0,SE,57.22,i0,0,121.0
a1,b3,c15,d20,0,20.0,1007.0,SE,63.03,i0,0,79.0
a1,b3,c15,d21,0,20.0,1007.0,SE,70.18,i0,0,58.0
a1,b3,c15,d22,0,19.0,1007.0,SE,77.33,i0,0,53.0
a1,b3,c15,d23,1,18.0,1007.0,SE,82.25,i0,0,56.0
a1,b3,c16,d1,2,18.0,1007.0,cv,0.89,i0,0,60.0
a1,b3,c16,d2,-1,19.0,1007.0,NW,5.81,i0,0,65.0
a1,b3,c16,d3,-1,18.0,1007.0,NW,11.62,i0,0,41.0
a1,b3,c16,d4,-4,17.0,1007.0,NW,18.77,i0,0,23.0
a1,b3,c16,d5,-4,16.0,1008.0,NW,25.92,i0,0,20.0
a1,b3,c16,d6,-3,15.0,1009.0,NW,33.07,i0,0,12.0
a1,b3,c16,d7,-3,16.0,1010.0,NW,40.22,i0,0,13.0
a1,b3,c16,d8,-4,17.0,1011.0,NW,48.27,i0,0,16.0
a1,b3,c16,d9,-4,18.0,1011.0,NW,57.21,i0,0,22.0
a1,b3,c16,d10,-4,19.0,1011.0,NW,67.04,i0,0,35.0
a1,b3,c16,d11,-5,18.0,1011.0,NW,74.19,i0,0,72.0
a1,b3,c16,d12,-3,18.0,1011.0,NW,84.02,i0,0,249.0
a1,b3,c16,d13,-6,17.0,1011.0,NW,92.07,i0,0,76.0
a1,b3,c16,d14,-4,17.0,1012.0,NW,105.03,i0,0,90.0
a1,b3,c16,d15,-8,16.0,1012.0,NW,117.1,i0,0,74.0
a1,b3,c16,d16,-8,17.0,1013.0,NW,130.06,i0,0,44.0
a1,b3,c16,d17,-11,16.0,1013.0,NW,142.13,i0,0,93.0
a1,b3,c16,d18,-11,15.0,1015.0,NW,151.07,i0,0,118.0
a1,b3,c16,d19,-11,14.0,1015.0,NW,156.88,i0,0,120.0
a1,b3,c16,d20,-13,14.0,1016.0,NW,164.03,i0,0,97.0
a1,b3,c16,d21,-13,14.0,1017.0,NW,171.18,i0,0,14.0
a1,b3,c16,d22,-14,14.0,1017.0,NW,178.33,i0,0,15.0
a1,b3,c16,d23,-15,13.0,1018.0,NW,183.25,i0,0,18.0
a1,b3,c17,d1,-14,8.0,1017.0,NW,191.29,i0,0,21.0
a1,b3,c17,d2,-13,8.0,1017.0,NW,195.31,i0,0,10.0
a1,b3,c17,d3,-14,10.0,1017.0,NW,200.23,i0,0,9.0
a1,b3,c17,d4,-11,8.0,1017.0,cv,0.89,i0,0,7.0
a1,b3,c17,d5,-8,7.0,1017.0,NE,1.79,i0,0,4.0
a1,b3,c17,d6,-11,9.0,1017.0,NE,3.58,i0,0,6.0
a1,b3,c17,d7,-11,12.0,1018.0,NW,4.92,i0,0,6.0
a1,b3,c17,d8,-13,14.0,1018.0,NW,12.97,i0,0,4.0
a1,b3,c17,d9,-11,15.0,1018.0,NW,22.8,i0,0,3.0
a1,b3,c17,d10,-12,16.0,1018.0,NE,9.83,i0,0,5.0
a1,b3,c17,d11,-11,17.0,1018.0,NW,8.05,i0,0,9.0
a1,b3,c17,d12,-10,18.0,1017.0,NW,15.2,i0,0,12.0
a1,b3,c17,d13,-10,19.0,1016.0,NE,5.81,i0,0,11.0
a1,b3,c17,d14,-11,21.0,1016.0,NW,5.81,i0,0,11.0
a1,b3,c17,d15,-9,21.0,1015.0,NE,3.13,i0,0,13.0
a1,b3,c17,d16,-10,21.0,1015.0,NE,7.15,i0,0,10.0
a1,b3,c17,d17,-10,20.0,1015.0,NE,10.28,i0,0,10.0
a1,b3,c17,d18,-10,19.0,1015.0,NE,12.07,i0,0,15.0
a1,b3,c17,d19,-7,16.0,1015.0,SE,0.89,i0,0,19.0
a1,b3,c17,d20,-6,15.0,1016.0,SE,2.68,i0,0,32.0
a1,b3,c17,d21,-5,14.0,1017.0,SE,4.47,i0,0,43.0
a1,b3,c17,d22,-5,12.0,1018.0,cv,0.89,i0,0,65.0
a1,b3,c17,d23,-4,13.0,1019.0,SE,3.13,i0,0,54.0
a1,b3,c18,d0,0,10.0,1020.0,SE,4.92,i0,0,56.0
a1,b3,c18,d1,1,9.0,1020.0,SE,6.71,i0,0,63.0
a1,b3,c18,d2,0,8.0,1020.0,NE,0.89,i0,0,52.0
a1,b3,c18,d3,1,7.0,1020.0,NE,1.78,i0,0,53.0
a1,b3,c18,d4,1,6.0,1020.0,NE,2.67,i0,0,48.0
a1,b3,c18,d5,1,7.0,1020.0,cv,0.89,i0,0,62.0
a1,b3,c18,d6,1,6.0,1020.0,cv,1.78,i0,0,59.0
a1,b3,c18,d7,2,9.0,1020.0,SE,1.79,i0,0,93.0
a1,b3,c18,d8,1,12.0,1021.0,SE,3.58,i0,0,103.0
a1,b3,c18,d9,-1,15.0,1020.0,SE,5.37,i0,0,79.0
a1,b3,c18,d10,-3,17.0,1020.0,SE,7.16,i0,0,80.0
a1,b3,c18,d11,-3,18.0,1019.0,SE,11.18,i0,0,84.0
a1,b3,c18,d12,-3,20.0,1018.0,SE,14.31,i0,0,73.0
a1,b3,c18,d13,-6,22.0,1016.0,SE,19.23,i0,0,52.0
a1,b3,c18,d14,-6,22.0,1015.0,SE,25.04,i0,0,44.0
a1,b3,c18,d15,-5,23.0,1014.0,SE,29.96,i0,0,58.0
a1,b3,c18,d16,-5,22.0,1013.0,SE,34.88,i0,0,68.0
a1,b3,c18,d17,-3,20.0,1012.0,SE,39.8,i0,0,86.0
a1,b3,c18,d18,-3,20.0,1012.0,SE,42.93,i0,0,99.0
a1,b3,c18,d19,-2,18.0,1012.0,SE,46.06,i0,0,105.0
a1,b3,c18,d20,-1,19.0,1012.0,SE,50.08,i0,0,93.0
a1,b3,c18,d21,0,16.0,1012.0,SE,51.87,i0,0,120.0
a1,b3,c18,d22,0,15.0,1012.0,SE,53.66,i0,0,115.0
a1,b3,c18,d23,1,14.0,1012.0,SE,55.45,i0,0,91.0
a1,b3,c19,d0,2,13.0,1012.0,SE,57.24,i0,0,82.0
a1,b3,c19,d1,1,12.0,1012.0,SE,60.37,i0,0,84.0
a1,b3,c19,d2,2,12.0,1011.0,SE,62.16,i0,0,114.0
a1,b3,c19,d3,2,11.0,1011.0,cv,0.89,i0,0,97.0
a1,b3,c19,d4,2,9.0,1010.0,cv,1.78,i0,0,87.0
a1,b3,c19,d5,2,9.0,1010.0,SE,1.79,i0,0,91.0
a1,b3,c19,d6,2,9.0,1010.0,cv,0.89,i0,0,97.0
a1,b3,c19,d7,3,11.0,1010.0,NE,0.89,i0,0,121.0
a1,b3,c19,d8,4,14.0,1010.0,SE,1.79,i0,0,136.0
a1,b3,c19,d9,4,15.0,1010.0,SE,3.58,i0,0,160.0
a1,b3,c19,d10,5,17.0,1010.0,cv,1.79,i0,0,175.0
a1,b3,c19,d11,5,19.0,1010.0,SE,1.79,i0,0,166.0
a1,b3,c19,d12,5,20.0,1009.0,SE,3.58,i0,0,153.0
a1,b3,c19,d13,5,22.0,1008.0,SE,6.71,i0,0,165.0
a1,b3,c19,d14,6,22.0,1007.0,SE,9.84,i0,0,135.0
a1,b3,c19,d15,6,22.0,1006.0,SE,12.97,i0,0,270.0
a1,b3,c19,d16,6,22.0,1006.0,SE,16.1,i0,0,141.0
a1,b3,c19,d17,7,22.0,1005.0,SE,17.89,i0,0,137.0
a1,b3,c19,d18,7,21.0,1005.0,SE,19.68,i0,0,143.0
a1,b3,c19,d19,7,19.0,1006.0,SE,21.47,i0,0,157.0
a1,b3,c19,d20,8,19.0,1007.0,SE,23.26,i0,0,156.0
a1,b3,c19,d21,8,18.0,1008.0,SE,25.05,i0,0,189.0
a1,b3,c19,d22,8,17.0,1008.0,NE,1.79,i0,0,165.0
a1,b3,c19,d23,7,17.0,1008.0,NE,3.58,i0,0,195.0
a1,b3,c20,d0,7,17.0,1008.0,NE,5.37,i0,0,175.0
a1,b3,c20,d1,6,17.0,1008.0,cv,0.89,i0,0,157.0
a1,b3,c20,d2,7,16.0,1008.0,NE,1.79,i0,0,161.0
a1,b3,c20,d3,8,14.0,1009.0,NE,3.58,i0,0,167.0
a1,b3,c20,d4,7,16.0,1009.0,NE,5.37,i0,0,171.0
a1,b3,c20,d5,7,15.0,1009.0,NE,6.26,i0,0,160.0
a1,b3,c20,d6,5,17.0,1010.0,SE,1.79,i0,0,140.0
a1,b3,c20,d7,4,17.0,1012.0,SE,3.58,i0,0,161.0
a1,b3,c20,d8,3,17.0,1013.0,NE,1.79,i0,0,169.0
a1,b3,c20,d9,9,13.0,1015.0,NE,5.81,i0,1,113.0
a1,b3,c20,d10,9,12.0,1015.0,NE,9.83,i0,2,69.0
a1,b3,c20,d11,8,11.0,1016.0,NE,15.64,i0,3,44.0
a1,b3,c20,d21,5,8.0,1019.0,cv,0.89,i0,0,49.0
a1,b3,c21,d0,6,7.0,1019.0,cv,0.89,i0,0,74.0
a1,b3,c21,d11,4,17.0,1016.0,cv,2.67,i0,0,39.0
a1,b3,c21,d13,1,20.0,1015.0,cv,3.13,i0,0,34.0
a1,b3,c21,d14,1,18.0,1014.0,SE,4.92,i0,0,70.0
a1,b3,c21,d15,4,14.0,1014.0,SE,16.1,i0,0,36.0
a1,b3,c21,d16,3,15.0,1014.0,NW,5.81,i0,0,28.0
a1,b3,c22,d0,7,10.0,1014.0,SE,10.73,i0,0,49.0
a1,b3,c22,d15,1,17.0,1012.0,NE,4.92,i0,0,16.0
a1,b3,c22,d17,0,18.0,1012.0,NW,8.05,i0,0,10.0
a1,b3,c22,d18,0,17.0,1012.0,NW,15.2,i0,0,12.0
a1,b3,c22,d19,-2,16.0,1013.0,NW,20.12,i0,0,16.0
a1,b3,c22,d20,-3,16.0,1013.0,NW,28.17,i0,0,14.0
a1,b3,c22,d21,-3,15.0,1014.0,NW,38.0,i0,0,13.0
a1,b3,c22,d22,-2,14.0,1015.0,NW,49.18,i0,0,12.0
a1,b3,c22,d23,-2,13.0,1015.0,NW,59.01,i0,0,12.0
a1,b3,c23,d1,-2,12.0,1014.0,NW,73.31,i0,0,9.0
a1,b3,c23,d2,-2,12.0,1014.0,NW,80.46,i0,0,8.0
a1,b3,c23,d3,-1,11.0,1014.0,NW,85.38,i0,0,11.0
a1,b3,c23,d4,-1,11.0,1013.0,NW,90.3,i0,0,15.0
a1,b3,c23,d5,-2,11.0,1013.0,NW,96.11,i0,0,16.0
a1,b3,c23,d6,-1,11.0,1013.0,NW,101.92,i0,0,17.0
a1,b3,c23,d7,-1,13.0,1014.0,NW,107.73,i0,0,23.0
a1,b3,c23,d8,-2,15.0,1014.0,NW,115.78,i0,0,17.0
a1,b3,c23,d9,-2,16.0,1013.0,NW,123.83,i0,0,19.0
a1,b3,c23,d10,-3,18.0,1012.0,NW,131.88,i0,0,15.0
a1,b3,c23,d11,-4,18.0,1011.0,NW,139.93,i0,0,22.0
a1,b3,c23,d12,-3,19.0,1010.0,NW,147.08,i0,0,13.0
a1,b3,c23,d13,-5,19.0,1009.0,NW,155.13,i0,0,14.0
a1,b3,c23,d14,-6,20.0,1008.0,NW,162.28,i0,0,15.0
a1,b3,c23,d15,-7,21.0,1007.0,cv,3.13,i0,0,10.0
a1,b3,c23,d16,-6,22.0,1006.0,NW,8.94,i0,0,23.0
a1,b3,c23,d17,-5,22.0,1006.0,NW,16.09,i0,0,14.0
a1,b3,c23,d18,-3,20.0,1006.0,NW,19.22,i0,0,12.0
a1,b3,c23,d19,-1,17.0,1006.0,SE,1.79,i0,0,13.0
a1,b3,c23,d20,-2,16.0,1006.0,SE,4.92,i0,0,24.0
a1,b3,c23,d21,-2,14.0,1007.0,SE,6.71,i0,0,32.0
a1,b3,c23,d22,-1,13.0,1007.0,SE,9.84,i0,0,37.0
a1,b3,c23,d23,2,12.0,1006.0,SE,11.63,i0,0,41.0
a1,b3,c24,d1,1,9.0,1006.0,cv,0.89,i0,0,99.0
a1,b3,c24,d2,2,9.0,1006.0,cv,1.78,i0,0,73.0
a1,b3,c24,d3,2,8.0,1005.0,cv,2.67,i0,0,60.0
a1,b3,c24,d4,2,9.0,1005.0,cv,3.56,i0,0,78.0
a1,b3,c24,d5,2,10.0,1004.0,SE,3.13,i0,0,96.0
a1,b3,c24,d6,2,11.0,1004.0,SE,4.92,i0,0,91.0
a1,b3,c24,d7,2,12.0,1004.0,NE,1.79,i0,0,93.0
a1,b3,c24,d8,3,13.0,1004.0,cv,0.89,i0,0,122.0
a1,b3,c24,d9,3,14.0,1004.0,SE,3.13,i0,0,165.0
a1,b3,c24,d10,3,14.0,1004.0,SE,4.92,i0,0,156.0
a1,b3,c24,d11,4,15.0,1003.0,SE,6.71,i0,0,162.0
a1,b3,c24,d12,4,15.0,1002.0,SE,9.84,i0,0,167.0
a1,b3,c24,d13,5,17.0,1002.0,SE,12.97,i0,0,167.0
a1,b3,c24,d14,5,18.0,1001.0,SE,16.1,i0,0,155.0
a1,b3,c24,d15,5,18.0,1001.0,SE,19.23,i0,0,126.0
a1,b3,c24,d16,5,18.0,1001.0,SE,24.15,i0,0,117.0
a1,b3,c24,d17,5,17.0,1001.0,SE,28.17,i0,0,97.0
a1,b3,c24,d18,7,16.0,1002.0,SE,31.3,i0,0,95.0
a1,b3,c24,d19,7,15.0,1002.0,SE,33.09,i0,0,90.0
a1,b3,c24,d20,7,14.0,1003.0,SE,33.98,i0,0,93.0
a1,b3,c24,d21,7,14.0,1003.0,SE,35.77,i0,0,100.0
a1,b3,c24,d22,8,12.0,1003.0,SE,36.66,i0,0,83.0
a1,b3,c24,d23,7,11.0,1004.0,SE,37.55,i0,0,96.0
a1,b3,c25,d0,7,11.0,1004.0,SE,40.68,i0,0,103.0
a1,b3,c25,d1,7,11.0,1003.0,SE,43.81,i0,0,138.0
a1,b3,c25,d2,6,11.0,1003.0,SE,45.6,i0,0,148.0
a1,b3,c25,d3,6,9.0,1003.0,SE,46.49,i0,0,126.0
a1,b3,c25,d4,5,9.0,1002.0,cv,0.45,i0,0,101.0
a1,b3,c25,d5,6,8.0,1003.0,NW,1.79,i0,0,104.0
a1,b3,c25,d6,6,9.0,1003.0,SE,0.89,i0,0,116.0
a1,b3,c25,d7,7,12.0,1003.0,cv,0.89,i0,0,143.0
a1,b3,c25,d8,6,15.0,1003.0,SE,3.13,i0,0,151.0
a1,b3,c25,d9,7,16.0,1003.0,SE,4.92,i0,0,149.0
a1,b3,c25,d10,4,18.0,1003.0,cv,7.15,i0,0,86.0
a1,b3,c25,d11,1,20.0,1002.0,NW,8.94,i0,0,51.0
a1,b3,c25,d12,1,21.0,1002.0,NW,20.12,i0,0,41.0
a1,b3,c25,d13,1,19.0,1002.0,NW,32.19,i0,0,31.0
a1,b3,c25,d14,6,15.0,1004.0,NE,8.94,i0,1,26.0
