customer_id,credit_score,age,balance,estimated_salary,country,gender,tenure,products_number,credit_card,active_member,churn
15583755,592,33,156570.86,37140.2,Germany,Male,d2,f0,g1,h1,j0
15570060,586,43,132558.26,67046.83,France,Female,d8,f0,g1,h0,j1
15659694,634,53,113781.5,106345.05,Germany,Female,d3,f1,g1,h1,j1
15659807,657,41,109402.13,66463.62,Spain,Male,d8,f0,g1,h1,j0
15654408,562,41,165445.04,85787.31,Spain,Male,d5,f1,g1,h0,j0
15714485,774,60,85891.55,74135.48,France,Male,d5,f0,g1,h0,j1
15779985,750,37,133199.71,27366.77,Germany,Female,d1,f1,g1,h1,j0
15636595,602,37,107592.89,153122.73,Spain,Male,d3,f1,g0,h1,j0
15739502,549,31,135020.21,23343.18,Germany,Female,d9,f1,g1,h1,j0
15660602,464,33,164284.72,3710.34,Germany,Male,d8,f1,g1,h1,j0
15699238,618,40,0.0,80204.38,Spain,Female,d8,f1,g1,h0,j0
15632576,520,31,93249.4,77335.75,France,Male,d4,f0,g1,h0,j0
15796721,778,38,145018.49,126702.41,France,Male,d3,f1,g1,h1,j0
15714658,696,33,0.0,73371.65,France,Female,d4,f1,g1,h1,j0
15785406,446,51,105056.13,70613.52,France,Female,d4,f0,g0,h0,j0
15678034,811,46,180226.24,13464.64,France,Male,d9,f0,g1,h0,j1
15791550,696,27,87637.26,196111.35,France,Male,d4,f1,g0,h0,j0
15658889,689,22,136444.25,51980.25,France,Male,d4,f0,g1,h0,j1
15711759,576,29,108541.04,126469.09,France,Female,d5,f0,g1,h1,j0
15687903,501,29,0.0,112664.24,France,Female,d8,f1,g1,h0,j0
15737104,652,47,126597.89,38798.79,Germany,Female,d0,f1,g1,h1,j1
15669281,711,38,128718.78,114793.45,Spain,Male,d3,f0,g0,h0,j0
15589666,595,39,136422.41,151757.81,France,Female,d9,f0,g1,h1,j0
15700300,674,44,131593.85,171345.02,Germany,Female,d4,f0,g0,h1,j1
15753337,555,51,0.0,189122.89,France,Male,d5,f2,g1,h0,j1
15644296,740,30,105209.54,1852.58,France,Female,d8,f0,g1,h0,j0
15576623,584,31,0.0,31474.27,France,Male,d5,f1,g1,h0,j0
15806027,556,52,0.0,175149.2,France,Female,d9,f0,g1,h0,j1
15809909,422,54,0.0,7166.71,Spain,Female,d4,f1,g1,h1,j0
15814268,444,40,84350.07,143835.76,France,Female,d5,f0,g1,h0,j0
15618239,530,48,0.0,85081.09,France,Female,d0,f0,g1,h0,j0
15719950,682,61,73688.2,172141.33,France,Male,d10,f0,g1,h1,j0
15719931,850,31,0.0,178667.7,France,Male,d8,f1,g1,h0,j0
15620579,695,31,0.0,131644.41,Spain,Female,d8,f1,g0,h1,j0
15577478,714,72,0.0,86733.61,France,Female,d3,f0,g1,h1,j0
15795186,562,38,0.0,115700.2,France,Male,d5,f0,g1,h0,j0
15627220,735,43,98807.45,184570.04,Germany,Female,d9,f0,g0,h0,j1
15729040,440,42,0.0,49826.68,France,Male,d2,f1,g1,h0,j0
15643828,592,29,0.0,91196.67,France,Male,d7,f1,g1,h1,j0
15715345,743,25,0.0,129740.11,Spain,Male,d6,f1,g1,h0,j0
15594827,675,34,124619.33,163667.56,France,Male,d1,f1,g0,h1,j0
15805676,515,29,151012.55,9770.97,Spain,Male,d4,f1,g1,h0,j0
15789874,712,29,87375.78,166194.53,France,Female,d3,f1,g0,h0,j0
15740164,715,33,85227.84,68087.15,France,Female,d3,f0,g1,h1,j0
15641359,662,35,0.0,2423.9,Spain,Female,d6,f1,g0,h0,j1
15618363,659,29,82916.48,84133.48,Germany,Male,d9,f0,g1,h1,j0
15697201,640,46,0.0,156260.08,Spain,Female,d3,f0,g1,h1,j0
15664754,640,39,131607.28,6981.43,Germany,Male,d9,f3,g0,h1,j1
15686461,558,56,121235.05,116253.1,France,Female,d7,f1,g1,h1,j0
15704746,699,35,167455.66,55324.49,Spain,Male,d2,f1,g1,h1,j0
15773792,662,32,133950.37,48725.68,France,Female,d4,f0,g1,h1,j1
15699389,807,42,118274.71,25885.72,France,Male,d7,f0,g1,h1,j0
15782096,616,36,0.0,12916.32,Spain,Female,d6,f0,g1,h1,j1
15674922,710,54,171137.62,167023.95,France,Male,d6,f0,g1,h1,j1
15654025,646,51,101629.3,130541.1,France,Female,d4,f0,g0,h0,j0
15698619,593,43,0.0,76357.43,France,Male,d9,f1,g1,h1,j0
15726250,508,38,166328.65,22614.19,France,Female,d3,f1,g0,h1,j0
15673074,527,30,126663.51,162267.91,Germany,Female,d6,f0,g1,h1,j0
15788634,750,37,113817.06,88333.74,Spain,Female,d2,f0,g0,h0,j0
15737782,562,29,0.0,25858.68,France,Male,d9,f0,g1,h1,j0
15665790,538,39,108055.1,27231.26,Germany,Male,d7,f1,g1,h0,j0
15596060,498,29,127864.26,46677.9,Spain,Male,d8,f0,g1,h1,j0
15796505,811,34,149297.19,186339.74,Germany,Female,d1,f1,g1,h1,j0
15626457,671,31,116234.61,172096.08,France,Male,d0,f0,g1,h0,j0
15645744,826,30,0.0,157397.57,France,Female,d5,f1,g0,h1,j0
15611786,668,69,0.0,134483.07,Spain,Female,d9,f0,g0,h1,j0
15691875,850,39,114491.82,99689.48,Germany,Female,d5,f0,g1,h0,j0
15634950,657,57,107174.58,126369.55,Germany,Male,d8,f0,g1,h1,j1
15768340,642,19,113905.48,176137.2,Germany,Female,d3,f0,g1,h1,j0
15570145,763,23,0.0,153983.99,France,Female,d2,f1,g1,h0,j0
15631222,485,39,75339.64,70665.16,France,Female,d2,f0,g1,h1,j0
15587712,589,36,114435.47,26955.72,France,Male,d8,f0,g1,h0,j0
15742378,520,32,110029.77,56246.69,Germany,Male,d5,f0,g1,h0,j0
15568429,633,46,0.0,120250.58,Spain,Female,d3,f1,g1,h0,j0
15718531,554,35,0.0,176779.46,France,Female,d8,f1,g1,h1,j0
15608541,498,46,91857.66,101954.78,France,Male,d1,f0,g1,h0,j1
15568164,850,34,71379.53,154000.99,France,Female,d4,f1,g1,h1,j0
15577970,489,34,0.0,43540.59,France,Male,d5,f0,g0,h0,j0
15753079,612,41,0.0,151256.22,France,Male,d5,f2,g0,h0,j0
15708916,587,38,0.0,47414.15,France,Male,d0,f1,g1,h0,j0
15722037,610,36,115462.02,42581.04,Germany,Male,d7,f0,g0,h1,j0
15669414,486,62,118356.89,168034.83,Germany,Male,d9,f1,g1,h0,j1
15656471,773,33,0.0,1118.31,France,Male,d9,f1,g1,h1,j0
15750921,521,37,105843.26,84908.2,France,Male,d5,f1,g1,h1,j0
15639415,850,35,162442.35,183566.78,France,Male,d3,f0,g1,h0,j0
15579617,489,51,0.0,174098.28,France,Female,d3,f1,g0,h1,j1
15673333,698,52,96781.39,153373.71,Germany,Male,d8,f0,g1,h1,j0
15583580,566,35,123042.0,66245.44,Germany,Female,d1,f0,g1,h0,j1
15611551,676,48,131659.59,14152.15,Spain,Male,d1,f1,g0,h1,j0
15651900,782,53,81571.05,182960.46,Germany,Female,d1,f0,g1,h0,j1
15712403,589,61,0.0,61108.56,France,Female,d1,f0,g1,h0,j1
15779529,620,32,0.0,34665.79,France,Male,d7,f1,g1,h1,j0
15582154,670,45,47884.92,54340.24,France,Female,d5,f0,g1,h1,j0
15773242,621,32,0.0,168779.47,France,Male,d1,f1,g1,h1,j0
15633834,700,28,99705.69,146723.72,Germany,Female,d3,f1,g0,h0,j0
15609058,676,23,107787.47,116378.82,France,Male,d1,f0,g0,h1,j0
15612729,681,63,0.0,55054.48,France,Female,d7,f1,g1,h1,j0
15808175,557,39,49572.73,115287.99,France,Female,d7,f0,g1,h0,j1
15653857,498,34,0.0,148528.24,France,Male,d2,f1,g1,h1,j0
15573278,743,39,0.0,44265.28,France,Male,d6,f1,g1,h0,j0
15779423,716,39,70657.61,76476.05,France,Male,d1,f1,g1,h1,j0
15593468,850,33,0.0,11159.19,France,Female,d3,f1,g1,h1,j0
15726234,708,41,0.0,157003.99,Spain,Female,d5,f0,g0,h1,j0
15765311,642,34,0.0,72085.1,Spain,Male,d8,f0,g1,h0,j0
15605072,638,43,145860.98,142763.51,France,Female,d3,f0,g1,h1,j1
15769829,534,51,0.0,20856.31,Spain,Male,d3,f1,g0,h1,j0
15723737,680,27,0.0,32454.26,France,Male,d3,f0,g1,h0,j0
15620276,539,36,0.0,118959.64,Spain,Male,d6,f2,g1,h1,j0
15724428,544,40,0.0,61581.2,France,Male,d8,f1,g1,h0,j0
15665168,681,44,105206.7,163558.36,Germany,Female,d3,f1,g1,h1,j0
15704144,812,33,127154.14,105383.49,Germany,Male,d2,f1,g0,h1,j0
15701885,647,40,0.0,92357.21,France,Female,d9,f1,g0,h1,j0
15785339,640,50,117565.03,82559.77,France,Female,d9,f1,g0,h0,j0
15763171,650,25,114330.95,25325.07,Germany,Female,d2,f0,g1,h1,j0
15627385,748,34,84009.47,137001.1,France,Male,d5,f0,g1,h1,j0
15716431,775,30,191091.74,96170.38,France,Female,d10,f1,g1,h1,j0
15771573,637,39,137843.8,117622.8,Germany,Female,d9,f0,g1,h1,j1
15661528,583,47,102562.23,92708.1,Spain,Male,d5,f0,g1,h0,j0
15642063,692,40,163505.16,90424.09,France,Male,d6,f0,g0,h0,j0
15575410,667,39,83765.35,118358.54,Germany,Female,d4,f1,g1,h0,j0
15765520,769,27,188614.07,171344.09,Germany,Male,d7,f0,g1,h0,j0
15609356,697,25,0.0,87803.32,France,Female,d1,f1,g0,h0,j0
15705663,700,39,144550.83,189664.43,Germany,Female,d5,f1,g1,h1,j0
15768072,688,33,0.0,27557.18,Spain,Female,d2,f0,g0,h0,j1
15679148,508,44,115451.05,67234.33,France,Male,d3,f1,g0,h0,j0
15600739,562,35,0.0,119899.52,Spain,Female,d0,f1,g1,h0,j0
15583371,632,37,138207.08,60778.11,Spain,Male,d1,f0,g1,h0,j1
15742798,829,22,150126.44,152107.93,France,Female,d7,f0,g1,h0,j1
15615456,680,37,123806.28,81776.84,France,Female,d10,f0,g1,h0,j1
15812616,707,49,0.0,82967.97,France,Female,d10,f0,g1,h0,j1
15735687,595,37,157084.99,134767.13,Spain,Male,d2,f0,g1,h0,j0
15611756,537,47,124192.28,50881.51,Germany,Female,d4,f1,g1,h1,j0
15780124,841,74,108131.53,60830.38,France,Male,d9,f0,g0,h1,j0
15764195,519,39,111900.14,97577.17,Spain,Male,d4,f0,g1,h1,j0
15694296,631,35,112392.45,24472.23,France,Male,d9,f1,g1,h0,j0
15777784,733,44,168165.84,197193.49,France,Female,d6,f0,g0,h1,j0
15755678,534,62,0.0,42763.12,France,Male,d2,f1,g0,h0,j1
15690695,683,33,0.0,38784.42,France,Female,d9,f1,g1,h1,j0
15743236,687,61,80538.56,131305.37,France,Female,d7,f0,g1,h0,j1
15681550,614,41,121558.46,598.8,France,Female,d8,f0,g1,h1,j0
15724858,688,54,0.0,191212.63,France,Female,d9,f0,g1,h0,j1
15679611,734,37,130404.92,34548.74,Spain,Female,d2,f0,g0,h0,j0
15769974,679,35,119182.73,121210.09,Spain,Female,d8,f0,g0,h0,j0
15598744,576,71,140273.47,193135.25,Germany,Female,d6,f0,g1,h1,j1
15713608,850,41,0.0,34827.43,France,Female,d5,f1,g1,h1,j0
15688876,685,39,0.0,18826.06,Spain,Male,d9,f1,g1,h1,j0
15574119,598,64,62979.93,152273.57,Spain,Female,d1,f0,g1,h1,j0
15673820,568,33,0.0,143450.61,France,Male,d7,f1,g1,h0,j0
15649136,650,43,0.0,16301.91,France,Female,d6,f1,g1,h1,j0
15802071,762,35,117458.51,178361.48,Germany,Male,d1,f0,g0,h1,j1
15585106,492,38,57068.43,188974.81,Germany,Female,d8,f1,g1,h0,j0
15595713,548,33,0.0,31728.35,Spain,Male,d6,f0,g1,h1,j0
15618258,640,37,158024.38,81298.09,Spain,Male,d5,f0,g1,h0,j0
15737795,512,36,0.0,135482.26,Spain,Male,d1,f0,g0,h1,j1
15612478,525,51,0.0,171045.35,France,Male,d10,f2,g1,h0,j1
15721487,739,27,0.0,57572.38,France,Female,d6,f0,g1,h1,j0
15706128,632,21,0.0,84008.66,France,Female,d1,f1,g1,h0,j0
15683522,678,37,113383.07,135123.96,Germany,Female,d2,f0,g1,h1,j0
15621227,668,46,161806.09,173052.19,Germany,Female,d7,f0,g1,h1,j0
15715920,782,23,98052.66,142587.32,Spain,Male,d10,f0,g1,h1,j0
15741049,577,29,0.0,55473.15,France,Male,d7,f1,g1,h1,j0
15814236,537,38,96939.06,102606.92,Spain,Female,d1,f0,g1,h1,j0
15605742,737,43,80090.93,39920.0,France,Male,d0,f0,g1,h0,j1
15807163,537,38,0.0,52337.97,France,Female,d10,f0,g0,h0,j1
15720636,628,50,143054.56,109608.81,France,Female,d4,f0,g0,h1,j1
15704340,581,37,104255.03,86609.37,France,Female,d10,f0,g1,h0,j0
15700654,617,44,49157.09,53294.17,Germany,Male,d9,f1,g1,h0,j0
15768746,561,33,0.0,173680.39,France,Male,d6,f1,g0,h0,j0
15685920,599,34,101506.66,198030.24,Spain,Male,d2,f0,g0,h0,j0
15636396,627,35,0.0,193022.44,France,Female,d7,f1,g0,h1,j0
15604963,661,39,0.0,181461.46,France,Male,d5,f1,g0,h0,j0
15696552,747,21,81025.6,167682.57,France,Female,d4,f1,g1,h0,j0
15796569,831,44,0.0,47729.33,Spain,Female,d10,f0,g0,h1,j0
15723006,489,38,0.0,196990.79,France,Male,d8,f1,g0,h1,j0
15641091,695,31,106089.2,99537.68,France,Female,d5,f0,g0,h0,j0
15666633,758,56,0.0,10643.38,Spain,Male,d1,f1,g1,h1,j0
15704014,738,37,140950.92,195333.98,Germany,Male,d7,f1,g1,h0,j0
15789669,510,65,0.0,48071.61,France,Male,d2,f1,g1,h1,j0
15714789,664,24,0.0,35611.35,France,Male,d7,f0,g0,h1,j0
15620507,485,30,156771.68,141148.21,Germany,Female,d5,f0,g1,h1,j0
15696564,752,38,145974.79,137694.23,France,Male,d0,f1,g1,h1,j0
15635459,667,27,106116.5,3674.71,Germany,Female,d3,f1,g1,h0,j0
15570414,618,41,115251.64,136435.75,Spain,Male,d4,f0,g0,h0,j0
15706464,667,35,97585.32,57213.46,Spain,Male,d4,f1,g0,h0,j0
15665438,669,43,163159.85,15602.8,France,Male,d1,f0,g0,h1,j0
15602084,663,42,124626.07,78004.5,France,Female,d5,f0,g1,h1,j0
15761158,719,54,0.0,125041.52,France,Female,d7,f1,g1,h1,j0
15578462,596,76,134208.25,13455.43,Spain,Female,d9,f0,g1,h1,j0
15570857,677,39,111213.64,147578.26,Germany,Female,d0,f1,g1,h1,j0
15652626,826,55,115285.85,140126.17,France,Male,d4,f0,g1,h0,j0
15721582,644,40,77270.08,115800.1,Germany,Female,d4,f1,g1,h1,j1
15803456,641,40,0.0,151648.66,France,Female,d9,f0,g0,h0,j1
15642291,685,23,0.0,112239.03,France,Male,d8,f1,g1,h1,j0
15776596,730,39,140094.59,172450.04,Spain,Female,d6,f0,g1,h0,j1
15664897,682,35,181166.44,63737.19,France,Female,d2,f0,g1,h1,j1
15679024,553,32,116324.53,77304.49,France,Male,d3,f0,g1,h0,j0
15796787,681,46,105969.42,5771.56,France,Male,d0,f0,g1,h0,j0
15736043,638,34,114543.27,97755.29,France,Male,d6,f0,g1,h1,j0
15712121,657,34,154983.98,27738.01,Spain,Male,d5,f0,g1,h0,j0
15616529,613,34,0.0,41724.72,Spain,Male,d3,f0,g1,h1,j0
15797475,720,44,86102.27,180134.88,France,Male,d3,f0,g1,h0,j1
15785819,681,38,0.0,112491.96,France,Male,d3,f1,g1,h1,j0
15609824,794,41,176845.41,166526.26,France,Female,d7,f2,g1,h0,j1
15594084,524,22,0.0,74405.34,France,Male,d9,f1,g1,h0,j0
15794056,668,46,0.0,89048.46,France,Female,d2,f2,g1,h0,j1
15662658,651,34,90355.12,193597.94,Germany,Male,d2,f1,g0,h0,j0
15765643,725,37,124348.38,176984.34,France,Male,d6,f1,g0,h1,j0
15752885,529,42,157498.9,82276.62,France,Male,d1,f0,g1,h1,j0
15802857,659,33,115409.6,1539.21,Spain,Female,d8,f0,g0,h1,j0
15571081,773,41,190238.93,57549.65,France,Female,d7,f0,g1,h1,j0
15675256,555,33,127343.4,121789.3,Spain,Male,d5,f0,g0,h1,j0
15737452,653,58,132602.88,5097.67,Germany,Male,d1,f0,g1,h0,j1
15754068,578,32,0.0,141822.8,France,Male,d4,f1,g1,h1,j0
15667476,477,36,117700.86,74042.0,Germany,Female,d3,f0,g0,h0,j0
15739054,654,29,96974.97,141404.07,France,Female,d4,f0,g0,h1,j0
15639004,668,72,0.0,70783.61,France,Male,d2,f1,g1,h1,j0
15623196,686,38,149238.97,97825.23,France,Male,d6,f0,g1,h1,j0
15740043,606,32,83161.65,116885.59,France,Male,d5,f0,g1,h1,j0
15772777,850,29,0.0,94815.04,Spain,Female,d10,f1,g1,h1,j0
15681506,478,43,0.0,197916.43,Spain,Male,d1,f1,g1,h1,j0
15731511,808,45,118626.55,147132.46,France,Male,d7,f1,g1,h0,j0
15567802,450,34,0.0,175480.93,Spain,Female,d2,f1,g1,h0,j0
15668580,716,33,0.0,92916.53,Spain,Male,d2,f1,g1,h1,j0
15797197,678,29,0.0,64443.75,Spain,Male,d6,f1,g1,h0,j0
15774586,692,43,118588.83,161241.65,Germany,Female,d10,f0,g1,h1,j1
15780215,636,31,0.0,2382.61,France,Male,d6,f1,g1,h1,j0
15733169,590,22,125265.61,161253.08,Spain,Male,d7,f0,g1,h1,j0
15688337,721,40,118129.87,160277.65,France,Male,d9,f0,g1,h1,j0
15811389,724,35,171982.95,167313.07,Germany,Female,d0,f1,g0,h1,j0
15626710,642,39,0.0,76821.24,France,Female,d4,f0,g1,h1,j0
15646784,529,31,164003.05,60993.23,France,Female,d2,f1,g1,h1,j0
15713267,779,34,0.0,111676.63,Spain,Female,d5,f1,g0,h1,j0
15716926,807,33,101952.97,178153.65,France,Male,d10,f1,g1,h0,j0
15637324,657,28,0.0,5177.62,France,Female,d7,f1,g0,h1,j0
15678057,524,44,118569.03,82117.2,France,Male,d10,f1,g0,h0,j0
15661936,513,40,141004.46,105028.46,France,Male,d3,f0,g1,h0,j0
15785980,588,34,121132.26,86460.28,Spain,Male,d6,f1,g1,h0,j0
15665129,545,33,132527.9,107429.71,Germany,Male,d1,f1,g0,h1,j0
15693199,739,37,0.0,191557.1,France,Female,d8,f1,g1,h0,j1
15698758,630,31,0.0,169802.73,Spain,Female,d1,f1,g1,h1,j0
15654372,462,34,94682.56,138478.2,Germany,Male,d1,f1,g1,h0,j0
15732628,745,46,122220.19,118024.1,France,Male,d2,f0,g1,h1,j0
15635143,749,42,56726.83,185543.35,France,Male,d2,f1,g0,h1,j0
15687001,596,54,123544.0,120314.75,Germany,Male,d1,f0,g1,h1,j1
15764432,588,42,164307.77,48498.19,Germany,Female,d2,f0,g1,h0,j0
15696301,719,37,101455.7,25803.59,France,Female,d9,f0,g1,h0,j1
15789014,600,26,108909.12,82547.01,France,Female,d6,f0,g1,h0,j0
15692416,358,52,143542.36,141959.11,Spain,Female,d8,f2,g1,h0,j1
15760851,629,31,0.0,93881.75,France,Male,d6,f1,g1,h0,j0
15577905,660,34,106486.66,182262.66,France,Male,d8,f1,g0,h1,j0
15599081,507,46,102785.16,70323.68,Germany,Female,d8,f0,g1,h1,j0
15758726,588,24,0.0,140586.08,France,Female,d0,f1,g1,h1,j0
15753174,571,37,139592.98,104152.65,Germany,Male,d9,f2,g1,h0,j1
15731815,529,63,96134.11,108732.96,Spain,Male,d4,f2,g1,h0,j1
15634844,598,41,91536.93,191468.78,Germany,Male,d3,f0,g1,h0,j1
15702014,555,33,56084.69,178798.13,Spain,Male,d1,f1,g0,h0,j0
15670753,614,35,127283.78,31302.35,Spain,Male,d2,f0,g1,h1,j0
15696287,682,38,116520.28,49833.5,Germany,Female,d1,f0,g1,h1,j1
15596575,615,39,113193.51,52166.25,Germany,Male,d5,f1,g1,h1,j0
15787550,719,69,0.0,58320.06,France,Male,d3,f1,g1,h1,j0
15703354,808,33,103516.87,113907.8,France,Female,d2,f0,g1,h0,j0
15690440,656,47,0.0,197961.93,Spain,Male,d1,f1,g1,h1,j0
15735339,663,39,0.0,76884.05,France,Male,d4,f0,g1,h0,j0
15804072,701,42,0.0,24210.56,Spain,Female,d5,f1,g0,h0,j0
15670266,499,28,141792.61,22001.91,France,Female,d4,f0,g1,h1,j0
15723318,619,55,0.0,60810.64,France,Female,d0,f2,g0,h0,j1
15635905,616,32,0.0,43001.46,Spain,Female,d6,f1,g1,h1,j0
15804516,589,38,0.0,79915.28,France,Male,d2,f0,g1,h0,j0
15660147,493,32,46161.18,79577.4,Spain,Male,d8,f0,g1,h1,j0
15664772,489,28,79460.98,167973.63,Germany,Male,d1,f1,g1,h1,j0
15688951,789,43,119654.44,148412.24,Germany,Male,d8,f1,g0,h1,j1
15694821,765,43,148962.76,173878.87,Germany,Male,d4,f0,g0,h1,j1
15774393,694,30,0.0,26960.31,France,Female,d9,f1,g1,h1,j0
15591628,701,41,164046.1,49405.93,Germany,Male,d9,f0,g1,h0,j0
15711687,434,41,108128.52,56784.11,France,Male,d4,f0,g0,h1,j0
15753370,691,38,114753.76,107665.02,Germany,Female,d5,f0,g1,h0,j0
15590993,579,37,152212.88,120219.14,Spain,Male,d5,f1,g0,h0,j0
15611105,799,35,0.0,140780.8,Spain,Male,d7,f1,g0,h1,j0
15569050,444,45,0.0,130009.85,France,Male,d6,f0,g1,h0,j1
15672216,584,40,82441.75,80852.11,France,Female,d4,f0,g0,h0,j0
15643824,637,33,132255.99,74588.41,France,Male,d0,f1,g0,h1,j0
15746515,750,36,136492.92,26500.29,France,Male,d7,f2,g1,h1,j1
15781903,581,41,127913.71,44205.95,Germany,Male,d2,f1,g1,h1,j0
15634218,501,27,95331.83,132104.76,Germany,Male,d4,f1,g1,h0,j0
15611338,714,29,0.0,37605.9,Spain,Male,d4,f1,g1,h1,j0
15714397,621,30,101014.08,165257.31,Germany,Female,d2,f1,g1,h1,j0
15670427,662,37,155187.3,48930.8,Spain,Male,d4,f0,g1,h0,j0
15644724,472,31,58662.92,73322.0,France,Male,d4,f1,g0,h1,j0
15687492,596,32,96709.07,41788.37,Germany,Male,d3,f1,g0,h0,j0
15672970,714,20,0.0,150465.93,Spain,Male,d3,f1,g0,h1,j0
15806967,778,65,0.0,77867.23,France,Female,d7,f0,g1,h1,j0
15794479,767,77,149083.7,190146.83,Spain,Male,d8,f0,g1,h1,j0
15795738,789,31,175477.15,172832.9,France,Male,d4,f0,g1,h1,j0
15620750,559,28,141099.43,15607.27,France,Male,d3,f0,g1,h1,j0
15794323,673,32,121240.76,116969.73,France,Male,d8,f0,g1,h0,j0
15784844,752,48,116060.08,156618.38,Spain,Male,d5,f0,g1,h0,j1
15782735,626,35,0.0,80190.36,France,Female,d3,f0,g0,h0,j0
15779915,694,31,0.0,35593.18,Spain,Male,d5,f0,g1,h0,j0
15702430,548,35,0.0,31299.71,France,Female,d10,f0,g1,h1,j0
15789560,668,42,187534.79,32900.41,France,Male,d8,f0,g1,h1,j1
15737267,676,49,0.0,79342.31,France,Female,d1,f0,g1,h0,j1
15673529,645,36,59893.85,43999.64,Spain,Male,d4,f1,g1,h0,j0
15759067,537,37,158411.95,117690.58,Germany,Female,d7,f3,g1,h1,j1
15801548,661,31,144162.3,14490.79,France,Female,d7,f1,g1,h1,j0
15607877,576,26,0.0,34101.06,Spain,Male,d8,f1,g0,h1,j0
15726774,563,35,106250.72,39546.32,France,Male,d3,f0,g0,h0,j0
15617078,658,44,148481.09,130529.13,France,Female,d6,f0,g1,h0,j0
15690492,625,41,97663.16,57128.78,France,Male,d6,f1,g1,h0,j0
15773605,670,32,0.0,46175.7,Spain,Female,d3,f1,g1,h0,j0
15670914,754,38,0.0,180698.32,France,Male,d2,f1,g1,h0,j0
15628824,665,37,160389.82,183542.08,France,Female,d5,f0,g0,h1,j0
15688984,595,20,95830.43,177738.98,France,Male,d4,f0,g1,h0,j0
15795298,573,35,206868.78,102986.15,Germany,Female,d9,f1,g0,h1,j0
15774155,662,33,103471.52,162703.0,Germany,Male,d0,f0,g1,h1,j0
15639252,603,30,129548.5,19282.85,Spain,Male,d6,f1,g1,h1,j0
15634602,619,42,0.0,101348.88,France,Female,d2,f0,g1,h1,j1
15595937,430,36,138992.48,122373.42,Germany,Male,d1,f1,g0,h0,j0
15771674,603,39,162390.52,54702.66,Spain,Female,d5,f1,g1,h0,j0
15766017,615,58,72309.3,85687.09,Germany,Male,d3,f0,g1,h1,j1
15703119,652,38,0.0,145700.22,France,Male,d6,f1,g1,h1,j0
15694253,686,41,152105.57,132374.41,France,Female,d7,f1,g0,h1,j0
15762799,720,23,187861.18,104120.17,Germany,Male,d0,f1,g1,h1,j0
15745399,649,49,0.0,84863.85,Spain,Female,d2,f0,g1,h0,j1
15768777,507,34,0.0,60688.38,Spain,Female,d4,f1,g1,h1,j0
15721019,687,24,110495.27,158615.41,France,Female,d3,f0,g1,h0,j0
15801767,784,40,0.0,108891.3,Spain,Female,d8,f1,g1,h0,j0
15765300,596,40,62389.03,148623.43,Germany,Male,d5,f2,g1,h0,j1
15604536,850,31,164672.66,61936.1,Germany,Female,d4,f0,g0,h1,j0
15631739,704,24,122109.78,127654.37,Spain,Male,d10,f0,g1,h1,j0
15730796,627,21,98993.02,169156.64,France,Female,d7,f0,g1,h1,j0
15712825,511,29,0.0,140676.98,Spain,Female,d9,f1,g0,h1,j0
15711468,527,32,0.0,44099.75,France,Female,d7,f1,g1,h1,j0
15687658,716,52,65971.61,14608.0,France,Female,d7,f1,g1,h0,j1
15664543,699,40,0.0,152876.13,France,Male,d7,f0,g0,h1,j1
15774744,664,33,97286.16,143433.33,Germany,Male,d7,f1,g1,h0,j0
15658258,693,43,128760.32,36342.79,France,Male,d6,f0,g1,h0,j0
15708228,476,30,134366.42,68343.53,Germany,Male,d3,f0,g1,h0,j0
15785547,665,28,191402.82,83238.4,France,Male,d8,f1,g1,h0,j0
15661412,715,32,175307.32,187051.23,France,Male,d8,f0,g1,h0,j0
15683657,594,31,79340.95,78255.86,France,Female,d0,f0,g1,h0,j0
15693893,684,59,122471.09,15807.07,Germany,Male,d9,f0,g0,h1,j0
15726267,570,32,117337.54,62810.91,France,Male,d9,f1,g0,h1,j0
15596808,679,33,96110.22,1173.23,Spain,Male,d4,f0,g1,h0,j0
15625623,567,45,0.0,121053.19,France,Female,d4,f1,g0,h1,j0
15773273,730,38,118866.36,163317.5,Spain,Male,d5,f0,g1,h1,j0
15611794,526,61,133845.28,45180.8,Germany,Male,d6,f1,g1,h1,j0
15577587,550,52,121016.23,41730.37,Germany,Male,d5,f0,g1,h1,j1
15628034,629,37,129101.3,23971.33,France,Female,d6,f0,g1,h1,j0
15644119,531,31,0.0,42589.33,France,Male,d3,f0,g1,h1,j0
15605698,746,58,0.0,80344.96,France,Male,d3,f2,g1,h1,j1
15702801,677,29,86616.35,91903.9,France,Female,d3,f0,g0,h0,j1
15765732,564,24,149592.14,153771.8,Spain,Female,d6,f0,g1,h1,j0
15645543,636,34,0.0,44756.25,France,Female,d3,f1,g1,h1,j0
15727291,821,40,0.0,194273.12,France,Female,d1,f1,g1,h0,j0
15606273,616,37,144235.73,154957.66,France,Male,d5,f1,g0,h0,j1
15778694,638,26,105249.76,23491.09,Germany,Female,d1,f1,g1,h1,j0
15750772,671,38,132129.72,76068.95,France,Female,d6,f0,g0,h1,j0
15679294,589,46,107238.85,37024.28,France,Female,d10,f1,g1,h0,j0
15801994,775,31,0.0,169278.51,France,Male,d9,f1,g1,h0,j0
15585047,715,28,160376.61,196853.11,France,Male,d7,f0,g0,h0,j0
15654901,733,51,141556.96,130189.53,France,Male,d10,f0,g1,h0,j0
