customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15795519,716,Germany,Female,18,d3,128743.8,f0,g0,h0,197322.13,j0
15761477,501,Germany,Male,24,d4,130806.42,f1,g1,h0,80241.14,j0
15731890,601,France,Male,41,d1,123971.16,f0,g0,h1,172814.99,j0
15633043,545,Spain,Female,39,d6,0.0,f0,g0,h0,38410.74,j1
15752953,634,France,Male,45,d9,0.0,f1,g0,h0,17622.82,j0
15603088,451,Spain,Female,23,d9,0.0,f1,g0,h1,48021.71,j0
15606613,655,France,Female,59,d7,0.0,f0,g1,h0,88958.49,j1
15635939,458,France,Female,39,d9,0.0,f1,g1,h0,116343.09,j0
15666043,520,France,Male,33,d4,156297.58,f1,g1,h1,166102.61,j0
15746190,624,Spain,Female,28,d2,0.0,f1,g0,h1,104353.26,j0
15591357,765,France,Male,51,d3,123372.3,f0,g1,h1,115429.32,j0
15658716,667,Germany,Female,37,d5,92171.35,f2,g1,h0,178106.34,j1
15679909,665,Spain,Male,41,d8,0.0,f1,g1,h0,132152.32,j0
15634262,709,Germany,Male,34,d4,148375.19,f1,g1,h1,21521.38,j0
15799825,583,France,Female,44,d8,0.0,f1,g1,h1,27431.62,j0
15756875,782,Spain,Male,34,d6,147422.44,f0,g0,h1,42143.61,j0
15678146,668,Spain,Female,24,d7,173962.32,f0,g0,h0,106457.11,j1
15710743,621,France,Male,47,d0,0.0,f0,g1,h1,133831.37,j1
15595831,579,Germany,Female,64,d6,145215.43,f0,g1,h1,164083.72,j0
15626684,547,France,Female,38,d5,167539.97,f0,g0,h1,159207.34,j0
15709846,840,France,Female,39,d1,94968.97,f0,g1,h0,84487.62,j0
15635459,667,Germany,Female,27,d3,106116.5,f1,g1,h0,3674.71,j0
15642544,723,France,Male,34,d5,0.0,f1,g0,h1,12092.03,j0
15566494,487,France,Male,45,d2,0.0,f1,g1,h0,77475.73,j0
15655238,668,France,Female,31,d9,0.0,f1,g0,h0,41291.73,j0
15733429,520,Germany,Male,34,d8,120018.86,f1,g1,h1,343.38,j0
15814536,549,France,Male,37,d2,112541.54,f1,g0,h0,47432.43,j0
15771702,567,France,Female,35,d5,166118.45,f1,g1,h0,127827.18,j0
15723008,720,France,Female,45,d1,102882.4,f1,g1,h1,35633.15,j1
15797160,492,France,Female,49,d8,0.0,f0,g1,h1,182865.09,j1
15792222,712,France,Female,37,d1,106881.5,f1,g0,h0,169386.81,j0
15644765,689,Germany,Male,26,d4,120727.97,f0,g0,h1,149073.88,j0
15610686,850,France,Male,63,d8,169832.57,f0,g0,h0,184107.26,j1
15730868,747,France,Male,41,d5,0.0,f1,g1,h1,22750.17,j0
15705991,469,Germany,Male,38,d9,113599.42,f0,g0,h0,11950.29,j0
15577078,539,Spain,Male,38,d6,0.0,f0,g1,h1,152880.07,j1
15679550,743,France,Male,32,d9,0.0,f1,g1,h0,175252.78,j0
15787655,707,France,Male,47,d3,0.0,f1,g1,h0,174303.29,j0
15668081,581,Spain,Female,50,d4,0.0,f1,g1,h1,80701.72,j0
15747980,737,Spain,Male,38,d6,146282.79,f1,g1,h0,198516.2,j0
15710295,445,Germany,Female,38,d6,119413.62,f1,g1,h0,175756.36,j0
15724443,703,Germany,Female,29,d3,122084.63,f0,g0,h1,82824.08,j0
15571305,588,Germany,Female,35,d1,103060.63,f0,g1,h0,179866.01,j1
15569503,765,France,Male,44,d6,0.0,f1,g1,h1,159899.97,j0
15581840,626,France,Male,33,d8,0.0,f1,g1,h0,138504.28,j0
15772262,545,Germany,Male,37,d9,110483.86,f0,g1,h1,127394.67,j0
15767794,744,France,Male,31,d9,120718.28,f0,g1,h1,58961.49,j0
15629338,658,Spain,Female,31,d2,36566.96,f0,g1,h0,103644.98,j1
15790379,629,Germany,Male,28,d8,108601.0,f0,g1,h1,119647.7,j0
15750684,719,France,Female,42,d4,0.0,f0,g1,h0,28465.86,j1
15697214,686,Spain,Female,36,d5,0.0,f1,g1,h1,152979.14,j0
15711015,743,France,Male,36,d4,0.0,f1,g1,h1,190911.02,j0
15573309,626,Spain,Female,48,d2,0.0,f1,g1,h1,95794.98,j0
15805303,661,Germany,Male,44,d1,141136.62,f0,g1,h0,189742.78,j1
15741385,710,Germany,Male,45,d9,108231.37,f0,g1,h1,188574.08,j0
15780254,654,France,Male,40,d6,0.0,f0,g0,h0,183872.88,j1
15744843,569,Spain,Female,34,d6,144855.34,f0,g0,h0,196555.32,j0
15815626,640,France,Male,63,d2,68432.45,f1,g1,h1,112503.24,j1
15784736,562,France,Male,45,d6,136855.24,f0,g1,h0,46864.0,j0
15813412,721,France,Female,55,d3,44020.89,f0,g1,h0,65864.4,j1
15809143,456,Germany,Male,32,d9,133060.63,f0,g1,h1,125167.92,j0
15617617,811,Spain,Male,39,d7,0.0,f1,g1,h1,177519.39,j0
15779738,534,France,Male,24,d1,0.0,f0,g1,h1,169653.32,j0
15668669,423,France,Female,36,d5,97665.61,f0,g1,h0,118372.55,j1
15687477,594,Germany,Male,28,d5,185013.02,f0,g1,h0,16481.12,j0
15578908,725,Spain,Female,32,d0,0.0,f1,g1,h1,138525.19,j0
15687658,716,France,Female,52,d7,65971.61,f1,g1,h0,14608.0,j1
15615020,595,Germany,Female,41,d9,150463.11,f1,g0,h1,81548.38,j0
15608886,679,France,Female,33,d1,0.0,f1,g0,h0,69608.48,j0
15602551,667,Spain,Male,39,d9,0.0,f1,g1,h0,68873.8,j0
15672945,661,France,Female,37,d5,136425.18,f0,g1,h0,81102.81,j0
15757408,655,Spain,Male,38,d3,250898.09,f2,g0,h1,81054.0,j1
15806132,555,France,Male,55,d4,146798.81,f0,g1,h1,74149.77,j0
15813022,531,Spain,Male,70,d1,0.0,f1,g0,h0,99503.19,j0
15673578,611,Germany,Female,40,d7,128486.91,f1,g1,h0,10109.47,j0
15757916,600,France,Female,38,d9,0.0,f1,g1,h1,58855.85,j0
15689168,531,Spain,Male,37,d1,143407.29,f1,g0,h1,84402.46,j0
15769216,601,France,Female,43,d2,0.0,f0,g1,h0,49713.87,j1
15593295,548,France,Male,57,d6,76165.65,f0,g1,h1,133537.53,j0
15804814,759,France,Male,40,d4,0.0,f1,g1,h0,124615.59,j0
15778934,678,Spain,Female,49,d8,0.0,f1,g0,h1,98090.69,j0
15802351,755,Germany,Female,33,d6,90560.3,f1,g1,h1,42607.69,j0
15630241,594,France,Male,61,d3,62391.22,f0,g1,h1,192434.11,j0
15719561,768,France,Male,42,d5,0.0,f2,g0,h0,60686.4,j0
15615096,492,France,Female,31,d7,0.0,f1,g1,h1,49463.44,j0
15659931,637,Germany,Female,55,d1,123378.2,f0,g1,h0,81431.99,j1
15714586,646,Spain,Female,42,d3,99836.47,f0,g0,h1,22909.56,j0
15634949,593,Germany,Male,74,d5,161434.36,f1,g1,h1,65532.17,j0
15589224,596,Spain,Male,41,d5,0.0,f1,g0,h1,141053.85,j0
15795990,722,Germany,Female,48,d10,138311.76,f0,g1,h1,3472.63,j1
15603216,642,France,Male,25,d7,0.0,f1,g1,h0,102083.78,j0
15631201,472,Spain,Female,28,d4,0.0,f1,g1,h0,1801.77,j0
15686255,738,Germany,Male,35,d6,101744.84,f0,g0,h0,85185.44,j0
15746594,732,Spain,Male,33,d8,0.0,f0,g1,h0,119882.7,j0
15718893,404,Germany,Female,54,d4,125456.07,f0,g1,h0,83715.66,j1
15671609,701,France,Male,44,d7,0.0,f1,g1,h0,23425.78,j0
15652540,683,France,Male,31,d2,0.0,f1,g0,h1,77326.78,j0
15774857,460,France,Female,27,d7,0.0,f1,g1,h0,156150.08,j1
15791836,690,France,Male,29,d5,0.0,f1,g1,h0,108577.97,j0
15651554,618,Germany,Female,54,d4,118449.21,f0,g1,h1,133573.29,j1
15583576,671,France,Male,30,d2,0.0,f0,g0,h1,102057.86,j0
15732740,765,Spain,Female,32,d9,178095.55,f0,g0,h0,47247.56,j0
15723320,651,Germany,Female,25,d2,109175.14,f1,g1,h0,114566.47,j0
15603851,704,France,Male,32,d7,127785.17,f3,g0,h0,184464.7,j1
15777923,544,France,Female,45,d6,0.0,f1,g0,h1,151401.33,j0
15735719,790,France,Female,40,d9,0.0,f1,g1,h1,70607.1,j0
15703482,710,Germany,Male,34,d9,134260.36,f1,g1,h0,147074.67,j0
15605835,743,France,Male,37,d8,69143.91,f1,g0,h1,105780.18,j0
15664881,702,France,Male,34,d4,100054.77,f0,g1,h0,109496.45,j0
15757568,704,France,Female,45,d6,0.0,f0,g1,h1,137739.45,j0
15792660,614,France,Male,38,d2,116248.88,f0,g1,h0,105140.92,j0
15599722,609,Spain,Female,43,d6,86053.52,f1,g1,h1,113276.46,j1
15726354,688,France,Female,32,d6,123157.95,f0,g1,h0,172531.23,j0
15610355,713,France,Male,44,d1,63438.91,f0,g1,h0,64375.4,j0
15704284,736,Germany,Male,57,d9,95295.39,f0,g1,h0,28434.44,j1
15621893,727,France,Male,18,d4,133550.67,f0,g1,h1,46941.41,j0
15588219,850,France,Female,38,d1,106871.81,f1,g1,h0,29333.01,j0
15688619,718,Spain,Male,45,d3,105266.32,f1,g1,h1,193724.51,j0
15765518,643,France,Female,51,d2,105229.53,f0,g1,h0,34967.75,j1
15616931,653,France,Male,41,d8,102768.42,f0,g1,h0,55663.85,j0
15758372,674,France,Male,18,d7,0.0,f1,g1,h1,55753.12,j1
15782591,690,France,Male,35,d6,112689.95,f0,g1,h0,176962.31,j0
15612109,819,France,Male,38,d9,122334.26,f1,g1,h1,181507.44,j0
15613712,634,Spain,Male,34,d1,0.0,f1,g1,h0,61995.57,j0
15639322,633,Spain,Male,33,d4,137847.41,f1,g1,h0,98349.13,j0
15594349,850,France,Male,49,d5,122486.47,f0,g0,h1,59748.19,j0
15574167,665,France,Male,33,d2,101286.11,f0,g1,h1,159840.51,j0
15811842,630,Spain,Male,26,d7,0.0,f1,g1,h1,6656.64,j0
15648794,836,Spain,Male,57,d4,101247.06,f0,g1,h0,37141.62,j1
15771211,668,France,Male,38,d10,86977.96,f0,g0,h1,37094.75,j0
15588614,753,France,Male,57,d7,0.0,f0,g1,h0,159475.08,j1
15630698,745,France,Female,55,d9,110123.59,f0,g0,h1,51548.14,j1
15694200,693,France,Male,36,d8,178111.82,f0,g0,h0,58719.63,j1
15721426,606,Germany,Male,65,d10,126306.64,f2,g0,h0,7861.68,j1
15725997,660,France,Female,35,d6,100768.77,f0,g1,h0,19199.61,j0
15762138,608,France,Male,42,d5,0.0,f1,g1,h0,178504.29,j0
15750649,744,France,Female,44,d3,0.0,f1,g1,h1,189016.14,j0
15685706,731,France,Female,40,d7,118991.79,f0,g1,h1,156048.64,j0
15641835,683,France,Male,72,d3,140997.26,f0,g0,h1,52876.41,j0
15586821,727,France,Male,28,d5,0.0,f1,g0,h1,19653.08,j0
15569678,561,Germany,Male,32,d6,166824.59,f0,g1,h0,139451.98,j0
15793842,700,France,Female,34,d2,76322.69,f0,g1,h0,128136.29,j0
15667554,605,France,Male,35,d6,0.0,f1,g1,h1,45206.57,j0
15794479,767,Spain,Male,77,d8,149083.7,f0,g1,h1,190146.83,j0
15585041,511,France,Male,33,d7,0.0,f1,g0,h1,158313.87,j0
15780650,667,France,Male,40,d9,0.0,f0,g1,h1,96670.2,j0
15780846,787,France,Male,33,d1,126588.81,f1,g0,h1,62163.53,j0
15805260,705,Germany,Female,56,d2,143249.67,f0,g1,h0,88428.41,j1
15621629,773,Germany,Male,43,d8,81844.91,f1,g1,h1,35908.46,j0
15662151,554,France,Male,40,d4,0.0,f0,g0,h1,168780.04,j0
15747174,526,Germany,Male,58,d9,190298.89,f1,g1,h1,191263.76,j0
15651585,661,Germany,Male,35,d2,117212.18,f0,g1,h1,83052.03,j0
15649738,698,France,Female,46,d0,0.0,f1,g1,h1,125962.02,j0
15633108,646,France,Male,26,d4,139848.17,f0,g1,h0,164696.27,j0
15769254,757,Germany,Female,34,d9,101861.36,f1,g0,h0,187011.96,j0
15704746,699,Spain,Male,35,d2,167455.66,f1,g1,h1,55324.49,j0
15637644,667,France,Female,24,d4,0.0,f1,g0,h1,34335.55,j0
15609562,774,Spain,Female,43,d1,116360.07,f0,g1,h0,17004.14,j0
15787459,745,Spain,Male,40,d3,88466.82,f0,g0,h0,116331.42,j0
15762902,649,France,Female,42,d7,0.0,f1,g0,h1,22974.01,j0
15738605,634,Germany,Female,46,d5,123642.36,f0,g1,h1,49725.16,j1
15724889,665,Spain,Male,38,d9,0.0,f0,g0,h1,87412.74,j0
15730735,713,France,Male,38,d9,72286.84,f1,g1,h1,26136.89,j0
15689147,652,France,Female,40,d1,0.0,f1,g1,h0,126554.96,j0
15730397,739,Spain,Male,40,d1,109681.61,f0,g1,h1,193321.3,j0
15762169,556,Germany,Male,37,d9,145018.64,f1,g1,h0,90928.02,j1
15589320,699,Spain,Male,34,d8,0.0,f0,g1,h1,76510.46,j0
15799211,708,Spain,Female,32,d8,187487.63,f0,g1,h1,120115.5,j0
15798310,480,France,Male,35,d2,165692.91,f0,g1,h1,197984.58,j0
15609998,700,Germany,Female,59,d5,137648.41,f0,g1,h0,142977.05,j1
15583548,525,Spain,Female,47,d6,118560.0,f0,g1,h0,82522.61,j1
15761763,845,France,Male,33,d8,164385.53,f0,g1,h0,150664.97,j0
15764409,613,France,Male,37,d9,108286.5,f0,g1,h1,114153.44,j0
15710161,850,France,Female,34,d2,0.0,f1,g1,h1,171706.66,j0
15735246,798,Spain,Female,58,d9,0.0,f1,g0,h0,119071.56,j1
15791700,773,Germany,Male,47,d2,118079.47,f3,g1,h1,143007.49,j1
15670753,614,Spain,Male,35,d2,127283.78,f0,g1,h1,31302.35,j0
15573876,473,Spain,Male,48,d8,0.0,f1,g1,h0,71139.8,j0
15770174,762,France,Male,29,d6,141389.06,f0,g1,h0,54122.89,j0
15641114,701,France,Male,37,d8,130091.5,f0,g1,h1,120031.29,j0
15682435,600,France,Male,35,d4,143744.77,f1,g1,h0,104076.51,j0
15751788,850,Spain,Male,28,d9,97408.03,f0,g1,h1,175853.64,j0
15672598,613,Spain,Male,30,d9,111927.45,f0,g1,h1,175795.87,j0
15762803,509,France,Male,31,d3,0.0,f1,g1,h0,15360.91,j0
15812982,509,Spain,Male,38,d2,0.0,f0,g0,h0,168460.12,j0
15597901,609,France,Male,34,d1,0.0,f0,g1,h1,181177.9,j0
15731507,456,France,Female,33,d1,188285.68,f0,g0,h0,58363.94,j0
15809826,728,France,Female,46,d2,109705.52,f0,g1,h0,20276.87,j1
15764237,663,Spain,Male,33,d9,0.0,f1,g0,h0,91514.62,j0
15769917,673,Germany,Female,34,d1,127122.79,f2,g0,h1,76703.1,j0
15641850,717,France,Male,40,d0,98241.04,f0,g1,h0,110887.14,j0
15770974,741,Germany,Female,37,d8,170840.08,f1,g0,h0,109843.16,j0
15803749,498,Germany,Female,41,d4,87541.06,f1,g1,h1,12577.21,j1
15684999,850,France,Female,26,d4,62610.96,f1,g0,h1,179365.1,j0
15770225,493,France,Male,36,d9,0.0,f1,g1,h1,65816.53,j0
15627484,686,France,Female,47,d5,113328.93,f0,g1,h0,124170.9,j0
15610337,666,Spain,Male,35,d2,104832.49,f0,g1,h0,175015.12,j0
15752488,733,Spain,Female,31,d9,102289.85,f0,g1,h1,115441.66,j0
15610056,631,Germany,Female,34,d6,125227.82,f1,g0,h1,128247.03,j0
15806049,714,Germany,Female,49,d5,140510.89,f0,g1,h0,141914.94,j0
15736069,767,Germany,Female,35,d6,132253.22,f0,g1,h0,115566.57,j1
15763662,711,Germany,Male,43,d2,39043.29,f1,g1,h1,175423.69,j0
15615575,722,France,Male,34,d8,0.0,f1,g1,h1,133447.49,j0
15691723,631,Spain,Male,55,d9,99685.06,f0,g1,h0,114474.98,j0
15774098,701,Germany,Male,38,d3,125385.49,f1,g0,h1,52044.66,j0
15750808,790,Spain,Male,46,d2,131365.37,f1,g1,h1,180290.68,j0
15744368,633,Spain,Male,58,d6,98308.51,f0,g1,h1,132034.13,j0
15610594,644,France,Female,37,d8,0.0,f1,g1,h0,20968.88,j0
15756125,757,Spain,Male,44,d5,140856.16,f1,g1,h0,158735.1,j0
15623277,696,France,Female,30,d8,0.0,f1,g1,h1,196134.44,j0
15795954,746,France,Male,35,d2,172274.01,f0,g1,h0,22374.97,j0
15671969,649,Spain,Male,36,d8,0.0,f1,g1,h0,161668.15,j0
15791268,565,Spain,Male,38,d0,122447.76,f0,g0,h0,67339.34,j0
15713655,720,France,Female,38,d10,0.0,f1,g1,h1,56229.72,j1
15633930,648,Spain,Female,56,d6,157559.59,f1,g1,h0,140991.23,j1
15712849,632,Germany,Male,41,d3,126550.7,f0,g0,h0,177644.52,j1
15639077,622,France,Female,30,d2,158584.82,f2,g1,h0,142342.55,j1
15808784,835,France,Male,28,d2,163569.61,f1,g1,h1,154559.28,j0
15648577,493,France,Female,31,d3,0.0,f0,g1,h1,176570.28,j1
15670345,785,Germany,Female,33,d6,127211.45,f0,g0,h0,191961.83,j0
15633112,681,Germany,Male,42,d3,118199.97,f1,g1,h0,9452.88,j1
15714397,621,Germany,Female,30,d2,101014.08,f1,g1,h1,165257.31,j0
15780038,756,Spain,Male,38,d6,119208.85,f0,g1,h0,169763.89,j1
15756305,515,France,Female,66,d6,0.0,f1,g1,h1,160663.11,j0
15578799,625,France,Female,58,d10,53772.73,f0,g1,h1,192072.1,j1
15800326,717,Spain,Female,39,d6,0.0,f1,g1,h0,93275.61,j0
15785485,595,Germany,Female,41,d2,138878.81,f0,g0,h1,112269.67,j0
15783958,539,Spain,Female,37,d1,130922.81,f1,g0,h0,2186.83,j0
15727546,762,France,Male,35,d9,0.0,f1,g1,h1,43075.7,j0
15739576,706,Spain,Male,20,d8,0.0,f1,g1,h1,12368.11,j0
15631333,677,Spain,Female,25,d8,130866.19,f0,g1,h0,42410.21,j0
15604782,733,Germany,Female,33,d7,187257.94,f0,g0,h1,190430.81,j0
15589643,684,Spain,Female,41,d7,0.0,f0,g1,h1,138394.37,j0
15585533,679,France,Male,36,d6,147733.64,f0,g0,h1,172501.38,j0
15681506,478,Spain,Male,43,d1,0.0,f1,g1,h1,197916.43,j0
15630551,696,France,Male,33,d2,163139.27,f0,g1,h1,7035.36,j0
15698349,686,Spain,Female,35,d4,0.0,f1,g1,h1,159676.55,j0
15776631,466,France,Female,36,d5,119540.15,f0,g0,h1,80603.99,j0
15762216,686,France,Female,41,d4,129553.76,f1,g1,h0,187599.8,j0
15623927,576,France,Male,55,d9,0.0,f1,g1,h1,94450.97,j0
15681402,763,Germany,Female,61,d1,66101.89,f0,g1,h1,143981.27,j0
15586264,572,France,Male,43,d2,140431.98,f0,g1,h0,26450.57,j1
15594685,757,France,Female,49,d2,0.0,f1,g0,h0,164482.92,j0
15812945,582,France,Female,29,d0,0.0,f0,g1,h1,84012.81,j0
15734628,623,France,Female,35,d5,0.0,f1,g1,h0,101192.08,j0
15629323,617,Germany,Female,37,d4,116471.43,f1,g1,h0,175324.74,j1
15666823,425,France,Male,39,d4,0.0,f1,g1,h0,197226.32,j0
15777553,659,France,Female,56,d9,123785.24,f0,g1,h0,99504.03,j1
15613097,605,France,Female,33,d4,0.0,f1,g0,h1,83700.66,j0
15622217,538,France,Female,38,d8,88758.95,f1,g0,h0,28226.15,j1
15703588,665,Germany,Male,25,d5,153611.83,f1,g1,h0,35321.65,j0
15570835,491,Germany,Female,57,d4,112044.72,f0,g1,h1,41229.73,j1
15679299,726,Spain,Female,27,d7,123826.07,f0,g0,h1,78970.58,j0
15808044,580,France,Female,65,d9,106804.26,f2,g1,h0,107890.69,j1
15579208,550,France,Female,48,d6,0.0,f1,g1,h1,191870.28,j0
15684951,542,France,Female,59,d2,68892.77,f1,g1,h0,7905.06,j1
15667620,732,France,Female,43,d6,0.0,f1,g1,h0,65731.53,j0
15582960,473,France,Female,33,d5,125827.43,f0,g0,h1,145698.73,j0
15590730,745,Spain,Male,34,d9,0.0,f1,g1,h0,50046.25,j0
15763747,732,France,Male,36,d7,0.0,f1,g1,h1,60830.24,j0
15778320,848,Germany,Female,40,d5,148495.64,f0,g0,h0,158853.98,j0
15642787,572,France,Male,37,d1,133043.66,f0,g0,h0,111243.09,j0
15624633,702,France,Male,45,d9,74989.58,f0,g1,h1,171014.69,j0
15766765,664,Germany,Male,39,d7,60263.23,f0,g1,h0,170835.32,j0
15783615,630,Germany,Male,50,d3,129370.91,f3,g1,h1,47775.34,j1
15640161,618,Germany,Male,44,d5,157955.83,f1,g0,h0,139297.71,j0
15619889,556,France,Male,26,d4,0.0,f0,g1,h0,195167.38,j0
15579166,619,France,Female,30,d7,70729.17,f0,g1,h1,160948.87,j0
15789097,644,France,Male,48,d8,0.0,f1,g0,h1,44965.54,j1
15674880,658,Spain,Male,50,d2,0.0,f1,g1,h0,52137.73,j0
15778157,598,Spain,Male,27,d8,90721.52,f1,g1,h0,109296.18,j0
15779064,677,France,Male,27,d2,0.0,f1,g1,h1,20092.89,j0
15801265,689,Spain,Female,45,d0,57784.22,f0,g1,h0,197804.0,j1
15589204,591,France,Male,33,d9,131765.72,f0,g1,h0,118782.06,j0
15664543,699,France,Male,40,d7,0.0,f0,g0,h1,152876.13,j1
15582714,749,Germany,Male,47,d9,110022.74,f0,g0,h1,135655.29,j1
15797595,709,France,Female,40,d9,131569.63,f0,g1,h1,103970.58,j0
15614034,607,Germany,Male,61,d2,164523.5,f1,g1,h1,35786.76,j0
15763171,650,Germany,Female,25,d2,114330.95,f0,g1,h1,25325.07,j0
15647266,651,Spain,Female,45,d10,135923.16,f0,g1,h0,18732.84,j0
15757577,676,France,Female,61,d8,0.0,f1,g1,h1,118522.73,j0
15736656,723,France,Female,49,d4,0.0,f1,g0,h1,89972.25,j0
15635078,714,Spain,Male,45,d0,124693.48,f0,g0,h1,187194.15,j0
15680141,759,Spain,Female,35,d7,147936.42,f0,g1,h1,106785.7,j0
15576945,582,France,Male,29,d0,0.0,f0,g1,h0,142516.35,j0
15602034,697,France,Female,34,d2,126558.92,f0,g1,h0,73334.43,j0
15732020,610,Germany,Male,57,d6,106938.11,f1,g0,h1,186612.47,j0
15611029,488,Germany,Female,33,d4,140002.35,f0,g1,h0,123613.81,j0
15621210,599,Germany,Male,46,d9,123444.72,f0,g1,h1,31368.08,j1
15569222,781,France,Male,32,d6,147107.91,f0,g1,h1,40066.95,j0
15664639,645,France,Male,19,d9,128514.84,f0,g0,h0,175969.19,j0
15724223,545,France,Female,55,d5,0.0,f0,g0,h0,10034.77,j1
15644621,597,Germany,Female,40,d9,106756.01,f1,g1,h0,151167.94,j0
15756056,561,Spain,Female,28,d3,0.0,f1,g1,h0,191387.76,j0
15700353,662,France,Female,37,d6,0.0,f1,g1,h0,51229.17,j0
15624388,649,Germany,Female,50,d5,155393.32,f0,g1,h1,87351.42,j1
15627212,630,France,Female,36,d2,110414.48,f0,g1,h1,48984.95,j0
15648005,672,Spain,Male,33,d2,0.0,f1,g1,h1,182738.0,j0
15681446,636,Germany,Female,37,d9,157098.52,f0,g1,h1,153535.27,j0
15775888,593,Germany,Female,38,d5,85626.6,f0,g1,h1,125079.65,j0
15749019,545,Germany,Male,45,d6,93796.42,f1,g1,h1,162321.26,j0
15709928,567,Spain,Female,41,d1,0.0,f1,g1,h0,3414.72,j0
15784676,583,France,Male,51,d6,125268.03,f1,g1,h0,165082.25,j0
15748116,681,France,Female,29,d2,148143.84,f0,g1,h1,52021.39,j0
15612193,762,Spain,Male,29,d10,115545.33,f1,g1,h0,148256.43,j0
15762984,648,Spain,Male,35,d7,0.0,f1,g0,h0,122899.01,j0
15613713,644,France,Male,30,d5,44928.88,f0,g1,h1,10771.46,j0
15664204,706,Spain,Male,29,d2,0.0,f1,g1,h1,18255.51,j0
15639415,850,France,Male,35,d3,162442.35,f0,g1,h0,183566.78,j0
15806332,484,Spain,Female,39,d5,0.0,f1,g1,h1,175224.12,j0
15614929,508,Germany,Male,28,d0,96213.82,f1,g1,h0,147913.56,j0
15695492,439,France,Female,29,d6,156569.43,f0,g1,h0,180598.66,j0
15635972,484,Spain,Male,36,d8,0.0,f1,g1,h0,186136.48,j0
15616380,803,Spain,Female,37,d1,0.0,f1,g0,h0,7455.2,j0
15581440,724,Germany,Female,48,d6,110463.25,f1,g1,h1,80552.11,j1
15654390,640,France,Male,33,d7,154575.76,f0,g1,h0,25722.28,j1
15660688,701,Spain,Female,35,d9,0.0,f1,g0,h0,170996.86,j0
15806307,537,France,Male,37,d3,0.0,f1,g1,h1,20603.32,j0
15647975,651,Germany,Male,26,d5,147037.32,f0,g0,h0,141763.26,j0
15595728,523,Germany,Male,41,d0,119276.31,f0,g0,h0,122284.38,j1
15735388,717,France,Female,25,d7,108664.85,f1,g1,h0,190011.85,j0
15788535,593,Spain,Male,44,d5,0.0,f0,g1,h0,128046.98,j0
15765902,706,Germany,Male,38,d5,163034.82,f1,g1,h1,135662.17,j0
15642345,714,Germany,Female,49,d4,93059.34,f0,g1,h0,7571.51,j1
15641250,794,Spain,Male,38,d9,179581.31,f0,g1,h0,23596.24,j0
15706163,518,Germany,Male,46,d4,113625.93,f0,g0,h0,92727.42,j1
15746708,589,Germany,Male,55,d7,119961.48,f0,g1,h0,65156.83,j1
15775203,824,France,Male,45,d3,129209.48,f0,g0,h0,60151.77,j0
15787907,719,Germany,Female,42,d5,137227.04,f2,g1,h0,149097.38,j1
15646764,617,Germany,Female,58,d3,119024.75,f1,g1,h0,35199.24,j1
15678284,651,France,Male,35,d7,74623.5,f2,g1,h0,129451.29,j1
15726791,637,Spain,Female,45,d2,157929.45,f0,g1,h1,145134.49,j1
15813144,554,France,Female,26,d7,92606.86,f1,g1,h0,192709.69,j0
15669342,731,Germany,Male,35,d2,127862.93,f1,g1,h0,139083.7,j0
15710366,569,Spain,Female,42,d1,0.0,f0,g1,h1,83629.6,j1
15614934,625,Germany,Female,37,d4,142711.81,f0,g1,h0,35625.41,j0
15588701,592,France,Female,38,d4,0.0,f1,g1,h0,35338.96,j0
15665438,669,France,Male,43,d1,163159.85,f0,g0,h1,15602.8,j0
15644896,663,Germany,Male,32,d3,108586.86,f0,g1,h1,182355.21,j0
15670205,518,Germany,Female,41,d5,110624.99,f0,g1,h0,89327.67,j0
15635776,686,Germany,Female,43,d5,154846.24,f1,g1,h1,151903.6,j0
15791053,709,Germany,Male,45,d4,122917.71,f0,g1,h1,11.58,j1
15644005,571,France,Female,33,d9,0.0,f1,g0,h1,77519.62,j0
15796343,707,France,Female,31,d2,82787.93,f1,g0,h0,91423.69,j0
15751057,701,Germany,Male,32,d5,102500.34,f0,g0,h0,106287.77,j0
15623430,672,France,Male,34,d9,0.0,f1,g1,h0,161800.77,j0
15682600,620,Germany,Male,39,d9,159492.79,f0,g1,h0,80582.34,j1
15769312,557,Spain,Male,48,d10,0.0,f1,g1,h1,185094.48,j0
15708212,648,Spain,Female,54,d7,118241.02,f0,g1,h0,172586.89,j1
15650258,479,France,Female,35,d2,113090.4,f0,g1,h0,195649.79,j0
15604345,730,France,Female,22,d9,65763.57,f0,g1,h1,145792.01,j0
15578297,737,Germany,Female,43,d1,125537.38,f0,g1,h0,138510.01,j1
15671789,616,France,Male,31,d3,94263.91,f1,g1,h0,168895.06,j0
15726186,639,Spain,Male,29,d4,133434.57,f1,g1,h0,97983.44,j0
15764618,815,Spain,Female,39,d6,0.0,f0,g1,h1,85167.88,j0
15730738,786,Spain,Male,31,d9,0.0,f1,g1,h1,18210.36,j0
15637650,549,France,Male,50,d9,94748.76,f1,g0,h1,13608.18,j0
15606267,622,France,Female,38,d4,98640.74,f0,g1,h1,110457.99,j0
15625904,624,France,Male,26,d9,74681.9,f1,g0,h0,31231.35,j0
15654463,841,France,Male,34,d4,0.0,f1,g1,h0,141582.66,j0
