C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,label
3885808005.0,26528.40000000014,c5,3.25,3930.0,5500.0,2.0,h7,2910.0,1020.0,2014.0,0.0,98033.0,47.6802,-122.208,2040.0,5115.0,r0,s0,t2,1740000.0
3524049083.0,16074.0,c4,1.75,2100.0,4400.0,1.5,h5,1720.0,380.0,1924.0,0.0,98118.0,47.5299,-122.266,1850.0,4400.0,r0,s0,t4,445000.0
1324079029.0,27565.200000000183,c3,1.0,960.0,213008.0,1.0,h4,960.0,0.0,1933.0,0.0,98024.0,47.5621,-121.862,1520.0,57499.0,r0,s0,t1,200000.0
1724079013.0,6652.800000000047,c3,2.25,1940.0,217800.0,2.0,h7,1940.0,0.0,1990.0,0.0,98024.0,47.5636,-121.932,2580.0,83558.0,r0,s0,t2,529000.0
7589700055.0,3456.0,c2,1.25,1240.0,2150.0,2.0,h6,1240.0,0.0,2014.0,0.0,98117.0,47.6884,-122.374,1340.0,5289.0,r0,s0,t2,545000.0
2824079053.0,22122.0,c3,2.5,1910.0,66211.0,2.0,h5,1910.0,0.0,1997.0,0.0,98024.0,47.5385,-121.911,2330.0,67268.0,r0,s0,t2,440000.0
1823049242.0,13564.800000000048,c3,2.25,1900.0,7250.0,1.0,h5,1250.0,650.0,1967.0,0.0,98146.0,47.4869,-122.344,1560.0,9420.0,r0,s0,t2,245000.0
2387600010.0,26355.600000000093,c4,3.5,4680.0,12495.0,2.0,h8,3040.0,1640.0,2008.0,0.0,98033.0,47.6984,-122.206,3240.0,10749.0,r0,s0,t2,1350000.0
1193000280.0,2160.0,c3,2.25,2510.0,6339.0,1.5,h6,1810.0,700.0,1932.0,0.0,98199.0,47.6496,-122.391,1820.0,5741.0,r0,s2,t4,994000.0
5100402606.0,31798.800000000047,c3,1.75,1090.0,6775.0,1.0,h5,850.0,240.0,1950.0,0.0,98115.0,47.6934,-122.321,1580.0,5760.0,r0,s0,t3,680000.0
5412200180.0,26096.40000000014,c3,2.25,1840.0,6214.0,1.0,h5,1270.0,570.0,1983.0,0.0,98031.0,47.4043,-122.185,1840.0,6214.0,r0,s0,t3,285000.0
2215500220.0,12441.600000000091,c4,1.5,1580.0,6360.0,1.5,h5,1290.0,290.0,1945.0,0.0,98115.0,47.6873,-122.286,1690.0,6360.0,r0,s0,t2,525000.0
6116500075.0,28342.800000000047,c4,2.5,2990.0,10400.0,2.0,h7,2990.0,0.0,2002.0,0.0,98166.0,47.4508,-122.359,2140.0,17449.0,r0,s0,t2,673000.0
3578400500.0,19098.0,c3,2.25,2220.0,15757.0,1.0,h6,1280.0,940.0,1982.0,0.0,98074.0,47.6212,-122.043,2020.0,14098.0,r0,s0,t2,558000.0
2326059082.0,23245.200000000183,c3,2.25,2080.0,70567.0,2.0,h6,2080.0,0.0,1990.0,0.0,98072.0,47.7221,-122.124,3730.0,43560.0,r0,s0,t2,594000.0
5379801972.0,9331.200000000186,c5,4.0,1400.0,8580.0,1.0,h5,900.0,500.0,1954.0,0.0,98188.0,47.456,-122.292,1220.0,8832.0,r0,s0,t4,265000.0
6414600051.0,26355.600000000093,c2,1.0,1160.0,17700.0,1.0,h5,1160.0,0.0,1947.0,0.0,98133.0,47.7244,-122.331,1440.0,9000.0,r0,s0,t2,425000.0
806800400.0,24454.800000000047,c3,2.5,2710.0,5733.0,2.0,h5,2710.0,0.0,2003.0,0.0,98092.0,47.3357,-122.171,2720.0,5733.0,r0,s0,t2,275000.0
7215721330.0,15033.600000000091,c3,2.5,1650.0,4218.0,2.0,h6,1650.0,0.0,2000.0,0.0,98075.0,47.5998,-122.016,1650.0,4559.0,r0,s0,t2,485000.0
1692900110.0,27824.40000000014,c5,3.25,3080.0,13394.0,1.0,h7,2230.0,850.0,1968.0,0.0,98033.0,47.6651,-122.19,2810.0,10720.0,r0,s2,t3,1125000.0
8165500790.0,20826.0,c3,2.5,1690.0,1200.0,2.0,h6,1410.0,280.0,2014.0,0.0,98106.0,47.5388,-122.367,1740.0,1664.0,r0,s0,t2,336900.0
5561200980.0,13305.600000000091,c4,2.25,2680.0,35218.0,2.0,h6,2680.0,0.0,1986.0,0.0,98027.0,47.4613,-121.997,2980.0,35218.0,r0,s0,t2,390000.0
6821600265.0,26528.40000000014,c2,1.0,1270.0,6000.0,1.0,h5,1270.0,0.0,1939.0,0.0,98199.0,47.6482,-122.393,1770.0,6000.0,r0,s0,t2,425000.0
1560930070.0,11404.800000000048,c4,3.5,2840.0,40139.0,1.0,h8,2840.0,0.0,1986.0,0.0,98038.0,47.401,-122.026,3180.0,36852.0,r0,s4,t3,840000.0
8079040300.0,25232.40000000014,c4,2.5,2170.0,7533.0,2.0,h6,2170.0,0.0,1991.0,0.0,98059.0,47.5057,-122.149,2170.0,8728.0,r0,s0,t2,460500.0
7639900025.0,4924.800000000047,c4,4.25,3500.0,8750.0,1.0,h7,2140.0,1360.0,1951.0,0.0,98177.0,47.7222,-122.367,3110.0,8750.0,r0,s4,t4,1075000.0
5009600010.0,3542.40000000014,c4,2.5,1770.0,5855.0,2.0,h5,1770.0,0.0,2003.0,0.0,98038.0,47.3483,-122.053,1790.0,5679.0,r0,s0,t2,248000.0
625049281.0,1641.6000000000931,c2,1.0,1030.0,4841.0,1.0,h5,920.0,110.0,1939.0,0.0,98103.0,47.686,-122.341,1530.0,4944.0,r0,s0,t2,535000.0
7942601435.0,28170.0,c6,2.0,3560.0,5120.0,2.5,h7,3560.0,0.0,1900.0,0.0,98122.0,47.6056,-122.311,2130.0,5120.0,r0,s2,t2,835000.0
3629921120.0,13305.600000000091,c4,2.5,2660.0,5043.0,2.0,h7,2660.0,0.0,2003.0,0.0,98029.0,47.5445,-121.996,3010.0,5500.0,r0,s2,t2,765000.0
9522400350.0,13737.600000000091,c4,2.25,2490.0,23478.0,2.0,h6,2490.0,0.0,1981.0,0.0,98072.0,47.7547,-122.094,2030.0,12611.0,r0,s0,t2,500000.0
3352402236.0,19616.40000000014,c3,2.0,1150.0,6000.0,1.0,h5,1150.0,0.0,1956.0,0.0,98178.0,47.498,-122.263,1980.0,6360.0,r0,s0,t4,252500.0
4024101440.0,4060.800000000047,c3,2.5,1950.0,6871.0,2.0,h6,1950.0,0.0,1997.0,0.0,98155.0,47.7603,-122.307,1950.0,7663.0,r0,s0,t2,375000.0
4077800455.0,28342.800000000047,c4,3.0,2460.0,10401.0,1.0,h5,1700.0,760.0,1947.0,0.0,98125.0,47.7106,-122.285,1470.0,7727.0,r0,s0,t4,570000.0
9211500230.0,13219.200000000186,c4,2.75,1830.0,7315.0,1.0,h5,1250.0,580.0,1979.0,0.0,98023.0,47.2989,-122.38,1730.0,7208.0,r0,s0,t4,263000.0
9808640090.0,27738.0,c3,2.5,2415.0,2186.0,2.0,h7,2415.0,0.0,1981.0,0.0,98033.0,47.6506,-122.202,2660.0,2165.0,r0,s1,t2,815000.0
5279100675.0,15469.200000000186,c2,1.0,1180.0,4900.0,1.0,h4,1180.0,0.0,1954.0,0.0,98027.0,47.5321,-122.029,1650.0,7121.0,r0,s0,t4,313000.0
5126310110.0,6998.40000000014,c4,2.5,2600.0,9935.0,2.0,h6,2600.0,0.0,2005.0,0.0,98059.0,47.4865,-122.142,2830.0,7620.0,r0,s0,t2,540000.0
986000045.0,13651.200000000186,c4,1.75,2020.0,10332.0,1.0,h5,1010.0,1010.0,1954.0,0.0,98168.0,47.5059,-122.303,2240.0,8379.0,r0,s0,t2,240000.0
9353300820.0,32317.200000000183,c3,1.0,1250.0,10723.0,1.0,h5,1250.0,0.0,1961.0,0.0,98059.0,47.4894,-122.135,1520.0,10723.0,r0,s0,t3,310000.0
2473003210.0,27219.600000000093,c3,1.75,2320.0,7875.0,1.0,h6,1620.0,700.0,1967.0,0.0,98058.0,47.4524,-122.146,1990.0,9720.0,r0,s0,t2,364808.0
6054650510.0,3283.2000000001863,c3,1.75,1240.0,8050.0,1.0,h5,1240.0,0.0,1978.0,0.0,98074.0,47.6108,-122.044,1370.0,9856.0,r0,s0,t3,347000.0
9212900820.0,10195.200000000186,c2,2.0,1170.0,8251.0,1.0,h5,1170.0,0.0,1941.0,0.0,98115.0,47.6873,-122.291,1360.0,6798.0,r0,s0,t2,393820.0
3764390100.0,6998.40000000014,c3,2.75,1830.0,3200.0,2.0,h6,1830.0,0.0,1991.0,0.0,98034.0,47.7155,-122.218,2030.0,3331.0,r0,s0,t2,434000.0
251500330.0,14256.0,c3,2.25,4320.0,19225.0,1.0,h8,2160.0,2160.0,1972.0,0.0,98004.0,47.6368,-122.216,3430.0,18469.0,r0,s0,t3,1775000.0
7203140220.0,22381.200000000183,c3,2.5,1720.0,3581.0,2.0,h5,1720.0,0.0,2011.0,0.0,98053.0,47.6861,-122.013,1720.0,3600.0,r0,s0,t2,389700.0
1890000166.0,10886.40000000014,c3,2.5,1280.0,1889.0,3.0,h6,1280.0,0.0,2009.0,0.0,98105.0,47.6619,-122.324,1450.0,1889.0,r0,s0,t2,540000.0
4154300505.0,15120.0,c2,1.0,780.0,7200.0,1.0,h4,780.0,0.0,1935.0,0.0,98118.0,47.5609,-122.279,1750.0,7200.0,r0,s0,t1,315000.0
4154301371.0,21517.200000000183,c3,1.0,890.0,5200.0,1.0,h5,890.0,0.0,1957.0,0.0,98118.0,47.559,-122.277,1420.0,6000.0,r0,s0,t2,315000.0
3791400100.0,7516.800000000047,c4,2.5,2810.0,6146.0,2.0,h7,2810.0,0.0,1998.0,0.0,98031.0,47.4045,-122.208,2810.0,6180.0,r0,s0,t2,301000.0
4441300170.0,22035.600000000093,c4,2.5,3110.0,11857.0,2.0,h9,2040.0,1070.0,1990.0,0.0,98117.0,47.6952,-122.402,3110.0,11570.0,r0,s4,t2,1300000.0
1828000050.0,1036.8000000000466,c4,2.75,1680.0,11180.0,1.0,h5,1680.0,0.0,1966.0,0.0,98052.0,47.6557,-122.127,2400.0,9627.0,r0,s0,t3,625000.0
5381000411.0,29638.800000000047,c3,1.75,1440.0,7200.0,1.0,h5,1440.0,0.0,1986.0,0.0,98188.0,47.4473,-122.284,1640.0,9167.0,r0,s0,t2,239950.0
2260800170.0,6652.800000000047,c3,2.25,3130.0,65775.0,2.0,h6,3130.0,0.0,1978.0,0.0,98027.0,47.5462,-122.085,3130.0,72309.0,r0,s0,t3,710000.0
2414600366.0,16938.0,c1,1.0,720.0,7140.0,1.0,h4,720.0,0.0,1930.0,0.0,98146.0,47.5119,-122.339,1140.0,7577.0,r0,s0,t2,199900.0
984220330.0,9849.600000000091,c4,2.5,1820.0,9161.0,1.0,h5,1220.0,600.0,1975.0,0.0,98058.0,47.4333,-122.168,1860.0,7650.0,r0,s0,t3,325000.0
7972602080.0,19011.600000000093,c4,1.0,1190.0,7620.0,1.5,h4,1190.0,0.0,1926.0,0.0,98106.0,47.5281,-122.348,1060.0,7320.0,r0,s0,t2,312000.0
7954310210.0,31366.800000000047,c4,2.5,3010.0,6903.0,2.0,h7,3010.0,0.0,2001.0,0.0,98056.0,47.5213,-122.193,2860.0,6435.0,r0,s0,t2,615000.0
1704900135.0,16678.800000000047,c2,1.0,840.0,5087.0,1.0,h5,840.0,0.0,1925.0,0.0,98118.0,47.5557,-122.278,1590.0,5087.0,r0,s0,t2,315000.0
9211520410.0,13824.0,c3,2.5,1460.0,11593.0,2.0,h5,1460.0,0.0,1989.0,0.0,98023.0,47.2984,-122.385,1640.0,9703.0,r0,s0,t2,245000.0
6131600075.0,31107.600000000093,c3,1.0,1300.0,8316.0,1.0,h4,1300.0,0.0,1954.0,0.0,98002.0,47.3221,-122.216,1260.0,8316.0,r0,s0,t3,225000.0
2888000020.0,26269.200000000183,c5,2.0,2500.0,7860.0,1.0,h5,1040.0,1460.0,1963.0,0.0,98034.0,47.7212,-122.226,2060.0,9684.0,r0,s0,t2,455000.0
8100000080.0,8899.200000000186,c3,1.75,1070.0,7200.0,1.0,h5,1070.0,0.0,1994.0,0.0,98010.0,47.3129,-122.023,1280.0,7200.0,r0,s0,t2,224400.0
1588600045.0,19616.40000000014,c2,1.75,1170.0,4887.0,1.0,h4,1020.0,150.0,1929.0,0.0,98117.0,47.695,-122.366,1170.0,5441.0,r0,s0,t2,459000.0
4307350200.0,32403.600000000093,c3,2.5,1680.0,4308.0,2.0,h5,1680.0,0.0,2004.0,0.0,98056.0,47.4802,-122.179,2160.0,4182.0,r0,s0,t2,347000.0
179001455.0,16333.200000000186,c4,3.25,3450.0,5000.0,2.0,h6,3450.0,0.0,2008.0,0.0,98178.0,47.4925,-122.273,1420.0,5000.0,r0,s0,t2,445000.0
8682291720.0,518.4000000001397,c2,2.0,1870.0,4950.0,1.0,h6,1870.0,0.0,2006.0,0.0,98053.0,47.7195,-122.022,1670.0,4800.0,r0,s0,t2,559950.0
2424059139.0,24195.600000000093,c3,3.25,3870.0,33980.0,2.0,h8,3150.0,720.0,1991.0,0.0,98006.0,47.5589,-122.117,3590.0,10750.0,r0,s0,t2,900000.0
6852700476.0,19270.800000000047,c4,1.5,1650.0,2970.0,1.5,h5,1650.0,0.0,1903.0,0.0,98102.0,47.6233,-122.319,1670.0,2970.0,r0,s0,t2,752000.0
7852110070.0,3196.8000000000466,c3,2.5,2300.0,7398.0,2.0,h6,2300.0,0.0,2001.0,0.0,98065.0,47.5369,-121.876,2580.0,6983.0,r0,s0,t2,567500.0
424069250.0,30762.0,c4,2.75,2440.0,69415.0,1.0,h6,1910.0,530.0,1989.0,0.0,98075.0,47.5944,-122.042,2770.0,24361.0,r0,s0,t3,785000.0
255450250.0,8121.600000000093,c3,2.5,1820.0,4200.0,2.0,h6,1820.0,0.0,2014.0,0.0,98038.0,47.3693,-122.017,2370.0,4200.0,r0,s0,t2,307635.0
1223089066.0,8985.600000000093,c4,3.0,3400.0,292723.0,2.0,h8,3400.0,0.0,1998.0,0.0,98045.0,47.4883,-121.725,1760.0,69696.0,r0,s0,t2,688000.0
3370000150.0,8121.600000000093,c4,2.5,2800.0,28254.0,2.0,h7,2800.0,0.0,2001.0,0.0,98038.0,47.3552,-122.063,2530.0,4694.0,r0,s0,t2,440000.0
121059007.0,8467.200000000186,c4,1.0,1200.0,43560.0,1.0,h3,1200.0,0.0,1968.0,0.0,98042.0,47.3375,-122.123,1400.0,54450.0,r0,s0,t2,210000.0
8562850150.0,1814.40000000014,c3,1.75,1620.0,8645.0,1.0,h5,1190.0,430.0,1973.0,0.0,98052.0,47.6651,-122.151,2010.0,8645.0,r0,s0,t2,467100.0
6838000520.0,25405.200000000183,c2,1.75,1330.0,4903.0,1.0,h5,1330.0,0.0,1985.0,0.0,98052.0,47.6819,-122.161,1470.0,2735.0,r0,s0,t2,440000.0
5078400215.0,7689.600000000093,c5,4.75,3940.0,7067.0,2.0,h8,3230.0,710.0,2008.0,0.0,98004.0,47.6232,-122.205,1910.0,7735.0,r0,s0,t2,1695000.0
822039025.0,31453.200000000183,c3,2.5,2260.0,251460.0,1.5,h8,2260.0,0.0,1995.0,0.0,98070.0,47.4096,-122.449,1610.0,244372.0,r0,s0,t2,777700.0
1524079088.0,604.8000000000466,c3,1.5,1390.0,48257.0,1.0,h4,1390.0,0.0,1922.0,2013.0,98024.0,47.5603,-121.894,1440.0,45302.0,r0,s0,t2,275000.0
2920700220.0,32058.0,c2,1.0,910.0,4191.0,1.0,h4,910.0,0.0,1910.0,0.0,98117.0,47.6929,-122.36,1480.0,6050.0,r0,s0,t2,275000.0
1136100045.0,14342.40000000014,c2,1.75,2220.0,33000.0,1.0,h6,2220.0,0.0,1970.0,0.0,98072.0,47.7403,-122.129,2220.0,33000.0,r0,s0,t3,494950.0
2202500025.0,6912.0,c4,1.0,2420.0,15520.0,2.0,h5,2420.0,0.0,1945.0,0.0,98006.0,47.5744,-122.137,1630.0,9965.0,r0,s0,t3,550000.0
3308030100.0,12614.40000000014,c4,2.5,3050.0,32450.0,1.0,h6,1550.0,1500.0,1983.0,0.0,98030.0,47.3626,-122.209,2350.0,15390.0,r0,s0,t3,465000.0
7844200425.0,29984.40000000014,c4,2.0,2680.0,14157.0,1.0,h6,1460.0,1220.0,1966.0,0.0,98188.0,47.4286,-122.292,2100.0,9199.0,r0,s0,t2,525000.0
2422000067.0,31107.600000000093,c3,2.25,1830.0,11331.0,1.0,h5,1250.0,580.0,1965.0,0.0,98001.0,47.2899,-122.287,2240.0,16433.0,r0,s0,t2,230000.0
1118001215.0,24022.800000000047,c3,2.5,3420.0,8700.0,1.0,h7,2890.0,530.0,1951.0,0.0,98112.0,47.6352,-122.29,3370.0,8700.0,r0,s0,t2,2250000.0
2267000458.0,31453.200000000183,c3,2.5,1220.0,1475.0,3.0,h6,1220.0,0.0,2000.0,0.0,98117.0,47.6909,-122.395,1220.0,1546.0,r0,s0,t2,497000.0
2902201301.0,19702.800000000047,c2,1.75,1180.0,900.0,2.0,h8,780.0,400.0,2014.0,0.0,98102.0,47.6395,-122.329,1380.0,3610.0,r0,s0,t2,664950.0
7129302555.0,13305.600000000091,c2,1.0,1410.0,5650.0,1.5,h4,1410.0,0.0,1918.0,0.0,98118.0,47.5159,-122.258,1430.0,5650.0,r0,s0,t2,260000.0
5100403636.0,25664.40000000014,c2,1.0,700.0,8120.0,1.0,h5,700.0,0.0,1927.0,0.0,98115.0,47.6962,-122.321,1130.0,5599.0,r0,s0,t2,400000.0
6450302900.0,13564.800000000048,c3,1.0,1080.0,5250.0,1.0,h5,1080.0,0.0,1947.0,0.0,98133.0,47.7309,-122.336,1100.0,5250.0,r0,s0,t3,329500.0
2619920110.0,20912.40000000014,c4,2.5,3220.0,5262.0,2.0,h7,3220.0,0.0,2003.0,0.0,98033.0,47.6878,-122.162,3220.0,4921.0,r0,s0,t2,825000.0
1898900100.0,6998.40000000014,c4,2.5,2100.0,14773.0,2.0,h6,2100.0,0.0,1998.0,0.0,98023.0,47.3045,-122.391,2370.0,15440.0,r0,s0,t2,305000.0
3624039150.0,2937.600000000093,c3,2.0,1170.0,5360.0,1.0,h4,1170.0,0.0,1919.0,0.0,98106.0,47.5181,-122.364,1180.0,7200.0,r0,s0,t2,335000.0
4137000540.0,22899.600000000093,c4,2.25,2140.0,8874.0,2.0,h6,2140.0,0.0,1986.0,0.0,98092.0,47.2654,-122.217,2140.0,8789.0,r0,s0,t2,329950.0
4053200285.0,8726.40000000014,c3,2.5,3410.0,41022.0,2.0,h9,3410.0,0.0,1990.0,0.0,98042.0,47.3228,-122.08,2150.0,21429.0,r0,s0,t2,725000.0
7812801700.0,3369.600000000093,c4,1.0,1200.0,7200.0,1.5,h4,1200.0,0.0,1944.0,0.0,98178.0,47.4951,-122.248,1070.0,6050.0,r0,s0,t2,227000.0
7686203385.0,28342.800000000047,c3,1.0,980.0,8000.0,1.0,h4,980.0,0.0,1954.0,0.0,98198.0,47.42,-122.317,1240.0,8000.0,r0,s0,t3,204000.0
3123039089.0,6393.600000000093,c2,1.0,940.0,15450.0,1.0,h4,940.0,0.0,1926.0,0.0,98070.0,47.4408,-122.461,1370.0,34820.0,r0,s0,t3,252000.0
7785380150.0,19616.40000000014,c4,2.75,2720.0,6427.0,1.0,h6,1650.0,1070.0,2008.0,0.0,98146.0,47.4931,-122.354,2720.0,8484.0,r0,s0,t2,469950.0
5104540610.0,12614.40000000014,c4,2.5,2800.0,6567.0,2.0,h7,2800.0,0.0,2006.0,0.0,98038.0,47.3555,-122.002,3400.0,5900.0,r0,s0,t2,459950.0
809002390.0,22294.800000000047,c3,1.5,1660.0,3190.0,1.5,h5,1660.0,0.0,1919.0,0.0,98109.0,47.6368,-122.351,2200.0,3240.0,r0,s0,t2,658000.0
4047200265.0,8726.40000000014,c2,1.0,1100.0,17817.0,1.0,h5,620.0,480.0,1980.0,0.0,98019.0,47.7728,-121.9,1790.0,20009.0,r0,s0,t2,325000.0
7937900040.0,19962.0,c5,2.75,3630.0,30570.0,2.0,h9,3630.0,0.0,2000.0,0.0,98058.0,47.4243,-122.097,3620.0,41965.0,r0,s0,t2,633000.0
2124700015.0,6480.0,c3,1.0,1120.0,10176.0,1.0,h4,920.0,200.0,1905.0,0.0,98118.0,47.5235,-122.277,1350.0,7500.0,r0,s0,t2,345000.0
425200145.0,5356.800000000047,c3,1.0,1020.0,8610.0,1.0,h5,1020.0,0.0,1959.0,0.0,98056.0,47.4974,-122.169,1070.0,5940.0,r0,s0,t4,265000.0
6430000280.0,19702.800000000047,c4,2.0,1880.0,5100.0,1.0,h6,1880.0,0.0,1952.0,0.0,98103.0,47.6872,-122.349,1610.0,4590.0,r0,s0,t2,453000.0
7785000230.0,2160.0,c5,3.0,3480.0,15185.0,2.0,h6,3480.0,0.0,1964.0,0.0,98040.0,47.5757,-122.216,3030.0,14257.0,r0,s0,t3,970000.0
6751300385.0,30848.40000000014,c3,2.0,1730.0,9030.0,1.0,h5,1730.0,0.0,1956.0,0.0,98007.0,47.5875,-122.134,1470.0,9030.0,r0,s0,t3,575000.0
3630200300.0,7257.600000000093,c4,3.5,4670.0,6000.0,2.0,h9,3820.0,850.0,2007.0,0.0,98027.0,47.5414,-121.994,4310.0,6000.0,r0,s3,t2,1238000.0
1454100650.0,8121.600000000093,c4,2.75,3160.0,37200.0,2.0,h6,2310.0,850.0,1939.0,0.0,98125.0,47.7214,-122.285,3130.0,20000.0,r0,s3,t2,942000.0
2025701360.0,14256.0,c3,2.5,1510.0,6095.0,2.0,h5,1510.0,0.0,1991.0,0.0,98038.0,47.3498,-122.037,1520.0,6000.0,r0,s0,t3,260000.0
1112700060.0,27046.800000000047,c3,1.75,1260.0,12750.0,1.0,h5,1260.0,0.0,1979.0,0.0,98034.0,47.7289,-122.233,1460.0,7865.0,r0,s0,t2,399900.0
2770601912.0,28947.600000000093,c3,3.25,1550.0,1280.0,2.0,h7,1220.0,330.0,2013.0,0.0,98199.0,47.6493,-122.384,1550.0,1579.0,r0,s0,t2,570000.0
3885807255.0,23850.0,c4,2.0,2130.0,5500.0,1.5,h5,2130.0,0.0,1939.0,0.0,98033.0,47.6807,-122.199,1490.0,6000.0,r0,s0,t4,762000.0
1450900020.0,13305.600000000091,c3,2.0,1610.0,8416.0,1.0,h5,1610.0,0.0,1994.0,0.0,98031.0,47.397,-122.187,1600.0,8308.0,r0,s0,t2,268000.0
8698600055.0,4233.600000000093,c2,2.0,1680.0,5756.0,2.0,h5,1680.0,0.0,1910.0,0.0,98002.0,47.3065,-122.222,1340.0,5447.0,r0,s0,t3,210000.0
1626079132.0,2937.600000000093,c3,2.5,2520.0,53143.0,1.5,h5,2520.0,0.0,1988.0,0.0,98019.0,47.743,-121.925,2020.0,56628.0,r0,s0,t2,499500.0
9477001140.0,5961.600000000093,c4,1.75,1520.0,7700.0,1.0,h5,1520.0,0.0,1967.0,0.0,98034.0,47.7356,-122.191,1520.0,7500.0,r0,s0,t3,499950.0
7520000520.0,10886.40000000014,c2,1.0,1240.0,12092.0,1.0,h4,960.0,280.0,1922.0,1984.0,98146.0,47.4957,-122.352,1820.0,7460.0,r0,s0,t2,232000.0
326069164.0,31280.40000000014,c4,2.5,3450.0,43216.0,2.0,h7,3450.0,0.0,2000.0,0.0,98072.0,47.7625,-122.025,3030.0,50481.0,r0,s0,t2,840000.0
8945100050.0,30848.40000000014,c3,1.0,1460.0,8400.0,1.0,h4,1460.0,0.0,1962.0,0.0,98023.0,47.3086,-122.365,1060.0,8563.0,r0,s0,t3,222000.0
6703700025.0,16160.40000000014,c3,1.75,1850.0,9655.0,1.0,h5,1100.0,750.0,1959.0,0.0,98155.0,47.7358,-122.319,1480.0,8683.0,r0,s0,t2,373000.0
7893801760.0,17197.200000000186,c3,1.75,2120.0,11340.0,1.0,h5,1060.0,1060.0,1966.0,0.0,98198.0,47.4109,-122.329,1830.0,8650.0,r0,s3,t3,368000.0
1682000280.0,27738.0,c3,1.75,1100.0,7373.0,1.0,h5,1100.0,0.0,1968.0,0.0,98092.0,47.3124,-122.183,1430.0,8415.0,r0,s0,t3,240000.0
1448800010.0,10540.800000000048,c3,2.25,1740.0,9370.0,1.0,h5,1390.0,350.0,1992.0,0.0,98198.0,47.391,-122.316,1740.0,7555.0,r0,s0,t2,289950.0
422049178.0,24714.0,c3,1.0,1420.0,9600.0,1.0,h4,1420.0,0.0,1954.0,0.0,98188.0,47.4232,-122.292,1400.0,8415.0,r0,s0,t3,147200.0
3425059076.0,12355.200000000186,c2,3.25,3000.0,24004.0,1.0,h8,2410.0,590.0,1952.0,0.0,98005.0,47.611,-122.157,4270.0,24506.0,r0,s0,t2,780000.0
6149700380.0,24195.600000000093,c2,1.0,810.0,6150.0,1.0,h5,810.0,0.0,1950.0,0.0,98133.0,47.7289,-122.34,1080.0,7200.0,r0,s0,t2,299900.0
9527000330.0,8726.40000000014,c6,2.75,2890.0,7500.0,1.0,h6,1830.0,1060.0,1976.0,0.0,98034.0,47.7099,-122.23,1880.0,7500.0,r0,s0,t3,508000.0
1672000020.0,17974.800000000047,c4,2.25,2410.0,16650.0,1.0,h6,2410.0,0.0,1965.0,0.0,98006.0,47.5706,-122.163,2720.0,11141.0,r0,s0,t3,711800.0
8126300360.0,7689.600000000093,c3,2.25,1800.0,11200.0,1.0,h6,1270.0,530.0,1979.0,0.0,98052.0,47.7072,-122.164,1940.0,11250.0,r0,s0,t2,445000.0
9536601996.0,3369.600000000093,c3,1.0,1010.0,9450.0,1.0,h5,1010.0,0.0,1959.0,0.0,98198.0,47.3592,-122.315,1240.0,9450.0,r0,s0,t3,149500.0
9268200380.0,17283.600000000093,c2,1.0,1250.0,5040.0,1.0,h5,950.0,300.0,1920.0,0.0,98117.0,47.6959,-122.365,1290.0,5040.0,r0,s0,t2,505000.0
2028701075.0,6480.0,c3,1.0,1040.0,4240.0,1.0,h5,860.0,180.0,1924.0,0.0,98117.0,47.6768,-122.367,1170.0,4240.0,r0,s0,t3,626000.0
3529000880.0,26874.0,c4,2.5,2110.0,6360.0,2.0,h6,2110.0,0.0,1988.0,0.0,98029.0,47.5641,-122.012,2050.0,7000.0,r0,s0,t2,610000.0
8927600100.0,2246.40000000014,c3,2.5,2690.0,7000.0,2.0,h5,1840.0,850.0,1943.0,0.0,98115.0,47.6784,-122.277,1800.0,6435.0,r0,s0,t4,925000.0
3878900225.0,2678.40000000014,c3,1.75,1990.0,5650.0,1.0,h5,1320.0,670.0,1963.0,0.0,98178.0,47.5086,-122.252,2130.0,5650.0,r0,s1,t2,345000.0
6415100331.0,12268.800000000048,c2,1.0,870.0,7227.0,1.0,h5,870.0,0.0,1948.0,0.0,98133.0,47.7288,-122.331,1250.0,7252.0,r0,s0,t2,312500.0
3845100550.0,17456.40000000014,c4,2.5,2906.0,5893.0,2.0,h7,2906.0,0.0,2014.0,0.0,98092.0,47.2599,-122.192,2680.0,4950.0,r0,s0,t2,418395.0
6450302546.0,14860.800000000048,c2,1.0,840.0,6654.0,1.0,h5,840.0,0.0,1951.0,0.0,98133.0,47.7319,-122.335,1350.0,5831.0,r0,s0,t2,130000.0
2770606602.0,26528.40000000014,c3,1.75,2040.0,5775.0,1.0,h5,1410.0,630.0,1958.0,0.0,98199.0,47.6592,-122.393,1360.0,4400.0,r0,s0,t2,552500.0
2591830020.0,11836.800000000048,c4,2.5,2720.0,7697.0,1.0,h6,2120.0,600.0,1987.0,0.0,98058.0,47.4391,-122.161,2340.0,7700.0,r0,s0,t3,348000.0
5153200506.0,7776.0,c3,1.0,1000.0,12000.0,1.0,h5,1000.0,0.0,1959.0,0.0,98023.0,47.3321,-122.346,1490.0,14940.0,r0,s0,t2,217000.0
4221250010.0,29984.40000000014,c4,2.5,2518.0,4663.0,2.0,h6,2518.0,0.0,2005.0,0.0,98075.0,47.5894,-122.017,2280.0,4525.0,r0,s0,t2,643000.0
