age,fnlwgt,educational-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,gender,native-country,income
18,293227,9,0,0,45,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
22,190290,13,0,0,10,Private,Bachelors,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
18,167979,7,0,0,15,Private,11th,Never-married,Sales,Own-child,White,Male,United-States,<=50K
59,375049,9,0,0,41,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,United-States,>50K
20,231286,10,0,0,15,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,Black,Male,United-States,<=50K
35,133839,9,0,0,60,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
47,46044,14,0,0,40,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
67,166187,9,0,0,38,Private,HS-grad,Widowed,Exec-managerial,Unmarried,White,Male,United-States,>50K
71,37435,13,0,0,3,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
41,82393,10,0,0,40,Private,Some-college,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,United-States,<=50K
36,127306,9,0,0,47,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
38,203836,9,3464,0,40,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,Columbia,<=50K
34,191291,10,0,0,40,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
62,191188,9,0,0,40,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,United-States,<=50K
41,204235,11,0,0,40,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
20,287681,3,0,0,25,?,5th-6th,Never-married,?,Not-in-family,White,Male,Mexico,<=50K
42,178074,9,0,0,40,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
65,266828,9,1848,0,40,Private,HS-grad,Widowed,Craft-repair,Not-in-family,White,Male,United-States,<=50K
20,327462,6,0,0,40,?,10th,Divorced,?,Not-in-family,White,Female,United-States,<=50K
26,185885,10,0,0,15,Federal-gov,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,United-States,<=50K
67,141797,4,0,0,40,Self-emp-not-inc,7th-8th,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
50,96062,14,0,0,70,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
41,413720,9,0,0,15,Private,HS-grad,Married-civ-spouse,Transport-moving,Wife,White,Female,United-States,<=50K
32,232766,10,0,0,40,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
33,156464,13,0,0,50,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,United-States,>50K
24,241857,10,0,0,35,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Female,United-States,<=50K
54,142169,9,0,0,40,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
65,204042,9,0,0,20,Private,HS-grad,Divorced,Protective-serv,Not-in-family,White,Male,United-States,<=50K
47,96798,13,0,0,40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
28,147719,10,0,0,48,?,Some-college,Never-married,?,Not-in-family,Asian-Pac-Islander,Male,India,<=50K
38,37931,9,0,0,40,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,>50K
42,204235,9,0,0,40,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
30,128016,13,0,0,55,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
23,148890,10,0,0,25,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Female,United-States,<=50K
25,123095,10,0,1590,40,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
27,212041,13,0,0,50,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
33,460408,13,0,0,40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,Mexico,<=50K
62,123612,13,0,0,4,?,Bachelors,Married-civ-spouse,?,Husband,White,Male,United-States,<=50K
42,238384,9,0,0,36,Private,HS-grad,Divorced,Tech-support,Unmarried,White,Female,United-States,<=50K
24,164529,8,0,0,40,Private,12th,Never-married,Farming-fishing,Own-child,Black,Male,United-States,<=50K
24,155066,11,0,0,40,Private,Assoc-voc,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
46,121586,13,0,0,40,State-gov,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
52,158993,9,0,0,38,Private,HS-grad,Divorced,Other-service,Other-relative,Black,Female,United-States,<=50K
46,81497,9,0,0,48,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Female,United-States,<=50K
41,201908,10,0,0,40,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
51,177487,9,0,0,40,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,United-States,<=50K
32,292217,9,2829,0,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,?,<=50K
33,181388,9,0,0,40,Private,HS-grad,Separated,Other-service,Unmarried,White,Female,United-States,<=50K
27,162104,5,0,0,40,?,9th,Never-married,?,Own-child,White,Female,United-States,<=50K
29,369114,9,0,0,40,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
51,346871,13,0,0,55,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
23,134997,9,0,0,80,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,United-States,<=50K
59,114032,13,0,0,40,Private,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
49,220978,9,0,0,44,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
47,191175,3,0,2179,50,Self-emp-not-inc,5th-6th,Married-civ-spouse,Sales,Husband,White,Male,Mexico,<=50K
31,427474,7,0,2179,35,Private,11th,Married-civ-spouse,Other-service,Husband,White,Male,Mexico,<=50K
32,211349,6,0,0,40,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
27,251854,13,0,0,35,?,Bachelors,Married-civ-spouse,?,Wife,Black,Female,?,>50K
31,163594,9,0,0,45,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
38,205493,9,0,0,60,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,>50K
48,273828,3,0,0,40,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Male,Mexico,<=50K
28,102533,10,0,0,40,Private,Some-college,Separated,Handlers-cleaners,Not-in-family,Black,Male,United-States,<=50K
26,294400,9,0,0,38,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,<=50K
69,230417,16,0,0,40,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,China,>50K
42,143208,4,0,0,40,Private,7th-8th,Divorced,Other-service,Unmarried,White,Female,?,<=50K
22,122346,9,0,0,40,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
38,197711,6,0,0,40,Private,10th,Divorced,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,Portugal,<=50K
45,119199,12,0,0,48,Local-gov,Assoc-acdm,Divorced,Prof-specialty,Unmarried,White,Female,United-States,<=50K
34,181091,9,7688,0,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
17,27251,7,0,0,40,?,11th,Widowed,?,Own-child,White,Male,United-States,<=50K
57,37394,13,0,0,50,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
20,379525,10,0,0,10,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
31,220690,10,0,0,80,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
40,99604,14,15024,0,24,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K
27,249315,9,0,0,60,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
34,349148,10,0,0,63,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
41,397346,10,0,0,50,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
50,157043,14,2202,0,30,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,Black,Female,?,<=50K
34,243867,7,0,0,40,Local-gov,11th,Separated,Machine-op-inspct,Not-in-family,Black,Male,United-States,<=50K
28,213152,13,0,0,40,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,?,>50K
39,31709,10,0,0,20,Self-emp-inc,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,>50K
21,272237,10,0,0,35,Private,Some-college,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
35,61518,9,0,0,35,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
28,213081,7,0,0,40,Private,11th,Never-married,Other-service,Not-in-family,Black,Female,Jamaica,<=50K
36,354078,13,0,0,60,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
41,112283,9,0,0,60,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
56,183580,13,0,0,30,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,?,<=50K
50,104729,9,0,0,48,Private,HS-grad,Divorced,Machine-op-inspct,Other-relative,White,Female,United-States,<=50K
40,183765,9,0,0,40,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
18,110230,7,0,0,5,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
29,91547,10,0,0,40,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
27,226441,13,0,0,40,Private,Bachelors,Never-married,Prof-specialty,Other-relative,White,Female,United-States,<=50K
28,217530,10,0,0,35,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
47,332884,13,0,0,45,?,Bachelors,Married-civ-spouse,?,Husband,White,Male,United-States,>50K
40,209344,9,0,0,15,Self-emp-inc,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,?,<=50K
57,233382,14,0,0,40,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,Cuba,<=50K
55,171780,12,0,0,30,Private,Assoc-acdm,Divorced,Sales,Unmarried,Black,Female,United-States,<=50K
44,101593,13,0,0,60,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
45,363677,16,0,1977,30,Private,Doctorate,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K
20,42279,10,0,0,40,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
45,98265,9,0,0,40,?,HS-grad,Divorced,?,Not-in-family,White,Female,United-States,<=50K
30,164552,13,0,1876,40,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
23,314823,10,0,0,24,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
61,248595,2,0,0,40,Local-gov,1st-4th,Married-civ-spouse,Other-service,Husband,White,Male,Mexico,<=50K
48,185041,4,0,1672,55,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
57,334224,10,9386,0,40,Private,Some-college,Married-civ-spouse,Craft-repair,Wife,White,Female,United-States,>50K
39,85783,13,0,0,28,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,<=50K
36,206520,13,0,0,40,Self-emp-not-inc,Bachelors,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
32,193285,9,0,0,40,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
27,91257,9,0,0,40,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,El-Salvador,<=50K
27,193898,9,0,0,50,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
18,151747,7,0,0,40,Private,11th,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
40,131899,10,0,0,40,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
45,173664,13,0,0,45,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
48,193451,6,0,0,40,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
35,210866,9,0,0,40,State-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
43,188808,14,0,0,45,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
46,138107,14,0,1902,60,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
54,191072,13,0,0,35,Private,Bachelors,Divorced,Handlers-cleaners,Not-in-family,White,Male,United-States,<=50K
28,125159,10,0,0,40,Local-gov,Some-college,Never-married,Adm-clerical,Other-relative,Black,Male,Haiti,<=50K
38,161141,10,0,0,55,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
30,142675,8,0,0,50,Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
54,242606,14,4386,0,45,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
33,152744,10,0,0,40,Private,Some-college,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,United-States,<=50K
59,374924,9,0,0,40,Private,HS-grad,Separated,Sales,Unmarried,Black,Female,United-States,<=50K
46,353219,5,0,0,40,Private,9th,Divorced,Other-service,Unmarried,White,Female,United-States,<=50K
34,276221,6,0,0,40,Self-emp-not-inc,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
32,90705,9,0,0,60,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,>50K
50,282701,9,4386,0,48,Local-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,>50K
31,54929,10,0,0,60,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
45,129336,14,0,0,45,Private,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K
22,211798,11,0,0,10,State-gov,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
39,163205,13,0,0,50,Private,Bachelors,Separated,Prof-specialty,Not-in-family,White,Male,United-States,>50K
49,39518,10,0,0,40,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K
36,305319,14,0,0,50,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
30,288419,3,0,0,40,Private,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,Mexico,<=50K
60,176360,13,0,0,40,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
57,220262,12,0,0,40,Private,Assoc-acdm,Divorced,Tech-support,Not-in-family,White,Female,United-States,<=50K
22,226508,13,0,0,50,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,United-States,<=50K
52,163051,8,0,1628,40,Private,12th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
47,60087,10,0,0,60,Self-emp-not-inc,Some-college,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
46,200949,13,0,0,50,Self-emp-inc,Bachelors,Widowed,Exec-managerial,Not-in-family,White,Female,?,<=50K
48,332884,12,0,0,40,Private,Assoc-acdm,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
26,18827,10,0,0,40,Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,United-States,<=50K
30,211654,14,0,0,40,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
45,93535,14,0,0,40,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,United-States,<=50K
24,210781,13,0,0,40,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Female,United-States,<=50K
29,274969,9,0,0,42,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,Female,United-States,<=50K
38,203836,3,0,0,40,Self-emp-not-inc,5th-6th,Never-married,Transport-moving,Not-in-family,White,Male,United-States,<=50K
29,196227,13,0,0,40,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
34,144194,11,0,0,35,?,Assoc-voc,Married-civ-spouse,?,Husband,White,Male,United-States,<=50K
43,196084,14,0,0,55,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
34,104509,11,1639,0,20,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
35,179481,9,0,0,55,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,United-States,<=50K
34,201874,9,0,0,40,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
32,190228,9,0,0,60,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,United-States,<=50K
41,40151,10,0,0,40,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,United-States,>50K
39,30269,13,0,0,44,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,>50K
19,302229,9,0,0,10,?,HS-grad,Never-married,?,Own-child,Black,Male,United-States,<=50K
41,207685,10,0,0,21,Private,Some-college,Divorced,Other-service,Not-in-family,White,Male,United-States,<=50K
41,50122,11,0,0,50,Private,Assoc-voc,Divorced,Sales,Own-child,White,Male,United-States,<=50K
26,276075,10,0,0,40,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,Black,Male,United-States,<=50K
42,361219,7,0,0,40,Private,11th,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
60,38622,10,0,0,40,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
39,134367,9,0,0,35,Local-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
18,177648,9,0,0,25,Private,HS-grad,Never-married,Sales,Own-child,White,Female,United-States,<=50K
81,137018,9,0,0,20,Self-emp-not-inc,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
17,276718,9,0,0,20,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
49,123807,9,0,0,40,Private,HS-grad,Separated,Adm-clerical,Unmarried,Black,Female,United-States,<=50K
41,73070,14,0,0,40,Federal-gov,Masters,Never-married,Prof-specialty,Other-relative,White,Female,United-States,<=50K
42,336513,13,15024,0,60,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
56,147989,10,0,0,40,Private,Some-college,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,United-States,<=50K
37,108282,13,0,0,45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
64,169482,10,0,0,40,Private,Some-college,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,United-States,<=50K
28,328949,15,0,0,60,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
23,186666,10,0,0,40,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
53,385183,10,0,0,60,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
45,194698,10,0,0,40,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
36,164526,14,10520,0,45,Self-emp-not-inc,Masters,Never-married,Sales,Not-in-family,White,Male,United-States,>50K
22,239954,10,0,0,40,Private,Some-college,Never-married,Adm-clerical,Other-relative,White,Male,United-States,<=50K
56,37394,14,0,0,40,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
33,119918,13,0,0,45,?,Bachelors,Never-married,?,Not-in-family,Black,Male,?,<=50K
47,185870,13,0,0,60,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
44,53956,10,0,0,45,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
29,187327,13,0,0,40,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
21,195532,9,0,0,40,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,United-States,<=50K
58,165315,9,0,0,35,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
44,228516,9,0,0,20,Private,HS-grad,Never-married,Other-service,Unmarried,White,Male,Portugal,<=50K
33,182771,13,0,0,80,?,Bachelors,Never-married,?,Own-child,Asian-Pac-Islander,Male,Philippines,<=50K
40,53774,9,4064,0,12,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,<=50K
32,178109,13,0,0,36,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
50,301583,9,0,0,40,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
21,175374,9,0,0,40,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
40,90222,10,0,0,40,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
28,189346,9,0,0,45,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
33,171216,13,0,0,50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
19,456736,9,2907,0,30,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
33,202642,13,0,0,40,Private,Bachelors,Separated,Prof-specialty,Other-relative,Black,Female,Jamaica,<=50K
64,186376,13,5178,0,40,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
44,165108,14,0,0,40,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
62,106069,4,0,0,40,Local-gov,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
37,124293,10,0,0,50,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
23,394191,9,0,0,40,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,United-States,<=50K
35,269300,9,0,0,40,Private,HS-grad,Separated,Other-service,Not-in-family,Black,Female,United-States,<=50K
22,100587,10,0,0,15,Private,Some-college,Never-married,Other-service,Own-child,Black,Female,United-States,<=50K
57,50791,11,0,0,20,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
45,84298,11,0,1977,50,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
50,145409,13,15024,0,40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
45,86505,10,0,0,40,Private,Some-college,Divorced,Sales,Not-in-family,White,Male,United-States,<=50K
64,152172,6,0,0,40,Local-gov,10th,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,?,<=50K
22,41763,10,0,0,40,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
67,197816,10,0,1844,70,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
49,250821,15,0,0,48,Private,Prof-school,Never-married,Farming-fishing,Other-relative,White,Male,United-States,<=50K
20,201680,10,0,0,35,?,Some-college,Never-married,?,Own-child,White,Male,United-States,<=50K
20,116666,10,0,0,8,Private,Some-college,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,India,<=50K
21,170456,12,0,0,15,Private,Assoc-acdm,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
28,138692,13,0,1887,40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
28,176972,13,0,0,45,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
41,26598,9,0,0,40,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
59,159048,9,0,0,40,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,United-States,<=50K
48,141511,14,0,0,40,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
21,148294,10,0,0,40,?,Some-college,Never-married,?,Own-child,White,Male,United-States,<=50K
35,218542,5,0,0,40,Private,9th,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,<=50K
34,293703,10,0,0,40,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,Philippines,<=50K
31,181372,9,0,0,35,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
26,599057,9,0,0,37,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,Black,Female,United-States,<=50K
25,193787,10,0,0,40,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,United-States,<=50K
25,58065,13,0,0,50,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,<=50K
58,142724,9,0,0,43,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
21,166827,10,0,0,32,Local-gov,Some-college,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
64,96076,11,0,0,40,Local-gov,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
31,142038,9,0,0,45,Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,United-States,<=50K
40,271665,10,0,0,50,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,<=50K
34,177331,10,4386,0,40,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,Black,Male,United-States,>50K
41,289636,11,0,0,48,Self-emp-inc,Assoc-voc,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
19,224849,9,0,0,35,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
43,184099,12,0,0,40,Private,Assoc-acdm,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
23,249087,13,0,0,40,Private,Bachelors,Never-married,Tech-support,Own-child,White,Female,United-States,<=50K
21,61777,10,0,0,70,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
35,191103,9,0,0,40,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
43,358199,10,3103,0,40,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
22,482082,7,0,0,40,Private,11th,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,Mexico,<=50K
49,157991,10,0,0,40,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,United-States,<=50K
42,23813,10,2885,0,30,Self-emp-inc,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,United-States,<=50K
50,285200,10,0,1887,35,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
18,212370,9,0,0,25,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
36,174938,13,0,0,20,Private,Bachelors,Divorced,Tech-support,Unmarried,White,Male,United-States,<=50K
48,227714,13,0,0,60,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
