C1,C2,C3,C4,C5,C6,C7,C8,C9,label
1483056000.0,1498750860.0,0.34,17.64,e1,Black,f13,g9,h2,i0
1446940800.0,1516385340.0,0.65,14.12,e0,Brown Tabby,f0,g1,h1,i1
1494720000.0,1544883480.0,0.48,15.98,e2,Tortie,f0,g7,h1,i1
1413763200.0,1478780100.0,0.67,7.27,e2,Blue,f18,g4,h1,i0
1473120000.0,1488388140.0,0.5,7.01,e2,Tan,f13,g9,h2,i1
1530057600.0,1532112420.0,0.9,44.62,e0,Orange Tabby,f13,g9,h1,i2
1469664000.0,1477326060.0,0.18,12.55,e1,Seal Point,f13,g9,h1,i0
1548288000.0,1553796060.0,0.65,41.87,e0,Tan,f13,g9,h2,i2
1485475200.0,1503413280.0,0.81,13.08,e0,Chocolate,f0,g1,h2,i1
1461369600.0,1494701460.0,0.93,35.51,e0,Brown,f15,g4,h3,i2
1472601600.0,1475156700.0,0.6,32.19,e2,Black,f13,g9,h2,i1
1399248000.0,1483861200.0,0.39,47.42,e0,Chocolate,f7,g1,h2,i1
1542067200.0,1549114800.0,0.24,17.82,e2,Black,f18,g4,h1,i0
1446163200.0,1479922560.0,0.2,32.52,e0,Blue,f0,g7,h2,i1
1530921600.0,1548183780.0,0.94,8.8,e1,Black,f0,g1,h2,i0
1502755200.0,1512926100.0,0.46,6.5,e1,Black,f0,g1,h2,i0
1520294400.0,1556040420.0,0.4,22.44,e0,Blue Tabby,f0,g1,h1,i1
1536364800.0,1546770540.0,0.59,21.02,e1,Black,f7,g1,h1,i0
1473206400.0,1489079280.0,0.74,26.87,e0,Red,f0,g1,h2,i1
1205280000.0,1523987340.0,0.94,47.39,e1,Black,f0,g1,h1,i0
1492300800.0,1557320340.0,0.43,10.07,e2,Black,f13,g9,h1,i0
1527206400.0,1535996520.0,0.73,12.33,e1,Brown Tabby,f0,g1,h1,i0
1478044800.0,1504516860.0,0.23,41.63,e1,White,f13,g9,h2,i0
1437264000.0,1474479960.0,0.83,41.4,e1,Brown,f0,g1,h2,i0
1445817600.0,1468746000.0,0.8,37.07,e2,Brown Tabby,f16,g9,h1,i1
1465084800.0,1530720000.0,0.15,43.81,e2,Tan,f13,g9,h2,i1
1456531200.0,1485087300.0,0.63,49.11,e2,Red,f13,g9,h2,i1
1499644800.0,1501934460.0,0.04,28.6,e0,Black,f13,g9,h1,i2
1481932800.0,1548676560.0,0.6,39.79,e2,Brown,f13,g9,h2,i0
1466726400.0,1472998260.0,0.65,35.89,e2,Brown Tabby,f13,g9,h1,i0
1424044800.0,1471288260.0,0.41,5.73,e0,Blue,f0,g1,h1,i1
1491696000.0,1556722260.0,0.21,31.42,e2,White,f0,g7,h2,i1
1421452800.0,1486544400.0,0.7,38.91,e1,Black,f16,g9,h1,i0
1527552000.0,1539781980.0,0.88,25.31,e1,Black,f0,g1,h2,i0
1532131200.0,1541328840.0,0.53,38.54,e2,Blue Tabby,f9,g2,h1,i1
1515110400.0,1532681520.0,0.91,21.68,e0,Brown,f15,g4,h3,i2
1123113600.0,1473180120.0,0.28,34.49,e0,Blue Tabby,f0,g1,h1,i1
1159315200.0,1539688980.0,0.92,23.69,e2,White,f13,g9,h2,i1
1518048000.0,1525594920.0,0.15,20.45,e1,Black,f7,g1,h1,i0
1512604800.0,1545989280.0,0.15,20.6,e0,Brown,f15,g4,h3,i2
1441152000.0,1506691440.0,0.42,26.94,e1,Brown,f0,g1,h2,i0
1467763200.0,1474126320.0,0.33,49.8,e2,Brown Tabby,f13,g9,h1,i0
1454284800.0,1527857220.0,0.41,23.18,e0,Black,f0,g1,h1,i1
1530316800.0,1537457760.0,0.58,20.22,e2,Black,f18,g4,h1,i0
1128902400.0,1483812780.0,0.09,45.38,e1,Black,f0,g7,h2,i0
1433980800.0,1492368480.0,0.7,15.96,e1,White,f0,g1,h2,i0
1454716800.0,1493133300.0,0.81,23.33,e0,Tricolor,f0,g1,h2,i1
1536019200.0,1540144980.0,0.34,32.75,e2,Black,f13,g9,h1,i0
1472083200.0,1530102900.0,0.35,27.48,e1,Blue,f13,g9,h2,i0
1443312000.0,1477766100.0,0.31,43.53,e0,Torbie,f0,g1,h1,i1
1427673600.0,1556127180.0,0.48,11.68,e2,Black,f17,g9,h1,i0
1202688000.0,1529084760.0,0.79,33.31,e1,Tricolor,f0,g7,h2,i0
1463270400.0,1529159460.0,0.06,18.77,e0,Sable,f13,g9,h2,i1
1515024000.0,1527337800.0,0.88,14.9,e0,Torbie,f0,g1,h1,i1
1384992000.0,1481722860.0,0.84,12.46,e0,Tricolor,f0,g1,h2,i1
1530835200.0,1540117200.0,0.63,49.85,e1,Brown Tabby,f7,g1,h1,i0
1498435200.0,1501604340.0,0.41,43.36,e0,Orange Tabby,f13,g9,h1,i2
1444521600.0,1509473760.0,0.23,33.37,e0,Brown,f0,g4,h3,i2
1225670400.0,1528127280.0,0.4,34.03,e1,Black,f0,g1,h2,i0
1482192000.0,1485447060.0,1.0,5.55,e2,Black,f13,g9,h1,i1
1495929600.0,1530107400.0,0.16,23.43,e0,White,f0,g1,h2,i1
1270684800.0,1546673760.0,0.92,22.12,e0,Brown,f7,g1,h2,i1
1471564800.0,1474727460.0,0.86,29.94,e0,Orange Tabby,f13,g9,h1,i2
1507507200.0,1513957800.0,0.69,45.69,e2,Blue Tabby,f13,g9,h1,i1
1513987200.0,1529431020.0,0.99,14.17,e0,White,f0,g1,h2,i1
1481414400.0,1514748420.0,0.08,36.56,e0,Black,f18,g4,h3,i2
1539388800.0,1546963500.0,0.28,27.16,e1,Brown,f0,g1,h2,i0
1510876800.0,1544297220.0,0.45,18.74,e1,White,f0,g7,h2,i0
1365552000.0,1557152040.0,0.83,42.4,e1,Orange Tabby,f17,g9,h1,i0
1512086400.0,1543388880.0,0.46,10.21,e1,Black,f7,g1,h1,i0
1519862400.0,1527099840.0,0.27,34.56,e1,Brown Tabby,f7,g1,h1,i0
1531612800.0,1540487880.0,0.54,13.01,e1,Orange Tabby,f0,g1,h1,i0
1323993600.0,1545141240.0,0.7,42.41,e1,Brown,f0,g7,h2,i0
1483833600.0,1549201440.0,0.27,33.5,e0,Black,f13,g9,h2,i1
1507939200.0,1512432000.0,0.05,17.99,e2,Black,f13,g9,h2,i1
1538006400.0,1547404140.0,0.89,46.07,e0,Torbie,f0,g1,h1,i1
1503619200.0,1537381740.0,0.58,31.87,e0,Blue Tabby,f17,g9,h1,i1
1477699200.0,1543753500.0,0.37,20.67,e1,Brown Tabby,f13,g9,h1,i0
1421107200.0,1524142020.0,0.31,14.93,e1,Black,f0,g1,h2,i0
1499817600.0,1505304480.0,0.95,26.21,e2,Black,f13,g9,h1,i0
1508630400.0,1544374980.0,0.02,20.81,e0,Chocolate,f0,g1,h2,i1
1482624000.0,1491222060.0,0.76,5.54,e2,Blue Tabby,f0,g1,h1,i1
1479340800.0,1488872520.0,0.66,31.4,e0,Tortie,f7,g1,h1,i1
1497744000.0,1500813240.0,0.58,31.41,e0,Orange Tabby,f13,g9,h1,i2
1485043200.0,1492541340.0,0.55,9.31,e0,Red,f0,g1,h2,i1
1295568000.0,1518873060.0,0.91,38.08,e1,White,f13,g9,h2,i0
1507507200.0,1541344440.0,0.17,9.62,e0,Tan,f13,g9,h2,i1
1488672000.0,1556724360.0,0.27,8.79,e0,Lynx Point,f0,g1,h1,i1
1497657600.0,1518080400.0,0.44,40.32,e2,Brown Tabby,f16,g9,h1,i1
1407715200.0,1545826440.0,0.66,32.19,e0,Brown Brindle,f12,g1,h2,i1
1353024000.0,1481194680.0,0.24,30.43,e2,Black,f15,g4,h1,i1
1076371200.0,1490276940.0,0.13,18.48,e0,Black,f18,g4,h2,i1
1491782400.0,1525700280.0,0.76,20.71,e0,Brown,f13,g9,h2,i1
1520812800.0,1534445460.0,0.77,11.28,e2,Black,f0,g7,h2,i1
1528156800.0,1546955640.0,0.28,43.35,e0,Torbie,f0,g1,h1,i1
1483142400.0,1548778200.0,0.11,26.63,e0,Gray Tabby,f0,g1,h1,i1
1438387200.0,1506618720.0,0.45,14.66,e1,Fawn,f0,g1,h2,i0
1252972800.0,1479125040.0,0.42,20.68,e1,Red,f0,g7,h2,i0
1473984000.0,1539273420.0,0.92,11.19,e1,Black,f0,g1,h1,i0
1465084800.0,1530470940.0,0.67,11.66,e0,Red,f0,g1,h2,i1
1505260800.0,1539092460.0,0.08,7.6,e0,Black,f0,g1,h2,i1
1267833600.0,1492014480.0,0.85,11.48,e0,Blue,f0,g1,h1,i1
1500508800.0,1503429360.0,0.83,5.8,e0,Calico,f13,g9,h1,i2
1509580800.0,1512038520.0,0.65,12.69,e2,Sable,f9,g2,h2,i0
1488672000.0,1528805400.0,0.22,23.21,e0,Brown,f7,g1,h2,i1
1536019200.0,1556383860.0,0.92,11.02,e2,White,f13,g9,h2,i1
1523577600.0,1557060120.0,0.42,47.44,e2,Black,f0,g7,h2,i0
1477699200.0,1481654580.0,0.72,5.33,e2,Torbie,f13,g9,h1,i1
1340236800.0,1499857500.0,0.18,24.37,e0,Tan,f0,g7,h2,i1
1470441600.0,1504180020.0,0.29,20.8,e0,Green,f0,g1,h0,i2
1520380800.0,1554043560.0,0.53,11.18,e1,Tan,f0,g1,h2,i0
1471737600.0,1516820100.0,0.53,42.6,e0,Brown Tabby,f0,g7,h1,i1
1327276800.0,1506012300.0,0.07,26.57,e0,Black,f11,g4,h2,i1
1531267200.0,1546538280.0,0.64,42.76,e1,Black,f13,g9,h2,i0
1537056000.0,1540217640.0,0.07,15.3,e2,Black Smoke,f13,g9,h1,i1
1507939200.0,1512432000.0,0.52,30.04,e2,Chocolate,f13,g9,h2,i1
1422748800.0,1518791700.0,0.22,42.61,e1,Blue,f0,g1,h2,i0
1550102400.0,1557419580.0,0.84,29.21,e0,Tan,f0,g1,h2,i1
1374105600.0,1471181700.0,0.5,38.51,e2,Black,f1,g4,h2,i1
1461456000.0,1526395800.0,0.07,12.94,e2,Orange Tabby,f13,g9,h1,i1
1491523200.0,1556905380.0,0.57,25.12,e1,Black,f0,g1,h2,i0
1491264000.0,1527963900.0,0.03,23.74,e0,Black,f0,g1,h2,i1
1409097600.0,1474291020.0,0.11,10.08,e2,Black,f18,g4,h2,i0
1469836800.0,1477324200.0,0.07,32.86,e2,Brown Brindle,f13,g9,h2,i1
1422748800.0,1519399440.0,0.25,20.11,e2,Blue,f0,g7,h2,i1
1247529600.0,1471279140.0,0.78,32.64,e0,Blue,f13,g9,h2,i1
1417910400.0,1483006380.0,0.69,28.33,e0,Brown,f0,g4,h0,i2
1480204800.0,1486920900.0,0.78,36.04,e2,Black,f13,g9,h1,i1
1269043200.0,1524560160.0,0.21,40.34,e1,Brown Tabby,f0,g1,h1,i0
1207612800.0,1500038520.0,0.53,10.11,e0,Black,f0,g7,h1,i1
1469923200.0,1535558400.0,0.07,38.22,e1,Brown Brindle,f0,g1,h2,i0
1512691200.0,1546075080.0,0.12,25.61,e2,Gray,f15,g4,h3,i1
1464739200.0,1501200000.0,0.43,31.23,e0,Brown,f13,g9,h2,i1
1507075200.0,1541779200.0,0.73,28.59,e1,Brown Brindle,f0,g1,h2,i0
1240099200.0,1510135680.0,0.58,32.16,e1,Brown Tabby,f7,g1,h1,i0
1490313600.0,1523869980.0,0.11,39.4,e1,Tricolor,f0,g7,h2,i0
1444867200.0,1543330020.0,0.33,14.5,e0,Calico,f0,g1,h1,i1
1491696000.0,1500132360.0,0.89,44.31,e0,Tan,f7,g1,h2,i1
1530489600.0,1538933940.0,0.81,30.14,e0,Cream,f0,g1,h2,i1
1544486400.0,1547652480.0,0.54,21.59,e2,Calico,f13,g9,h1,i1
1378425600.0,1487251500.0,0.1,12.24,e1,Fawn,f0,g7,h2,i0
1489104000.0,1554227280.0,0.1,44.73,e0,Black,f0,g1,h2,i1
1465516800.0,1483207980.0,0.36,12.12,e2,Brown,f15,g4,h3,i0
1479254400.0,1544188860.0,0.08,27.75,e0,Black,f18,g4,h1,i1
1532304000.0,1545481740.0,0.08,18.56,e1,Orange Tabby,f7,g1,h1,i0
1499040000.0,1513706520.0,0.84,7.52,e1,Tricolor,f0,g1,h2,i0
1475539200.0,1508922000.0,0.74,22.27,e1,Black,f16,g9,h1,i0
1378771200.0,1475340300.0,0.6,11.89,e0,Brown,f15,g4,h3,i2
1466035200.0,1469470800.0,0.23,35.06,e2,Brown Tabby,f13,g9,h1,i1
1483660800.0,1487863560.0,0.41,48.36,e2,Orange Tabby,f13,g9,h1,i1
1528329600.0,1536428760.0,0.3,24.65,e1,Black,f0,g1,h1,i0
1202947200.0,1521310980.0,0.31,27.31,e1,Brown,f0,g1,h2,i0
1421625600.0,1488240000.0,0.92,40.74,e0,Tan,f13,g9,h2,i1
1478476800.0,1544116560.0,0.92,39.96,e0,Red Merle,f0,g1,h2,i1
1531008000.0,1546407000.0,0.04,40.46,e0,Sable,f0,g1,h2,i1
1201219200.0,1487426640.0,0.13,5.29,e2,Tan,f13,g9,h2,i1
1531612800.0,1539104220.0,0.39,26.49,e0,Black,f0,g1,h2,i1
1480896000.0,1519915860.0,0.24,5.39,e0,Sable,f0,g7,h2,i1
1472947200.0,1480440120.0,0.69,28.32,e0,Black,f0,g1,h1,i1
1059696000.0,1471876080.0,0.25,10.01,e1,Brown Tabby,f0,g7,h1,i0
1468972800.0,1502795220.0,0.21,5.04,e0,Gray,f0,g7,h2,i1
1429401600.0,1490550000.0,0.28,35.04,e1,Tan,f0,g1,h2,i0
1464825600.0,1533638340.0,0.57,18.63,e0,White,f13,g9,h2,i1
1468195200.0,1475344260.0,0.93,37.59,e2,White,f13,g9,h2,i0
1496793600.0,1505927460.0,0.43,21.73,e1,Black,f0,g1,h1,i0
1471564800.0,1536947040.0,0.18,26.51,e1,Black,f0,g1,h2,i0
1507766400.0,1525290300.0,0.21,47.31,e2,White,f0,g7,h2,i1
1410912000.0,1477061760.0,0.19,29.39,e0,Tan,f0,g1,h2,i1
1505520000.0,1513789260.0,0.24,46.42,e1,Orange Tabby,f7,g1,h1,i0
1396310400.0,1549997340.0,0.31,42.0,e1,Black,f0,g7,h2,i0
1453507200.0,1471454640.0,0.33,7.34,e0,Calico,f0,g1,h1,i1
1510617600.0,1518690300.0,0.78,5.75,e0,Brown Tabby,f7,g1,h1,i1
1445385600.0,1533381960.0,0.87,49.87,e2,White,f0,g7,h2,i1
1397174400.0,1525564800.0,0.88,42.69,e1,Silver,f13,g9,h2,i0
1473120000.0,1482853680.0,0.32,28.55,e0,Calico,f0,g1,h1,i1
1441238400.0,1537797960.0,0.33,48.81,e1,Black,f13,g9,h1,i0
1371945600.0,1531941780.0,0.34,7.12,e2,Brown,f0,g1,h2,i0
1288828800.0,1543276800.0,0.62,18.83,e0,Black,f13,g9,h2,i1
1412121600.0,1510942920.0,0.92,41.22,e1,White,f13,g9,h1,i0
1402617600.0,1499700180.0,0.61,7.12,e1,Seal Point,f13,g9,h1,i0
1387065600.0,1483606800.0,0.2,7.66,e2,Brown Tabby,f16,g9,h1,i0
1508457600.0,1542711660.0,0.85,26.61,e0,Tan,f13,g9,h2,i1
1457740800.0,1554482880.0,0.58,15.59,e2,Tan,f0,g7,h2,i0
1479427200.0,1488652320.0,0.44,24.15,e0,Brown Tabby,f0,g1,h1,i1
1408838400.0,1538174340.0,0.74,14.19,e1,Brown Tabby,f0,g1,h1,i0
1516665600.0,1528999140.0,0.35,39.67,e0,Torbie,f0,g1,h1,i1
1357344000.0,1538327700.0,0.21,26.2,e1,Blue,f0,g7,h2,i0
1417392000.0,1482345900.0,0.71,35.25,e1,Brown Brindle,f0,g7,h2,i0
1479945600.0,1547487900.0,0.02,17.86,e2,Brown,f13,g9,h2,i1
1484784000.0,1502731020.0,0.23,37.8,e1,Brown Brindle,f0,g7,h2,i0
1482710400.0,1500922500.0,0.26,32.77,e0,Calico,f0,g1,h1,i1
1498867200.0,1511547300.0,0.2,32.4,e0,Brown Tabby,f0,g1,h1,i1
1475625600.0,1509363360.0,0.03,8.73,e1,White,f0,g1,h2,i0
1503100800.0,1528995540.0,0.41,10.32,e0,Torbie,f0,g1,h1,i1
1539734400.0,1547400900.0,0.69,39.31,e1,White,f7,g1,h1,i0
1481760000.0,1546898100.0,0.44,49.68,e0,Brown Tabby,f18,g4,h1,i2
1499040000.0,1509208680.0,0.47,30.69,e2,Chocolate,f13,g9,h2,i1
1535068800.0,1544197560.0,0.15,6.86,e0,Red,f0,g1,h2,i1
1403049600.0,1499876640.0,0.17,24.35,e1,Black Brindle,f13,g9,h2,i0
1499299200.0,1511709900.0,0.33,36.65,e2,Sable,f0,g7,h2,i1
1527984000.0,1535139540.0,0.94,5.45,e1,Blue,f0,g1,h1,i0
1518048000.0,1546585020.0,0.43,35.68,e1,White,f0,g1,h2,i0
1493078400.0,1522258680.0,0.23,30.6,e1,Brown,f0,g1,h2,i0
1418256000.0,1521024540.0,0.51,22.56,e1,Brown Tabby,f7,g1,h1,i0
1545523200.0,1553617680.0,0.79,32.59,e0,Black,f7,g1,h1,i1
1428105600.0,1484729400.0,0.4,39.34,e1,Tan,f7,g1,h2,i0
1491868800.0,1520621280.0,0.06,31.77,e0,Blue Merle,f0,g1,h2,i1
1529798400.0,1532018460.0,0.3,13.16,e2,Torbie,f13,g9,h1,i1
1308873600.0,1474371000.0,0.4,13.99,e0,Black,f0,g7,h2,i1
1526428800.0,1529242260.0,0.79,33.34,e0,Pink,f0,g4,h3,i2
1404345600.0,1532174880.0,0.61,5.99,e1,Seal Point,f0,g1,h1,i0
1485129600.0,1550220480.0,0.2,46.85,e0,Brown,f15,g4,h3,i2
1368489600.0,1474135140.0,0.66,29.22,e0,Gray,f0,g1,h2,i1
1374364800.0,1471867320.0,0.8,48.49,e0,Tricolor,f13,g9,h2,i1
1478044800.0,1514822340.0,0.06,26.58,e0,Black,f13,g9,h1,i1
1375315200.0,1473066720.0,0.7,32.8,e1,Brown Brindle,f1,g4,h2,i0
1416700800.0,1481629260.0,0.65,23.31,e2,Sable,f0,g7,h2,i0
1496793600.0,1530262800.0,0.7,7.81,e2,Blue,f16,g9,h1,i0
1535155200.0,1539614040.0,0.28,15.7,e2,Black,f13,g9,h1,i0
1534809600.0,1547473140.0,0.92,31.01,e1,Orange Tabby,f7,g1,h1,i0
1402790400.0,1478435940.0,0.03,42.38,e0,Blue Cream,f0,g1,h1,i1
1400889600.0,1497711420.0,0.45,10.81,e1,White,f13,g9,h2,i0
1281225600.0,1519311360.0,0.27,18.54,e1,Black,f7,g1,h1,i0
1454630400.0,1519719240.0,0.14,24.21,e0,Black,f15,g4,h3,i2
1473811200.0,1484500680.0,0.05,14.77,e0,Brown Tabby,f0,g1,h1,i1
1471132800.0,1505304480.0,0.86,6.53,e0,Black,f13,g9,h1,i1
1496793600.0,1530258780.0,0.12,8.86,e0,Brown,f15,g4,h3,i2
1378425600.0,1538058000.0,0.13,30.17,e2,Black,f13,g9,h2,i1
1215820800.0,1471547880.0,0.09,28.61,e0,Calico,f0,g1,h1,i1
1442188800.0,1476205980.0,0.81,14.52,e0,Blue Merle,f0,g1,h2,i1
1468195200.0,1533128520.0,0.69,43.01,e0,Chocolate,f0,g7,h2,i1
1352332800.0,1506703980.0,0.6,24.52,e0,Red,f7,g1,h2,i1
1423526400.0,1488563100.0,0.95,29.28,e0,Black,f6,g2,h3,i2
1509408000.0,1522347300.0,0.11,29.68,e0,White,f7,g1,h2,i1
1469836800.0,1503595920.0,0.14,25.89,e0,Red,f0,g1,h2,i1
1479427200.0,1489078440.0,0.32,43.67,e0,White,f0,g1,h1,i1
1503100800.0,1536857940.0,0.15,42.13,e0,Tricolor,f13,g9,h2,i1
1422057600.0,1519235640.0,0.76,20.92,e2,Black,f18,g4,h1,i0
1431734400.0,1499599800.0,0.63,47.12,e1,Brown,f0,g1,h2,i0
1398211200.0,1473790080.0,0.81,13.16,e0,Black,f0,g1,h2,i1
1499990400.0,1534118400.0,0.03,47.75,e1,White,f13,g9,h2,i0
1475107200.0,1483382760.0,0.53,39.79,e0,Black,f0,g1,h1,i1
1531699200.0,1539676800.0,0.99,25.14,e0,Brown Brindle,f7,g1,h2,i1
1491955200.0,1518368280.0,0.66,40.34,e0,Brown Tabby,f0,g1,h1,i1
1546041600.0,1554912360.0,0.36,22.56,e1,Brown Tabby,f0,g1,h1,i0
1326067200.0,1549219860.0,0.4,42.65,e0,White,f0,g1,h2,i1
1476057600.0,1480521060.0,0.3,11.42,e0,Gray,f18,g4,h3,i2
1480809600.0,1498311360.0,0.08,36.43,e0,Brown,f15,g4,h3,i2
1458777600.0,1514560800.0,0.05,21.84,e1,Brown Brindle,f0,g7,h2,i0
1420761600.0,1485803400.0,0.4,48.36,e2,White,f0,g7,h2,i0
1473379200.0,1510166700.0,0.88,40.19,e1,Black,f0,g7,h2,i0
1452643200.0,1549482240.0,0.54,15.71,e2,Calico Point,f17,g9,h1,i1
1314489600.0,1506599940.0,0.58,35.54,e1,White,f0,g1,h3,i0
1541289600.0,1549979760.0,0.27,7.3,e1,Orange Tabby,f7,g1,h1,i0
1515110400.0,1522259400.0,0.13,22.45,e1,Cream Tabby,f0,g1,h1,i0
1449273600.0,1546696020.0,0.17,8.81,e2,Blue,f0,g7,h2,i0
1370476800.0,1532790540.0,0.96,16.92,e1,Black,f13,g9,h2,i0
1478649600.0,1483084620.0,0.62,42.54,e0,Brown,f9,g2,h3,i2
1465689600.0,1499272980.0,0.26,6.82,e0,Blue,f0,g7,h2,i1
1398902400.0,1494245880.0,0.77,35.34,e1,White,f13,g9,h2,i0
1478476800.0,1501200000.0,0.76,43.76,e0,Black,f13,g9,h1,i1
1483315200.0,1548410160.0,0.7,20.44,e0,Brown,f15,g4,h3,i2
1080604800.0,1490024340.0,0.84,45.64,e1,Black,f0,g7,h2,i0
1503014400.0,1536777360.0,0.87,14.82,e0,Tricolor,f0,g1,h2,i1
1511568000.0,1521641640.0,0.27,33.74,e0,Brown Tabby,f7,g1,h1,i1
1529193600.0,1544428740.0,0.38,13.82,e0,Black,f7,g1,h1,i1
1458777600.0,1504602540.0,0.65,41.96,e2,White,f0,g7,h2,i1
1481587200.0,1499103300.0,0.04,24.31,e0,Brown,f15,g4,h3,i2
1488240000.0,1522412400.0,0.56,34.55,e0,Black,f0,g1,h2,i1
1511654400.0,1519906560.0,0.11,41.33,e1,Brown Tabby,f7,g1,h1,i0
1439164800.0,1536173820.0,0.8,29.89,e0,Brown Tabby,f17,g9,h1,i1
1358899200.0,1487012220.0,0.28,30.18,e1,Brown,f0,g7,h2,i0
1388534400.0,1486147260.0,0.8,44.72,e1,Brown,f0,g1,h2,i0
1441152000.0,1537877400.0,0.16,8.24,e2,Black,f0,g7,h2,i0
1502496000.0,1533494220.0,0.58,21.4,e1,Brown,f0,g7,h2,i0
1531267200.0,1541358600.0,0.9,29.06,e0,Fawn,f0,g1,h2,i1
1406246400.0,1471287120.0,0.19,44.12,e1,White,f0,g7,h2,i0
1450137600.0,1548516480.0,0.57,27.02,e2,Black,f13,g9,h2,i1
1392940800.0,1470150660.0,0.12,31.87,e1,Brown,f15,g4,h2,i0
1410566400.0,1476900840.0,0.04,36.72,e1,Tan,f0,g1,h2,i0
1452643200.0,1488200100.0,0.34,5.14,e0,Red Tick,f13,g9,h2,i1
1363910400.0,1529170080.0,0.29,9.23,e2,Blue,f0,g7,h2,i0
1471737600.0,1479747660.0,0.58,31.22,e1,Black,f0,g1,h1,i0
1471219200.0,1536537600.0,0.76,25.24,e2,White,f13,g9,h2,i1
1312416000.0,1504638660.0,0.56,35.29,e1,Brown,f18,g4,h2,i0
1479513600.0,1487582280.0,0.52,44.35,e1,Orange Tabby,f7,g1,h1,i0
1488067200.0,1554042480.0,0.81,34.07,e1,White,f0,g1,h2,i0
1470096000.0,1474704000.0,0.72,31.19,e0,Black,f15,g4,h3,i2
1519516800.0,1552930320.0,0.74,16.08,e1,Brown,f0,g1,h2,i0
1452124800.0,1485680400.0,0.06,23.09,e2,Orange Tabby,f16,g9,h1,i0
1526083200.0,1538242440.0,0.81,45.37,e2,Black,f0,g1,h1,i1
1535846400.0,1540737840.0,0.1,40.99,e2,Brown Tabby,f13,g9,h1,i0
1487289600.0,1499790000.0,0.98,17.57,e0,Calico,f16,g9,h1,i1
1529539200.0,1550483280.0,0.08,35.55,e0,Tan,f13,g9,h2,i1
1390608000.0,1518652800.0,0.12,36.12,e0,Black,f0,g7,h2,i1
1475884800.0,1541184600.0,0.12,32.25,e1,Black,f0,g8,h2,i0
1480118400.0,1488546060.0,0.8,9.41,e0,Cream Tabby,f0,g1,h1,i1
1482192000.0,1493638860.0,0.56,21.08,e0,Brown Tabby,f7,g1,h1,i1
1478908800.0,1512374040.0,0.26,49.5,e0,Brown,f15,g4,h3,i2
1393372800.0,1490028600.0,0.6,35.99,e2,White,f13,g9,h2,i1
1507334400.0,1541859660.0,0.61,10.9,e0,Brown Tabby,f0,g1,h1,i1
1481068800.0,1490533200.0,0.44,29.97,e2,Brown Tabby,f13,g9,h1,i1
1166227200.0,1483883820.0,0.27,37.58,e0,Black,f0,g7,h1,i1
1480636800.0,1493719020.0,0.8,24.63,e0,Black,f7,g1,h1,i1
1511395200.0,1545068340.0,0.23,7.69,e2,Brown,f0,g7,h2,i0
1491782400.0,1525629780.0,0.12,15.91,e0,Calico,f13,g9,h1,i1
1167004800.0,1549562640.0,0.2,5.63,e1,Black,f0,g1,h1,i0
1476748800.0,1487684280.0,0.93,25.51,e0,Tortie,f7,g1,h1,i1
1500854400.0,1535734200.0,0.22,41.56,e0,Blue,f0,g1,h1,i1
1448323200.0,1481792400.0,0.65,23.47,e0,Brown Tabby,f16,g9,h1,i1
1433635200.0,1483118760.0,0.6,38.25,e0,Black,f0,g1,h2,i1
1468454400.0,1476555060.0,0.57,10.8,e0,Orange Tabby,f0,g1,h1,i1
1541376000.0,1545782400.0,0.39,32.05,e2,Gray Tabby,f13,g9,h1,i1
1498780800.0,1513107420.0,0.97,23.95,e0,Calico,f0,g1,h1,i1
1499299200.0,1510390800.0,0.26,18.31,e1,Orange Tabby,f16,g9,h1,i0
1544745600.0,1556034960.0,0.28,23.65,e1,Brown Tabby,f7,g1,h1,i0
1501372800.0,1509820140.0,0.85,46.33,e0,Black,f0,g1,h1,i1
1338076800.0,1500163200.0,0.0,35.36,e0,Calico,f13,g9,h1,i1
1485993600.0,1555764600.0,0.97,11.13,e1,Black,f0,g7,h2,i0
1485561600.0,1531060200.0,0.06,7.17,e2,Tan,f0,g7,h2,i0
1449273600.0,1520687220.0,0.23,42.42,e0,Blue,f13,g9,h2,i1
1478908800.0,1516023180.0,0.71,18.8,e1,Orange Tabby,f13,g9,h1,i0
1469145600.0,1472309760.0,0.14,36.35,e0,Orange Tabby,f13,g9,h1,i2
1374192000.0,1505906040.0,0.85,24.48,e1,Black,f0,g7,h2,i0
1466640000.0,1474118280.0,0.16,42.42,e0,Calico,f0,g1,h1,i1
1513641600.0,1547386980.0,0.33,10.44,e2,Brown Tabby,f17,g9,h1,i0
1532995200.0,1542474540.0,0.65,39.33,e2,Blue Tabby,f17,g9,h1,i0
1506384000.0,1514376780.0,0.0,15.55,e2,Black,f13,g9,h1,i0
1478217600.0,1511686800.0,0.22,24.59,e2,Tortie,f16,g9,h1,i0
1537747200.0,1540825020.0,0.5,35.48,e0,Tortie,f13,g9,h1,i2
1463875200.0,1537962600.0,0.62,23.17,e1,Black,f0,g1,h1,i0
1220400000.0,1527249180.0,0.79,17.2,e0,Black,f13,g9,h2,i1
1497916800.0,1514764800.0,0.48,15.97,e0,Torbie,f13,g9,h1,i1
1502668800.0,1556546940.0,0.81,15.77,e0,Black,f0,g7,h2,i1
1481414400.0,1491657060.0,0.0,37.44,e1,Brown Tabby,f7,g1,h1,i0
