C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,label
1476.0,0.4607046,0.0,0.2296748,0.1758794,0.8455285,0.0,0.6786271,0.0015601,0.024961,0.1182944,0.0,0.9984399,0.221458,0.0704225,0.8333333,18100.0
307.0,0.504886,0.276873,0.1042345,0.125,0.9153094,0.009772,0.7946429,0.0,0.0,0.0743802,0.25,1.0,0.2479339,0.2,1.0,31300.0
198.0,0.5252525,0.0,0.1313131,0.0744681,0.9444444,0.0,0.8135593,0.0,0.0,0.2891566,0.0,0.9830508,0.1445783,0.0,0.0,40500.0
75.0,0.48,0.0,0.24,0.1538462,0.8666667,0.0,0.6875,0.0,0.0,0.36,0.0,1.0,0.14,0.0,1.0,19800.0
21505.0,0.4706812,0.0968147,0.1836317,0.1512782,0.8463613,0.0119507,0.6886338,0.0037887,0.0306544,0.1566615,0.0916188,0.9840413,0.3285244,0.0911972,0.6078431,24400.0
2366.0,0.4746407,0.0,0.4226543,0.1914722,0.7202029,0.0,0.5631741,0.0030817,0.0677966,0.4202769,0.0,0.98151,0.5667709,0.008427,0.2972973,82300.0
924.0,0.4621212,0.0,0.2467532,0.22334,0.7510823,0.0833333,0.6149584,0.0027701,0.0304709,0.05,0.0,0.9972299,0.3289474,0.0887097,0.3333333,24400.0
3259.0,0.6259589,0.0171832,0.4789813,0.219032,0.4265112,0.436637,0.5653631,0.0011173,0.0547486,0.0867347,0.0022346,0.9061453,0.4408163,0.1015038,0.2631579,149200.0
13989.0,0.4687254,0.0376725,0.1883623,0.1385899,0.8330117,0.0065766,0.6571125,0.0033616,0.042109,0.0504032,0.0309625,0.8917197,0.2239583,0.0927419,0.5777778,31400.0
50627.0,0.4894424,0.1807929,0.149762,0.1257351,0.7759101,0.0592174,0.6380155,0.0045056,0.0413923,0.0781414,0.1392781,0.9937614,0.3400885,0.0683025,0.5242291,28800.0
506.0,0.4426877,0.0059289,0.3853755,0.2092199,0.6699605,0.1758893,0.6335079,0.0,0.0418848,0.0255102,0.0052356,1.0,0.3163265,0.1147541,0.0,22300.0
6662.0,0.4788352,0.0073551,0.1196337,0.0987903,0.8665566,0.0070549,0.7191673,0.003535,0.0424195,0.0300952,0.0070699,0.9835035,0.2281905,0.063772,0.55,66100.0
2223.0,0.4705353,0.0017994,0.1677913,0.1452846,0.8497526,0.0049483,0.6808036,0.0033482,0.0290179,0.125,0.0022321,0.9988839,0.3554688,0.1020408,0.3,19600.0
5333.0,0.4909057,0.0030002,0.1192575,0.0744015,0.88018,0.008438,0.7732856,0.0015353,0.0542477,0.043095,0.0025589,0.9892528,0.1204701,0.075188,0.5185185,198500.0
6290.0,0.4441971,0.5944356,0.145151,0.1633295,0.8538951,0.0325914,0.7174688,0.0044563,0.0245098,0.0653894,0.5334225,0.9973262,0.3036235,0.1256545,0.7222222,27200.0
7322564.0,0.4694649,0.2871278,0.130189,0.1072505,0.8009335,0.0229254,0.6153463,0.0021948,0.0556295,0.0577401,0.253756,0.8031688,0.6729874,0.1099689,0.5527978,149700.0
9083.0,0.4769349,0.0007707,0.4909171,0.1239739,0.8837389,0.0118903,0.8072786,0.0018311,0.0210575,0.1895752,0.0004578,0.9981689,0.3184938,0.04047,0.5393258,55700.0
98.0,0.5102041,0.0,0.2040816,0.1458333,0.744898,0.0,0.5208333,0.0208333,0.0416667,0.2835821,0.0,1.0,0.5074627,0.0,1.0,14999.0
880.0,0.5034091,0.0090909,0.0943182,0.0686499,0.8886364,0.0,0.7415385,0.0030769,0.0338462,0.1168478,0.0061538,0.9507692,0.2608696,0.175,0.5,27700.0
142.0,0.5,0.0,0.1267606,0.0704225,0.9084507,0.0,0.7843137,0.0,0.0392157,0.15,0.0,0.9607843,0.3166667,0.3333333,0.0,14999.0
5126.0,0.4496684,0.0060476,0.1207569,0.0801134,0.7317597,0.1320718,0.6925163,0.0032538,0.0563991,0.0405827,0.0065076,0.9853579,0.3647242,0.0541612,0.2857143,60400.0
2704.0,0.4696746,0.0073964,0.2644231,0.153417,0.6993343,0.1690089,0.6612576,0.0010142,0.0182556,0.0978957,0.0030426,0.994929,0.2827081,0.0672269,0.6818182,26700.0
523.0,0.4608031,0.0,0.1548757,0.1241135,0.9043977,0.0,0.7614213,0.0050761,0.0101523,0.1581197,0.0,1.0,0.4401709,0.08,0.5,16000.0
1003.0,0.4845464,0.003988,0.1046859,0.098646,0.8973081,0.0,0.7611549,0.007874,0.023622,0.0592593,0.0052493,0.992126,0.1950617,0.0819672,1.0,38600.0
660.0,0.4818182,0.0,0.1272727,0.1432749,0.8681818,0.0,0.6956522,0.0039526,0.0316206,0.0155642,0.0,0.9960474,0.2957198,0.0410959,0.0,50600.0
11314.0,0.474368,0.3515114,0.1200283,0.1118211,0.8554888,0.0008839,0.6745548,0.004686,0.0424086,0.0852979,0.3280225,0.9746954,0.3229747,0.1007014,0.5714286,15800.0
16317.0,0.46044,0.1932341,0.1711099,0.1597001,0.8171845,0.0308267,0.6660693,0.0029869,0.0292712,0.0489987,0.1662186,0.9964158,0.3915637,0.0656745,0.2857143,30900.0
1958.0,0.4576098,0.0444331,0.1460674,0.079096,0.8319714,0.0,0.6711004,0.0072551,0.0604595,0.0154762,0.0350665,0.9927449,0.3404762,0.0564263,0.0,46200.0
173.0,0.5260116,0.0,0.1445087,0.0853659,0.9537572,0.0,0.8709677,0.0,0.0,0.0882353,0.0,0.983871,0.25,0.0,1.0,21600.0
358.0,0.3435754,0.0083799,0.4441341,0.412766,0.3715084,0.5391061,0.6833333,0.0166667,0.0833333,0.0322581,0.0,1.0,0.1129032,0.25,0.0,45200.0
2119.0,0.4539877,0.0,0.2463426,0.2221262,0.7805569,0.059462,0.6457399,0.0044843,0.0168161,0.0490405,0.0,0.9988789,0.315565,0.0313589,0.3333333,38100.0
1999.0,0.4717359,0.0,0.1915958,0.1619318,0.8554277,0.0275138,0.7139142,0.0,0.0156047,0.0690073,0.0,1.0,0.220339,0.0671141,0.4285714,30200.0
29205.0,0.4831707,0.0205444,0.0693717,0.0689678,0.9033727,0.0055812,0.7748881,0.0020958,0.0235305,0.0783212,0.0182909,0.9557969,0.2195101,0.0721221,0.2678571,75000.0
1560.0,0.4865385,0.0,0.1141026,0.0786517,0.8179487,0.0,0.6671827,0.0123839,0.0789474,0.119891,0.0,0.995356,0.4414169,0.045283,0.6,80900.0
5085.0,0.4542773,0.3996067,0.1781711,0.1621622,0.8660767,0.0232055,0.7206522,0.0038043,0.0173913,0.0510572,0.3293478,0.9961957,0.3058277,0.1704225,0.1666667,24200.0
439.0,0.476082,0.0,0.2232346,0.1,0.8974943,0.0,0.7670455,0.0056818,0.0170455,0.0434783,0.0,0.9943182,0.2282609,0.0833333,0.6666667,29200.0
972.0,0.4845679,0.0010288,0.1193416,0.1017964,0.8960905,0.0,0.7581522,0.0027174,0.0298913,0.0416667,0.0,0.9918478,0.359375,0.0454545,0.0,36500.0
8788.0,0.4767865,0.0051206,0.1906008,0.1335363,0.8348885,0.0201411,0.691872,0.0050977,0.0421977,0.0485044,0.0048145,0.961484,0.4028564,0.0838951,0.1176471,66100.0
1066.0,0.5187617,0.0,0.0581614,0.037037,0.9577861,0.0,0.887538,0.0,0.0243161,0.0351906,0.0,0.9878419,0.1026393,0.1333333,0.0,103100.0
1709.0,0.4880047,0.004096,0.1691047,0.1165714,0.8338209,0.0,0.6458037,0.0042674,0.0440967,0.05,0.0042674,0.9061166,0.4189189,0.0796813,0.3333333,41400.0
539.0,0.4564007,0.0037106,0.2467532,0.1877133,0.7588126,0.1558442,0.7556818,0.0,0.0170455,0.078534,0.0113636,1.0,0.3717277,0.0952381,1.0,34000.0
253.0,0.5256917,0.0,0.229249,0.1083333,0.8774704,0.0,0.7196262,0.0,0.0093458,0.1832061,0.0,0.9906542,0.3282443,0.0967742,0.0,15200.0
2157.0,0.4682429,0.0004636,0.2888271,0.2109852,0.6662031,0.216968,0.6793558,0.0073206,0.0307467,0.0228898,0.0,1.0,0.2346209,0.0531401,0.3333333,38900.0
278.0,0.4748201,0.0,0.1690647,0.130137,0.8705036,0.0,0.7009346,0.0,0.0373832,0.0854701,0.0,1.0,0.1794872,0.1875,0.0,20300.0
1623.0,0.4651879,0.0092421,0.1805299,0.1705069,0.7935921,0.0813309,0.7068345,0.0143885,0.0503597,0.1003236,0.0017986,0.9892086,0.289644,0.1172161,0.4285714,60700.0
1809.0,0.4621338,0.0044223,0.2316197,0.1531346,0.8579326,0.0,0.6912325,0.0012706,0.0165184,0.0686391,0.0050826,0.9987294,0.2556213,0.0460829,0.5,37300.0
3845.0,0.4894668,0.0085826,0.150065,0.0753948,0.8293888,0.0005202,0.6929982,0.0047876,0.064632,0.4657928,0.0071813,0.9922202,0.4530051,0.0572289,0.3392857,74700.0
33.0,0.5151515,0.0,0.0909091,0.125,0.9090909,0.0,0.7272727,0.0,0.0,0.2142857,0.0,1.0,0.2857143,0.5,1.0,14999.0
22446.0,0.4668538,0.034661,0.1564644,0.1252611,0.8378776,0.00695,0.6740789,0.0040331,0.0456726,0.0542268,0.030303,0.9845215,0.3945361,0.0487728,0.4090909,44900.0
2853.0,0.4805468,0.0028041,0.1587802,0.0924426,0.7784788,0.0073607,0.5941456,0.0047468,0.0632911,0.655398,0.0007911,0.971519,0.4004907,0.0994475,0.2054795,116400.0
10412.0,0.4502497,0.037841,0.196504,0.1741789,0.8390319,0.015655,0.6796292,0.0018087,0.0176351,0.0611335,0.0366267,0.997513,0.2942051,0.0653266,0.4411765,32300.0
242.0,0.4834711,0.0,0.2190083,0.144,0.8677686,0.0,0.69,0.0,0.01,0.2063492,0.0,1.0,0.2777778,0.0555556,1.0,17100.0
1838.0,0.4368879,0.3063112,0.2459195,0.210628,0.8057671,0.0647443,0.6962025,0.0042194,0.0253165,0.0896287,0.2559775,0.9985935,0.2970551,0.0790698,0.75,25200.0
1492.0,0.4966488,0.0087131,0.0757373,0.0505992,0.8934316,0.0067024,0.7895717,0.0148976,0.0372439,0.044484,0.0074488,0.9702048,0.2010676,0.092437,1.0,31700.0
341.0,0.4750733,0.1554252,0.1935484,0.1620112,0.8387097,0.0,0.6597222,0.0,0.0347222,0.2299465,0.1736111,0.9930556,0.342246,0.1,0.8,14999.0
1133.0,0.4466019,0.0,0.1579876,0.1642743,0.8578994,0.0229479,0.7110092,0.0,0.0137615,0.0991736,0.0,0.9954128,0.3904959,0.1075269,0.5,19300.0
4423.0,0.492426,0.0029392,0.0592358,0.0405345,0.9149898,0.0038435,0.8131213,0.0053015,0.0390987,0.0394653,0.0033135,0.9927104,0.2507957,0.0762712,0.5625,52200.0
1273.0,0.4909662,0.0,0.3032207,0.1435185,0.8381775,0.0,0.6991597,0.0016807,0.0436975,0.4032096,0.0,0.994958,0.446339,0.0582524,0.5555556,42700.0
293.0,0.4948805,0.3208191,0.1331058,0.1283784,0.9215017,0.0,0.776699,0.0,0.0,0.112069,0.2524272,0.9805825,0.2758621,0.2,0.0,23100.0
7683.0,0.4621892,0.007419,0.1681635,0.1447241,0.8245477,0.0472472,0.7023973,0.0041096,0.0273973,0.0580645,0.0047945,0.9955479,0.3022581,0.0737864,0.4166667,44500.0
5404.0,0.4739082,0.1852332,0.1138046,0.0956736,0.8547372,0.0,0.6929699,0.0047824,0.0569106,0.0677664,0.1740794,0.9885222,0.4779313,0.0722892,0.4516129,36500.0
130.0,0.4230769,0.0,0.3153846,0.1866667,0.8230769,0.0,0.6101695,0.0,0.0,0.3370787,0.0,1.0,0.5168539,0.0714286,1.0,14999.0
2808.0,0.4529915,0.0,0.2150997,0.1751302,0.8358262,0.0363248,0.6969697,0.0035651,0.013369,0.1144436,0.0,0.9973262,0.2273086,0.1085526,0.8888889,14999.0
2029.0,0.4475111,0.0009857,0.2099556,0.190901,0.8112371,0.0374569,0.65311,0.0011962,0.0191388,0.092291,0.0,0.992823,0.3897937,0.0812721,0.5,22100.0
24321.0,0.5108754,0.0138975,0.0400888,0.0256389,0.9319107,0.0008223,0.8509849,0.0065234,0.0427219,0.0409715,0.0111282,0.9818368,0.1043916,0.2105869,0.2467532,87200.0
3099.0,0.4678929,0.4465957,0.1455308,0.1152213,0.8854469,0.0064537,0.7428323,0.004344,0.0217202,0.0915549,0.3935708,0.9947871,0.3038674,0.1467066,0.7058824,31000.0
62685.0,0.4940576,0.0178033,0.0689479,0.0554312,0.8703996,0.010146,0.7571488,0.0054796,0.0753327,0.0478758,0.018649,0.9247594,0.2938314,0.0975401,0.2142857,207200.0
213.0,0.4976526,0.0,0.1126761,0.1028037,0.9248826,0.0,0.8051948,0.0,0.012987,0.0941176,0.0,0.974026,0.1764706,0.2222222,1.0,20000.0
2435.0,0.4685832,0.0028747,0.1305955,0.0996909,0.8390144,0.0,0.6792453,0.0104822,0.0628931,0.0421687,0.0031447,0.9926625,0.374498,0.0692841,0.8333333,50800.0
2729.0,0.4470502,0.0010993,0.2191279,0.1915176,0.8076218,0.0,0.6097166,0.0016194,0.0299595,0.0455951,0.0,0.9991903,0.2774343,0.0447154,0.5,32500.0
4805.0,0.4430801,0.0043704,0.2693028,0.2167414,0.7423517,0.0724246,0.6030033,0.0023463,0.0154857,0.0698385,0.0,0.9967152,0.4356176,0.0325477,0.6111111,26200.0
692.0,0.4812139,0.0,0.1777457,0.1420613,0.8236994,0.0,0.6323024,0.0103093,0.0412371,0.1018519,0.0,0.9965636,0.4475309,0.1617647,0.6666667,26800.0
9256.0,0.4542999,0.2525929,0.2189931,0.1787765,0.8316768,0.0242005,0.6710115,0.0020855,0.0148592,0.0961357,0.2309698,0.9979145,0.3451932,0.0790323,0.6315789,25200.0
12848.0,0.7068804,0.3300125,0.0007783,0.0015932,0.5490349,0.4473848,0.9745152,0.0,0.0,0.0269542,0.3401662,0.8919668,0.2733154,0.3155259,0.0,40000.0
550.0,0.4509091,0.7072727,0.2472727,0.2450331,0.8545455,0.0,0.645933,0.0,0.0239234,0.1899225,0.6363636,0.9952153,0.1472868,0.2962963,1.0,14999.0
649.0,0.4745763,0.0,0.2542373,0.1348974,0.853621,0.0,0.6765799,0.0037175,0.0223048,0.0973154,0.0,0.9851301,0.204698,0.0746269,0.5454545,14999.0
390.0,0.4897436,0.0,0.1538462,0.1557789,0.8641026,0.0,0.7152318,0.0066225,0.0397351,0.1703297,0.0,1.0,0.3461538,0.1730769,0.25,14999.0
1066.0,0.4971857,0.0009381,0.0534709,0.0391791,0.8930582,0.0,0.7465565,0.0055096,0.0523416,0.0739796,0.0,0.4325069,0.4209184,0.1463415,0.25,81300.0
275.0,0.4981818,0.0,0.3490909,0.1811594,0.8181818,0.0036364,0.6617647,0.0,0.0220588,0.4493927,0.0,1.0,0.6194332,0.0526316,0.6,30000.0
1779.0,0.4581225,0.3884205,0.1326588,0.1275934,0.8858909,0.0033727,0.7176656,0.0031546,0.0236593,0.1230982,0.351735,0.873817,0.4301521,0.1622807,0.9166667,14999.0
2367.0,0.5040135,0.0004225,0.1461766,0.1005111,0.8918462,0.0,0.7430556,0.0034722,0.0324074,0.0367893,0.0011574,0.9756944,0.2853958,0.0994475,0.5,35300.0
1068.0,0.4719101,0.0,0.2705993,0.2056738,0.7790262,0.0533708,0.6308725,0.0044743,0.0201342,0.0969697,0.0,1.0,0.2565657,0.0909091,0.7,14999.0
85.0,0.5058824,0.0,0.3882353,0.2380952,0.8352941,0.0,0.6666667,0.0,0.0,0.2631579,0.0,1.0,0.2807018,0.0,1.0,14999.0
153.0,0.5098039,0.0,0.2222222,0.1466667,0.8431373,0.0,0.6349206,0.0,0.015873,0.1,0.0,0.968254,0.2285714,0.0,0.0,14999.0
1042.0,0.4865643,0.0143954,0.1928983,0.1102804,0.8627639,0.0,0.7132867,0.002331,0.041958,0.1226994,0.006993,0.988345,0.2413088,0.0366972,0.9,84700.0
229.0,0.5196507,0.0,0.0960699,0.0454545,0.930131,0.0,0.8,0.0,0.0,0.1208791,0.0,0.975,0.2417582,0.3076923,0.3333333,21300.0
98962.0,0.4720398,0.0019502,0.0871951,0.0750459,0.9317011,0.0169459,0.830636,0.0022795,0.0176658,0.0920944,0.0025074,0.1592964,0.5398386,0.2791856,0.4705882,27600.0
2461.0,0.4798862,0.0004063,0.2190167,0.1289062,0.8650955,0.0,0.7056492,0.0009911,0.0317146,0.090991,0.0,0.9970268,0.3792793,0.0175439,0.7777778,56900.0
2919.0,0.4765331,0.0058239,0.1325797,0.1302356,0.9027064,0.0,0.7619048,0.0018315,0.0155678,0.0730051,0.0027473,0.9972527,0.2555178,0.1527778,0.3684211,31400.0
24800.0,0.4728629,0.0143548,0.1763306,0.1412836,0.7954839,0.0129839,0.6165457,0.0059228,0.0542606,0.0480175,0.0124188,0.9489874,0.3573117,0.0683948,0.3950617,33900.0
153.0,0.5163399,0.0,0.1503268,0.0810811,0.8366013,0.0261438,0.7391304,0.0,0.0434783,0.9165659,0.0,1.0,0.6529625,0.0,1.0,84400.0
11.0,0.3636364,0.0,0.7272727,0.2857143,0.5454545,0.0,0.375,0.0,0.0,0.68,0.0,1.0,0.4,0.0,1.0,15000.0
3413.0,0.4641078,0.0600645,0.2358629,0.18152,0.8283035,0.0304717,0.6669112,0.002201,0.0154072,0.1852959,0.0469552,0.916361,0.3179916,0.125,0.5757576,14999.0
3606.0,0.5091514,0.005269,0.0859678,0.0610169,0.901553,0.0,0.8005008,0.0108514,0.0634391,0.0423661,0.0050083,0.9056761,0.3029576,0.1829268,0.3,180000.0
928.0,0.5043103,0.0,0.112069,0.0934783,0.8803879,0.0,0.7184751,0.0058651,0.0410557,0.0229226,0.0,0.9794721,0.2378223,0.0480769,1.0,58400.0
466.0,0.4742489,0.0,0.2145923,0.1387755,0.8819742,0.0,0.7287234,0.0053191,0.0053191,0.1296296,0.0,1.0,0.2824074,0.2916667,0.6666667,14999.0
3763.0,0.4629285,0.0297635,0.1623704,0.1380505,0.8782886,0.0337497,0.7544861,0.0016313,0.0154976,0.1562285,0.0301794,0.4632953,0.3716449,0.2228412,0.8461538,14999.0
196.0,0.4744898,0.0,0.1938776,0.1359223,0.8928571,0.0,0.7567568,0.0135135,0.0135135,0.075,0.0,1.0,0.1875,0.0,0.0,14999.0
2168.0,0.4755535,0.0115314,0.1928044,0.1389622,0.8316421,0.0184502,0.6718925,0.0067189,0.0279955,0.1693023,0.0134378,0.9955207,0.3302326,0.078341,0.72,20600.0
159.0,0.4842767,0.2264151,0.1698113,0.1829268,0.7295597,0.0,0.5070423,0.028169,0.056338,0.0897436,0.1830986,0.943662,0.5,0.1351351,1.0,23100.0
194.0,0.5154639,0.0,0.1340206,0.0957447,0.9278351,0.0,0.8095238,0.0,0.031746,0.0454545,0.0,1.0,0.0909091,0.1428571,1.0,38100.0
4555.0,0.4322722,0.3407245,0.2329308,0.2273782,0.8109769,0.0544457,0.67176,0.0016978,0.0158461,0.0787278,0.2671194,0.9977363,0.3086548,0.1145299,0.6923077,30500.0
51464.0,0.4832116,0.0253381,0.0930942,0.0695969,0.8277048,0.0542321,0.7396736,0.0015757,0.0546989,0.0461621,0.022341,0.9853123,0.2084809,0.0671972,0.195122,115600.0
154.0,0.4935065,0.0,0.1233766,0.0641026,0.8766234,0.0,0.75,0.0,0.0666667,0.0322581,0.0,1.0,0.2580645,0.0,0.0,20800.0
9958.0,0.479514,0.0244025,0.1121711,0.094154,0.8518779,0.0049207,0.7001764,0.0070547,0.0458554,0.049569,0.0201562,0.9934492,0.2935824,0.0736544,0.52,51300.0
3169.0,0.4452509,0.4667087,0.1846008,0.1706485,0.8387504,0.0530136,0.7188049,0.0017575,0.0149385,0.0717781,0.3804921,0.9876977,0.278956,0.1238095,0.8333333,24100.0
466.0,0.5193133,0.1351931,0.2381974,0.2098214,0.6802575,0.167382,0.6373626,0.0,0.0274725,0.1121951,0.010989,0.9945055,0.2195122,0.0238095,1.0,40900.0
9.0,0.4444444,0.0,0.1111111,0.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
367.0,0.4768392,0.0,0.1743869,0.1302083,0.8283379,0.0,0.6486486,0.0,0.0472973,0.0326797,0.0,0.9932432,0.3202614,0.1176471,1.0,20600.0
374.0,0.5,0.0,0.1550802,0.0641711,0.9572193,0.0,0.8684211,0.0087719,0.0087719,0.2244898,0.0,0.9912281,0.170068,0.2777778,0.0,39500.0
467.0,0.4603854,0.006424,0.3511777,0.2460317,0.751606,0.0,0.5413223,0.0,0.0165289,0.1740614,0.0,0.9958678,0.3003413,0.0545455,1.0,14999.0
586.0,0.4590444,0.6450512,0.1484642,0.1451104,0.9061433,0.0,0.7524752,0.0049505,0.019802,0.0818182,0.5594059,1.0,0.3409091,0.2727273,1.0,14999.0
350.0,0.4828571,0.3228571,0.1742857,0.1546961,0.8714286,0.0,0.6861314,0.0,0.0145985,0.14375,0.2992701,0.9854015,0.2625,0.0434783,1.0,14999.0
113313.0,0.4778093,0.0179238,0.1630175,0.1023136,0.7879414,0.0144467,0.6338059,0.0061696,0.091472,0.042283,0.0134112,0.9405575,0.3768177,0.0922166,0.1901042,158900.0
2287.0,0.4989069,0.0069961,0.0524705,0.0418848,0.9811981,0.0,0.9468391,0.0014368,0.0071839,0.0113636,0.0071839,0.9971264,0.0042614,0.2105263,0.1666667,136100.0
1114.0,0.4982047,0.0,0.1813285,0.1341682,0.8734291,0.021544,0.721519,0.0025316,0.0177215,0.1183036,0.0,0.9265823,0.328125,0.2077922,0.7692308,23500.0
2122.0,0.5065975,0.0047125,0.0730443,0.0305635,0.9217719,0.0,0.8138223,0.0028209,0.0352609,0.0584329,0.0042313,0.9393512,0.2749004,0.1789474,0.0666667,117000.0
847.0,0.4675325,0.0047226,0.2821724,0.2749446,0.7012987,0.0861865,0.5585106,0.0,0.0345745,0.1047619,0.0,0.9707447,0.5047619,0.0628931,0.5714286,35300.0
2394.0,0.4486216,0.3625731,0.216792,0.1742424,0.858396,0.037594,0.7361894,0.0033822,0.0090192,0.0976602,0.2953777,0.9988726,0.2614446,0.0884354,0.5454545,24100.0
5814.0,0.4568283,0.000172,0.2287582,0.2096263,0.8027176,0.0299278,0.6375,0.0032258,0.0258065,0.0945601,0.0,0.9967742,0.4048923,0.0657534,0.6923077,21100.0
1162.0,0.4819277,0.0,0.070568,0.0631229,0.9216867,0.0,0.8427835,0.0128866,0.056701,0.039604,0.0,1.0,0.2376238,0.0990099,0.3333333,37800.0
75.0,0.5333333,0.0,0.16,0.1714286,0.8666667,0.0,0.6551724,0.0,0.0,0.0333333,0.0,1.0,0.3666667,0.0,0.0,14999.0
6931.0,0.4826143,0.0129851,0.0955129,0.0610708,0.7160583,0.0,0.5546572,0.007762,0.1455369,0.0412403,0.0100259,0.9641009,0.4334884,0.0376,0.137931,225000.0
380.0,0.4631579,0.0,0.1894737,0.1666667,0.9078947,0.0,0.7687075,0.0068027,0.0068027,0.1403509,0.0,1.0,0.1754386,0.1111111,1.0,24300.0
1590.0,0.5075472,0.0176101,0.0691824,0.0383142,0.9056604,0.0,0.7726397,0.0096339,0.0423892,0.1291946,0.0231214,0.6917148,0.4328859,0.195122,0.3030303,48000.0
2094.0,0.4675263,0.7191977,0.1045845,0.103139,0.9178606,0.0038204,0.7732733,0.0,0.0165165,0.1143617,0.6696697,0.9954955,0.224734,0.2173913,0.8333333,31900.0
17301.0,0.4728628,0.009537,0.1164673,0.079386,0.8745159,0.0183226,0.7446539,0.0026929,0.0323143,0.0529553,0.0093458,0.9919214,0.2113711,0.0337216,0.3541667,73300.0
11333.0,0.4975735,0.0189711,0.0479132,0.0410959,0.8880261,0.0015,0.7584409,0.0042205,0.0536246,0.0237518,0.016137,0.9774081,0.1228793,0.0820189,0.2727273,89900.0
3474.0,0.480426,0.0506621,0.0866436,0.0648199,0.8546344,0.0014393,0.7034139,0.002845,0.0497866,0.0601604,0.0533428,0.985064,0.3302139,0.040404,0.8571429,66900.0
823.0,0.4605103,0.0012151,0.218712,0.1193694,0.8784933,0.0,0.7278287,0.0061162,0.0183486,0.0549133,0.0,0.9938838,0.265896,0.173913,0.6666667,33600.0
1995.0,0.4661654,0.0,0.1839599,0.1323944,0.8451128,0.0070175,0.6746988,0.0024096,0.0289157,0.0360046,0.0,1.0,0.29036,0.0627306,0.6666667,40500.0
619.0,0.4830372,0.0,0.2180937,0.146875,0.8610662,0.0,0.7007874,0.007874,0.023622,0.1241379,0.0,0.992126,0.2,0.1964286,1.0,15300.0
331.0,0.4773414,0.0,0.2265861,0.1445087,0.836858,0.0,0.6641791,0.0074627,0.0447761,0.0694444,0.0,1.0,0.2083333,0.1111111,1.0,14999.0
347.0,0.4668588,0.0,0.1469741,0.1027027,0.9106628,0.0,0.7923077,0.0076923,0.0230769,0.1216216,0.0,1.0,0.2702703,0.0869565,0.8,16100.0
115.0,0.5043478,0.0,0.2608696,0.122807,0.8608696,0.0,0.6875,0.0,0.0208333,0.1864407,0.0,1.0,0.2881356,0.1428571,0.0,14999.0
21161.0,0.492368,0.0030717,0.0991447,0.0874139,0.8885213,0.0,0.7434312,0.0039928,0.0391551,0.0269457,0.0028336,0.995492,0.2180724,0.0557103,0.4390244,54200.0
1440.0,0.4819444,0.1097222,0.2194444,0.152815,0.8590278,0.0347222,0.7318436,0.0018622,0.009311,0.2137628,0.0931099,0.83054,0.3367496,0.175,0.5454545,17200.0
123.0,0.4065041,0.6260163,0.2357724,0.1643836,0.8861789,0.0,0.6956522,0.0,0.0,0.1153846,0.5652174,1.0,0.1923077,0.0,0.0,20200.0
10401.0,0.5037977,0.0130757,0.0805692,0.0629723,0.9162581,0.0040381,0.8146298,0.0049941,0.0405405,0.0424754,0.0135135,0.7758519,0.2793249,0.1814198,0.0363636,111700.0
2284.0,0.4408932,0.0140105,0.2224168,0.2192639,0.7894046,0.0779335,0.6813063,0.0011261,0.0213964,0.0845361,0.0112613,0.9943694,0.4134021,0.0632911,0.6153846,26500.0
433.0,0.4387991,0.0,0.2725173,0.2222222,0.8244804,0.0,0.6185567,0.0,0.0051546,0.0976744,0.0,1.0,0.2093023,0.0526316,0.3333333,14999.0
480.0,0.5041667,0.0,0.03125,0.0420168,0.9770833,0.0,0.9159664,0.0,0.0084034,0.2468354,0.0,0.3613445,0.6202532,0.4576271,0.0,40000.0
1429.0,0.4485654,0.5017495,0.2092372,0.2055838,0.8362491,0.0587824,0.7250996,0.001992,0.0199203,0.1035714,0.4661355,0.9940239,0.3678571,0.1688312,0.75,16300.0
5292.0,0.4397203,0.6005291,0.1955782,0.1875211,0.8461829,0.0468632,0.7129425,0.0027655,0.0210177,0.069001,0.5619469,0.9922566,0.3326468,0.1801802,0.5625,22500.0
17710.0,0.4795596,0.0039526,0.1835121,0.1225995,0.7994918,0.0275551,0.6442935,0.0040761,0.052038,0.0603855,0.0029891,0.9888587,0.3743138,0.0753238,0.2115385,53600.0
1042.0,0.5191939,0.0,0.1554702,0.0798403,0.8445298,0.0,0.6864608,0.0047506,0.0617577,0.0644444,0.0,0.9881235,0.4,0.0897436,0.0,37000.0
306.0,0.4575163,0.0,0.1862745,0.1385542,0.8823529,0.0,0.7286822,0.0,0.0077519,0.0152672,0.0,1.0,0.2519084,0.0,0.0,34700.0
2940.0,0.4717687,0.0020408,0.1721088,0.1403735,0.8428571,0.0295918,0.6936208,0.0,0.0233603,0.1458173,0.0017969,0.9631626,0.400614,0.1333333,0.6458333,32300.0
3695.0,0.461705,0.0181326,0.1748309,0.1387632,0.8503383,0.0162382,0.6923602,0.0034106,0.0231924,0.0578406,0.0150068,0.9952251,0.3380463,0.0675991,0.55,39600.0
11594.0,0.4939624,0.0573573,0.0660687,0.0495995,0.9513541,0.0158703,0.9084737,0.0002716,0.0100489,0.0335958,0.0516024,0.992667,0.0585302,0.1328671,0.2647059,75600.0
