age,balance,day,duration,campaign,pdays,previous,job,marital,education,default,housing,loan,contact,month,poutcome,y
47,47,29,489,1,-1,0,retired,divorced,secondary,no,no,no,cellular,jan,unknown,no
45,25,28,82,4,-1,0,admin.,married,secondary,no,yes,no,unknown,may,unknown,no
38,369,7,224,1,-1,0,services,married,secondary,no,yes,no,telephone,may,unknown,no
46,-90,17,270,1,-1,0,technician,divorced,secondary,no,no,yes,telephone,oct,unknown,yes
45,1259,6,507,1,-1,0,services,married,secondary,no,yes,no,unknown,may,unknown,no
34,351,18,467,1,-1,0,technician,married,secondary,no,yes,no,cellular,jul,unknown,no
30,2017,18,213,4,-1,0,management,single,tertiary,no,yes,no,cellular,may,unknown,no
33,546,9,253,1,-1,0,services,married,tertiary,no,yes,yes,unknown,may,unknown,no
33,2044,4,532,3,-1,0,technician,married,secondary,no,yes,no,cellular,may,unknown,yes
40,2977,19,375,1,125,1,self-employed,married,tertiary,no,yes,no,cellular,nov,failure,no
28,471,6,209,1,-1,0,student,single,tertiary,no,yes,no,cellular,may,unknown,no
36,3669,20,166,1,376,1,management,single,tertiary,no,no,no,cellular,apr,other,no
45,3,17,128,1,-1,0,housemaid,married,primary,no,yes,yes,unknown,jun,unknown,no
44,242,21,100,4,-1,0,entrepreneur,married,secondary,no,no,yes,cellular,jul,unknown,no
49,233,25,179,2,-1,0,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
36,658,16,61,3,-1,0,entrepreneur,single,tertiary,no,yes,no,unknown,jun,unknown,no
32,1868,27,186,16,-1,0,technician,married,tertiary,no,no,no,cellular,aug,unknown,no
56,855,5,140,2,-1,0,retired,married,primary,no,no,no,unknown,jun,unknown,no
33,211,12,172,2,-1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
31,449,28,174,1,-1,0,technician,single,primary,no,yes,no,unknown,may,unknown,no
75,852,16,228,1,185,1,retired,divorced,primary,no,no,no,cellular,sep,failure,no
27,1301,9,817,5,-1,0,unemployed,single,secondary,no,no,no,cellular,feb,unknown,no
33,461,4,189,1,-1,0,technician,single,tertiary,no,yes,no,cellular,feb,unknown,no
40,2935,18,192,2,-1,0,management,married,tertiary,no,yes,no,cellular,aug,unknown,no
51,5610,19,69,2,-1,0,services,single,secondary,no,yes,no,cellular,nov,unknown,no
38,19,5,1130,3,251,2,admin.,divorced,secondary,no,yes,no,cellular,feb,success,yes
61,2580,16,270,3,202,7,housemaid,married,primary,no,no,no,cellular,sep,other,yes
33,299,11,378,4,-1,0,management,married,tertiary,no,no,no,cellular,aug,unknown,no
29,231,30,80,1,-1,0,management,married,secondary,no,no,no,cellular,apr,unknown,no
43,946,28,40,1,-1,0,management,single,tertiary,no,no,no,telephone,aug,unknown,no
33,241,13,1108,3,-1,0,technician,married,secondary,no,yes,no,cellular,may,unknown,no
54,1090,21,160,7,-1,0,management,married,tertiary,no,no,no,cellular,aug,unknown,no
49,1253,14,83,2,-1,0,management,divorced,tertiary,no,yes,no,cellular,may,unknown,no
42,0,21,328,6,-1,0,blue-collar,married,secondary,no,yes,no,cellular,nov,unknown,no
33,1211,7,456,1,-1,0,unemployed,married,secondary,no,no,no,cellular,aug,unknown,yes
38,378,18,169,1,-1,0,blue-collar,single,primary,no,yes,no,cellular,may,unknown,no
33,2885,5,1051,2,-1,0,management,divorced,tertiary,no,no,no,cellular,aug,unknown,yes
40,-375,13,60,5,-1,0,technician,divorced,secondary,no,yes,no,cellular,may,unknown,no
40,431,7,180,2,-1,0,technician,single,tertiary,no,no,no,cellular,jul,unknown,yes
53,559,9,16,5,-1,0,blue-collar,divorced,primary,no,no,no,telephone,feb,unknown,no
44,3932,8,40,2,-1,0,management,divorced,tertiary,no,yes,no,unknown,may,unknown,no
38,1696,20,267,2,-1,0,technician,married,secondary,no,no,no,cellular,nov,unknown,no
52,1066,16,65,3,-1,0,self-employed,married,secondary,no,yes,no,unknown,may,unknown,no
36,673,16,689,1,-1,0,management,married,tertiary,no,yes,no,cellular,jul,unknown,yes
38,7752,15,138,4,-1,0,entrepreneur,married,tertiary,no,yes,no,cellular,jul,unknown,no
34,3185,20,93,1,191,1,admin.,married,secondary,no,yes,no,cellular,nov,failure,no
56,0,20,422,1,-1,0,management,married,tertiary,no,no,yes,unknown,jun,unknown,yes
32,4996,20,205,2,-1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
59,1265,7,849,1,-1,0,blue-collar,divorced,primary,no,no,yes,cellular,jul,unknown,yes
36,8,29,858,7,-1,0,management,single,tertiary,no,no,no,cellular,jul,unknown,no
41,1408,23,403,3,-1,0,management,married,tertiary,no,no,no,cellular,jul,unknown,no
36,2474,12,107,1,-1,0,technician,married,secondary,no,yes,no,cellular,aug,unknown,no
32,91,18,126,2,356,2,management,married,tertiary,no,no,no,cellular,may,failure,no
32,776,25,361,8,-1,0,management,single,tertiary,no,no,no,cellular,aug,unknown,no
43,-287,20,580,4,-1,0,services,divorced,secondary,no,yes,no,cellular,apr,unknown,no
34,197,22,181,1,-1,0,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
39,648,29,85,2,240,1,blue-collar,married,secondary,no,yes,no,cellular,jan,failure,no
58,0,22,73,3,-1,0,management,divorced,tertiary,no,no,no,cellular,aug,unknown,no
36,1615,11,622,1,-1,0,technician,single,secondary,no,yes,no,cellular,may,unknown,no
58,7369,4,247,2,-1,0,unknown,married,primary,no,no,no,telephone,jun,unknown,no
32,-410,12,179,3,-1,0,technician,married,secondary,no,yes,yes,cellular,may,unknown,no
40,1845,3,134,3,-1,0,management,single,tertiary,no,yes,no,unknown,jun,unknown,no
26,948,17,125,1,-1,0,management,single,tertiary,no,yes,no,cellular,aug,unknown,no
38,-10,2,137,7,-1,0,self-employed,married,secondary,no,no,no,unknown,jun,unknown,no
47,-187,3,652,1,-1,0,blue-collar,married,primary,no,no,no,unknown,jul,unknown,no
51,7631,20,896,8,-1,0,management,married,tertiary,no,no,no,cellular,aug,unknown,no
37,246,11,288,1,360,2,admin.,divorced,secondary,no,yes,no,cellular,may,failure,no
28,1143,4,260,3,-1,0,admin.,single,secondary,no,yes,yes,unknown,jul,unknown,no
43,0,6,125,2,-1,0,services,divorced,secondary,no,yes,no,unknown,may,unknown,no
47,0,4,491,1,-1,0,management,married,tertiary,no,no,no,cellular,aug,unknown,no
38,0,16,867,1,-1,0,technician,divorced,secondary,no,yes,no,cellular,apr,unknown,no
58,44,15,288,2,-1,0,management,married,tertiary,no,yes,no,unknown,may,unknown,no
41,2835,28,53,1,-1,0,blue-collar,single,unknown,no,yes,no,unknown,may,unknown,no
49,391,17,128,1,-1,0,management,married,tertiary,no,no,no,unknown,jun,unknown,no
61,4243,30,315,1,182,2,retired,divorced,secondary,no,no,no,cellular,apr,success,yes
52,0,9,60,1,-1,0,admin.,married,secondary,no,no,yes,telephone,jul,unknown,no
42,-411,24,212,3,-1,0,technician,single,tertiary,no,yes,no,cellular,jul,unknown,no
56,5282,17,113,1,-1,0,management,married,tertiary,no,no,no,cellular,nov,unknown,no
60,0,24,101,14,-1,0,technician,married,secondary,no,yes,no,telephone,jul,unknown,no
50,81,8,746,2,-1,0,services,divorced,secondary,no,no,no,cellular,may,unknown,no
29,451,4,54,1,96,1,management,married,tertiary,no,no,no,cellular,may,failure,no
51,178,4,184,2,-1,0,admin.,divorced,tertiary,no,yes,no,cellular,feb,unknown,no
36,2957,30,193,2,265,3,management,married,tertiary,no,yes,yes,cellular,apr,success,no
47,707,29,152,3,-1,0,admin.,married,secondary,no,yes,no,cellular,apr,unknown,no
34,797,20,88,1,126,1,services,divorced,secondary,no,yes,no,cellular,nov,failure,no
48,1730,4,361,1,89,3,blue-collar,married,secondary,no,yes,no,cellular,may,success,yes
51,924,16,215,3,-1,0,admin.,married,secondary,no,yes,no,unknown,jun,unknown,no
78,1204,17,135,1,-1,0,retired,married,tertiary,no,no,no,telephone,nov,unknown,yes
36,1898,30,233,1,-1,0,management,married,secondary,no,yes,yes,unknown,may,unknown,no
60,1,19,302,1,184,1,retired,divorced,secondary,no,no,no,cellular,feb,success,yes
40,2338,16,717,2,-1,0,technician,married,secondary,no,no,no,cellular,oct,unknown,yes
55,477,8,138,1,-1,0,technician,married,secondary,no,no,no,cellular,jul,unknown,no
29,1550,13,228,3,-1,0,blue-collar,single,secondary,no,yes,yes,cellular,may,unknown,no
44,476,14,173,6,-1,0,blue-collar,married,secondary,no,no,no,cellular,jul,unknown,no
22,-189,30,59,3,-1,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,no
49,702,22,145,7,-1,0,technician,married,secondary,no,no,no,telephone,aug,unknown,no
37,487,4,30,2,-1,0,technician,single,tertiary,no,no,yes,unknown,jul,unknown,no
37,22,7,28,2,289,5,admin.,single,secondary,no,yes,no,cellular,may,failure,no
49,8545,6,199,7,167,1,blue-collar,married,secondary,no,yes,yes,cellular,may,failure,no
34,90,2,84,1,-1,0,self-employed,single,tertiary,no,no,no,cellular,jun,unknown,no
28,-247,30,121,1,240,2,admin.,married,secondary,no,yes,yes,cellular,jan,failure,no
39,953,30,23,6,232,3,housemaid,married,secondary,no,no,no,cellular,jan,other,no
43,3060,15,253,2,-1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
36,403,4,920,1,-1,0,blue-collar,married,primary,no,yes,no,unknown,jun,unknown,yes
25,-41,14,114,2,-1,0,services,single,secondary,no,no,yes,cellular,jul,unknown,no
40,178,7,83,1,-1,0,admin.,single,secondary,no,yes,no,cellular,may,unknown,no
47,1464,11,180,4,-1,0,retired,married,primary,no,no,no,unknown,jun,unknown,no
39,0,16,561,3,-1,0,entrepreneur,divorced,tertiary,no,no,no,cellular,apr,unknown,no
29,402,29,345,5,-1,0,entrepreneur,single,tertiary,no,yes,yes,cellular,jul,unknown,no
30,1599,11,152,2,-1,0,services,single,secondary,no,no,no,cellular,feb,unknown,yes
44,-612,31,297,1,-1,0,admin.,single,unknown,yes,yes,no,cellular,jul,unknown,no
56,660,6,72,3,-1,0,unemployed,married,secondary,no,yes,no,unknown,jun,unknown,no
32,5626,21,131,1,-1,0,technician,married,secondary,no,yes,no,cellular,nov,unknown,no
55,2204,22,261,1,264,1,retired,divorced,secondary,no,no,no,cellular,feb,failure,yes
73,1641,27,49,2,-1,0,retired,married,tertiary,no,yes,no,cellular,feb,unknown,yes
41,5037,23,252,9,185,5,management,divorced,tertiary,no,no,no,cellular,apr,other,yes
51,3921,5,168,1,-1,0,entrepreneur,married,tertiary,no,yes,no,cellular,may,unknown,no
30,83,6,310,1,-1,0,admin.,divorced,secondary,no,yes,yes,unknown,may,unknown,no
48,-471,19,668,7,-1,0,unemployed,married,tertiary,no,yes,no,unknown,may,unknown,no
42,170,19,51,41,-1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
37,-483,6,222,2,168,3,services,married,primary,yes,yes,yes,cellular,may,failure,no
34,49,4,250,1,-1,0,services,single,tertiary,no,yes,no,cellular,feb,unknown,no
25,894,28,328,1,-1,0,admin.,married,secondary,no,yes,no,unknown,may,unknown,no
37,287,6,191,2,-1,0,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,no
56,594,25,151,1,-1,0,housemaid,married,secondary,no,yes,yes,unknown,jun,unknown,no
40,51,19,164,2,-1,0,management,married,tertiary,no,no,no,cellular,aug,unknown,no
30,536,14,362,2,91,2,management,single,tertiary,no,no,no,cellular,jan,success,yes
37,-261,10,259,1,-1,0,admin.,single,secondary,no,no,yes,cellular,jul,unknown,no
40,1411,12,224,2,357,2,blue-collar,married,primary,no,yes,no,cellular,may,failure,no
29,340,11,21,6,-1,0,management,married,tertiary,no,yes,no,cellular,may,unknown,no
34,172,15,177,1,-1,0,blue-collar,divorced,unknown,no,no,no,cellular,jun,unknown,yes
31,-732,8,6,2,-1,0,services,married,primary,no,yes,no,unknown,may,unknown,no
59,1376,9,61,4,-1,0,blue-collar,married,secondary,no,no,yes,unknown,may,unknown,no
27,1840,1,220,1,28,8,management,single,tertiary,no,no,no,cellular,jun,other,yes
25,1098,8,425,1,-1,0,management,single,tertiary,no,yes,yes,cellular,jul,unknown,no
32,0,28,386,3,-1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
39,111,18,201,2,-1,0,blue-collar,married,primary,no,no,no,cellular,nov,unknown,no
39,218,19,97,9,-1,0,management,married,tertiary,no,no,no,cellular,aug,unknown,no
42,2219,31,548,2,-1,0,services,married,secondary,no,yes,no,cellular,jul,unknown,no
26,-3,13,181,5,-1,0,admin.,divorced,secondary,yes,yes,no,unknown,may,unknown,no
38,-272,17,143,2,-1,0,entrepreneur,married,secondary,no,no,yes,unknown,jun,unknown,no
57,241,5,146,1,-1,0,retired,divorced,tertiary,no,no,yes,cellular,aug,unknown,no
33,263,14,257,1,102,2,self-employed,married,tertiary,no,no,no,cellular,aug,failure,no
32,357,18,175,2,-1,0,housemaid,married,tertiary,no,yes,no,cellular,nov,unknown,no
42,1598,16,1463,2,-1,0,blue-collar,married,secondary,no,yes,yes,cellular,apr,unknown,yes
42,2476,8,251,1,-1,0,entrepreneur,married,tertiary,no,yes,no,cellular,jul,unknown,no
34,0,9,127,1,-1,0,admin.,married,secondary,no,yes,yes,cellular,jul,unknown,no
41,-329,5,13,8,238,9,technician,married,secondary,no,no,no,telephone,feb,other,no
36,287,5,156,1,-1,0,management,married,tertiary,no,no,yes,cellular,aug,unknown,no
37,99,20,617,1,-1,0,services,single,secondary,no,yes,yes,cellular,apr,unknown,no
50,372,11,21,1,-1,0,blue-collar,married,secondary,no,yes,no,telephone,may,unknown,no
32,-613,15,266,2,-1,0,housemaid,divorced,secondary,no,yes,no,cellular,apr,unknown,no
63,133,13,104,2,-1,0,retired,married,tertiary,no,yes,no,cellular,feb,unknown,no
46,931,29,156,5,-1,0,unemployed,married,secondary,no,no,no,cellular,jul,unknown,no
22,-7,17,84,1,343,1,blue-collar,single,secondary,no,yes,no,cellular,apr,other,no
46,558,19,126,6,-1,0,management,divorced,secondary,no,no,no,cellular,aug,unknown,no
32,3809,27,50,5,-1,0,management,married,tertiary,no,yes,no,unknown,may,unknown,no
51,1573,28,72,18,-1,0,management,married,secondary,no,no,no,cellular,aug,unknown,no
44,945,4,190,1,-1,0,technician,married,secondary,no,yes,no,cellular,aug,unknown,no
59,51,28,129,2,-1,0,management,divorced,tertiary,no,no,no,cellular,aug,unknown,no
39,183,9,324,2,-1,0,management,married,tertiary,no,yes,no,unknown,may,unknown,no
39,484,18,61,1,113,3,technician,married,secondary,no,no,yes,cellular,nov,other,no
45,25,29,62,3,-1,0,management,married,secondary,no,no,no,cellular,jan,unknown,no
50,-98,8,550,2,-1,0,blue-collar,married,primary,no,no,yes,cellular,aug,unknown,no
34,2595,17,126,1,336,2,blue-collar,married,secondary,no,yes,yes,cellular,apr,other,no
64,445,26,338,3,186,1,retired,married,primary,no,no,no,cellular,oct,other,no
53,545,12,305,1,370,1,admin.,single,secondary,no,yes,no,cellular,may,failure,no
49,247,15,213,2,-1,0,retired,married,unknown,no,no,no,unknown,may,unknown,no
54,473,13,112,1,-1,0,technician,married,secondary,no,no,yes,cellular,aug,unknown,no
39,1411,20,625,2,-1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
44,0,14,289,3,-1,0,management,single,tertiary,no,no,yes,cellular,jul,unknown,no
51,1337,30,74,6,-1,0,housemaid,married,primary,no,no,no,telephone,jul,unknown,no
36,88,4,124,2,-1,0,technician,married,unknown,no,yes,yes,unknown,jul,unknown,no
30,1282,6,156,2,-1,0,technician,single,secondary,no,no,no,cellular,feb,unknown,no
33,386,12,317,1,181,5,services,married,secondary,no,no,no,cellular,may,success,yes
42,981,17,276,1,-1,0,management,married,tertiary,no,yes,no,cellular,nov,unknown,no
30,849,28,81,4,-1,0,technician,single,tertiary,no,no,no,cellular,aug,unknown,no
36,103,5,122,2,344,2,technician,single,secondary,no,yes,no,cellular,may,failure,no
48,1385,21,270,1,-1,0,housemaid,single,secondary,no,no,no,telephone,nov,unknown,no
52,0,20,9,2,-1,0,entrepreneur,single,unknown,no,no,no,unknown,jun,unknown,no
56,249,29,791,2,-1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,yes
60,478,29,139,1,171,5,technician,married,secondary,no,no,no,cellular,jan,failure,no
32,376,23,248,4,-1,0,management,married,tertiary,no,yes,no,cellular,mar,unknown,yes
55,39,27,281,5,-1,0,retired,married,secondary,no,no,no,cellular,aug,unknown,no
33,695,21,148,1,-1,0,blue-collar,married,unknown,no,yes,yes,cellular,nov,unknown,no
77,9601,27,515,1,-1,0,retired,married,secondary,no,no,no,telephone,mar,unknown,yes
48,363,18,257,6,-1,0,blue-collar,married,primary,no,yes,no,unknown,jun,unknown,no
32,10600,14,485,2,-1,0,technician,single,unknown,no,no,no,unknown,may,unknown,no
36,-301,22,312,3,-1,0,admin.,single,secondary,no,no,yes,cellular,jul,unknown,no
31,253,13,82,5,355,4,admin.,single,tertiary,no,yes,no,cellular,may,failure,no
22,118,16,270,1,-1,0,admin.,single,secondary,no,yes,no,unknown,may,unknown,no
69,324,4,136,4,-1,0,retired,married,primary,no,no,no,cellular,feb,unknown,yes
40,-94,7,227,1,-1,0,blue-collar,married,secondary,yes,yes,yes,unknown,may,unknown,no
32,113,20,235,2,-1,0,blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,no
50,180,16,105,2,-1,0,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
44,4031,7,983,4,-1,0,blue-collar,married,primary,no,yes,no,cellular,may,unknown,yes
37,281,16,279,2,-1,0,admin.,married,secondary,no,yes,no,unknown,may,unknown,no
25,50,5,342,1,-1,0,services,married,secondary,no,yes,no,unknown,may,unknown,no
32,620,17,211,2,343,3,admin.,single,secondary,no,no,no,cellular,apr,failure,no
28,255,29,602,2,-1,0,blue-collar,married,secondary,no,yes,no,cellular,jan,unknown,no
53,3754,22,307,1,278,2,management,married,tertiary,no,no,no,cellular,apr,failure,yes
39,-16,29,285,2,-1,0,blue-collar,married,secondary,yes,no,no,unknown,may,unknown,no
42,0,15,257,5,-1,0,technician,married,secondary,no,yes,yes,cellular,jul,unknown,no
48,-154,3,342,3,-1,0,technician,divorced,secondary,no,no,no,unknown,jun,unknown,no
36,2278,15,200,3,298,1,admin.,married,secondary,no,yes,no,cellular,may,failure,no
22,1232,30,283,1,430,2,student,single,unknown,no,no,no,cellular,jul,other,yes
55,361,20,292,2,-1,0,technician,married,secondary,no,yes,yes,cellular,nov,unknown,no
50,370,26,39,6,-1,0,blue-collar,married,primary,no,yes,no,telephone,aug,unknown,no
40,1670,18,161,2,-1,0,admin.,single,secondary,no,yes,no,unknown,jun,unknown,no
31,1601,21,521,3,-1,0,blue-collar,married,primary,no,no,no,cellular,nov,unknown,no
26,1643,12,243,1,-1,0,management,single,tertiary,no,no,no,cellular,aug,unknown,no
26,0,7,180,2,-1,0,services,married,secondary,no,yes,no,unknown,may,unknown,no
40,2562,15,487,4,-1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
33,1068,5,396,2,-1,0,entrepreneur,single,tertiary,no,yes,no,unknown,may,unknown,no
38,362,8,100,5,-1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
36,7606,30,917,1,-1,0,management,single,tertiary,no,yes,no,unknown,may,unknown,yes
36,412,15,244,2,-1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
25,2783,21,137,3,-1,0,unemployed,single,tertiary,no,no,no,cellular,jul,unknown,no
54,1663,20,41,1,150,9,technician,divorced,secondary,no,yes,no,telephone,apr,other,no
54,0,16,1366,1,150,1,blue-collar,married,secondary,no,no,no,telephone,apr,failure,no
52,786,6,164,5,-1,0,admin.,married,secondary,no,yes,no,cellular,may,unknown,no
32,481,13,150,3,174,4,services,single,secondary,no,yes,no,cellular,may,failure,no
35,0,7,480,1,-1,0,admin.,single,secondary,no,no,yes,cellular,jul,unknown,no
52,381,25,288,12,-1,0,services,married,secondary,no,no,yes,cellular,aug,unknown,no
40,1547,20,405,1,-1,0,services,single,secondary,no,yes,no,cellular,nov,unknown,yes
49,-412,21,31,1,-1,0,admin.,single,secondary,no,yes,no,cellular,jul,unknown,no
25,156,25,602,5,-1,0,services,single,secondary,no,yes,yes,cellular,jul,unknown,no
34,759,20,265,1,-1,0,technician,single,tertiary,no,no,no,unknown,may,unknown,no
30,5204,19,117,1,-1,0,management,married,tertiary,no,yes,no,cellular,nov,unknown,no
49,-347,4,213,3,-1,0,blue-collar,married,primary,no,yes,yes,unknown,jun,unknown,no
31,2597,12,189,1,-1,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,no
55,269,25,89,4,-1,0,services,married,primary,no,no,no,cellular,aug,unknown,no
30,358,19,88,51,-1,0,management,single,tertiary,no,yes,no,unknown,may,unknown,no
40,260,13,306,1,181,5,admin.,married,secondary,no,yes,no,cellular,may,success,yes
34,72,19,113,2,-1,0,housemaid,married,tertiary,no,no,no,cellular,aug,unknown,no
49,4713,21,33,1,-1,0,services,married,primary,no,yes,no,telephone,nov,unknown,no
35,0,21,262,4,-1,0,blue-collar,single,tertiary,no,yes,no,cellular,jul,unknown,no
26,242,24,117,2,-1,0,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
51,417,9,18,1,-1,0,management,single,tertiary,no,yes,no,unknown,may,unknown,no
46,2870,18,52,6,-1,0,blue-collar,divorced,primary,no,no,no,unknown,jun,unknown,no
42,1263,6,114,2,-1,0,services,married,secondary,no,yes,no,unknown,may,unknown,no
37,2066,31,34,5,-1,0,blue-collar,married,secondary,no,yes,yes,cellular,jul,unknown,no
59,4744,4,879,1,-1,0,admin.,single,secondary,no,no,no,cellular,sep,unknown,yes
59,439,8,136,1,-1,0,retired,divorced,tertiary,no,no,yes,cellular,jul,unknown,no
56,12539,18,259,1,-1,0,technician,single,tertiary,no,no,no,cellular,nov,unknown,no
30,0,21,718,1,-1,0,blue-collar,married,secondary,no,no,yes,cellular,nov,unknown,no
30,10735,20,63,1,-1,0,admin.,single,secondary,no,no,no,cellular,nov,unknown,no
32,130,6,302,2,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,no
39,260,13,226,1,94,4,admin.,married,secondary,no,yes,no,cellular,nov,success,yes
50,684,7,1834,2,-1,0,technician,married,secondary,no,yes,no,cellular,aug,unknown,no
32,202,4,429,1,201,1,technician,divorced,secondary,no,yes,no,cellular,feb,failure,no
71,1651,13,791,2,-1,0,retired,married,secondary,no,no,no,cellular,aug,unknown,no
29,2553,16,250,1,-1,0,blue-collar,single,secondary,no,yes,no,cellular,apr,unknown,no
28,-156,6,161,5,-1,0,admin.,married,secondary,no,yes,no,unknown,jun,unknown,no
24,2019,4,1045,1,-1,0,technician,single,secondary,no,yes,no,unknown,jun,unknown,no
37,1169,4,311,4,-1,0,services,single,secondary,no,no,no,cellular,feb,unknown,no
42,9,15,98,3,-1,0,management,married,tertiary,no,yes,no,unknown,may,unknown,no
51,29,24,162,1,-1,0,entrepreneur,married,unknown,no,yes,no,cellular,jul,unknown,no
40,602,15,145,4,360,7,technician,married,tertiary,no,yes,no,cellular,may,failure,no
33,1038,3,108,1,-1,0,services,single,secondary,no,no,yes,unknown,jul,unknown,no
51,2635,8,209,2,188,3,management,married,tertiary,no,no,no,cellular,mar,success,no
30,523,12,136,3,101,1,admin.,single,secondary,no,no,yes,cellular,jun,success,no
41,598,17,155,1,-1,0,management,single,tertiary,no,yes,no,cellular,apr,unknown,no
54,7449,19,235,7,-1,0,technician,divorced,secondary,no,yes,no,unknown,may,unknown,no
34,2178,26,41,1,-1,0,technician,single,secondary,no,yes,no,cellular,may,unknown,no
39,1508,23,281,1,-1,0,blue-collar,married,secondary,no,no,no,cellular,jul,unknown,no
27,-36,11,120,10,-1,0,entrepreneur,married,secondary,no,no,yes,cellular,jul,unknown,no
33,1431,30,94,1,85,2,management,single,tertiary,no,no,no,cellular,apr,failure,no
26,553,30,347,3,-1,0,self-employed,single,tertiary,no,no,no,cellular,apr,unknown,no
43,250,12,144,5,342,16,blue-collar,married,primary,no,yes,no,cellular,may,failure,no
51,56,20,71,2,-1,0,blue-collar,divorced,secondary,yes,yes,yes,cellular,nov,unknown,no
28,1609,18,98,2,315,3,management,single,secondary,no,yes,no,cellular,may,failure,no
31,0,8,274,2,-1,0,services,married,secondary,no,yes,no,cellular,may,unknown,no
38,0,29,95,2,-1,0,management,single,tertiary,no,no,no,cellular,aug,unknown,no
49,48,6,526,4,-1,0,management,married,secondary,no,no,no,cellular,feb,unknown,no
26,97,27,382,1,-1,0,student,single,tertiary,no,no,no,cellular,aug,unknown,no
23,922,28,538,2,184,9,student,single,secondary,no,no,no,cellular,may,failure,yes
47,2597,16,323,1,-1,0,services,married,secondary,no,yes,no,unknown,may,unknown,no
41,67,20,185,2,150,2,admin.,married,secondary,no,no,no,cellular,apr,failure,no
28,-46,2,525,1,89,11,blue-collar,single,secondary,no,yes,no,cellular,mar,failure,yes
59,5956,3,541,1,-1,0,management,married,tertiary,no,no,no,cellular,feb,unknown,no
32,29,31,49,24,-1,0,management,single,tertiary,no,yes,no,cellular,jul,unknown,no
45,5021,14,233,1,-1,0,admin.,married,secondary,no,no,no,cellular,jan,unknown,yes
32,396,18,88,1,364,1,admin.,single,secondary,no,yes,no,cellular,may,failure,no
51,-12,20,18,7,-1,0,admin.,married,unknown,yes,no,no,cellular,aug,unknown,no
60,387,4,235,1,-1,0,housemaid,divorced,secondary,no,yes,no,unknown,jun,unknown,no
37,1316,10,350,2,112,3,unemployed,single,tertiary,no,yes,no,cellular,mar,failure,yes
30,49,1,359,1,-1,0,management,married,tertiary,no,yes,yes,unknown,jul,unknown,no
40,193,7,190,1,-1,0,services,married,secondary,no,yes,yes,cellular,jul,unknown,no
32,393,9,236,1,330,1,admin.,married,secondary,no,yes,no,cellular,apr,failure,no
52,98,9,271,1,-1,0,blue-collar,divorced,primary,no,no,yes,telephone,jul,unknown,no
32,712,26,112,1,-1,0,technician,married,unknown,no,no,no,cellular,may,unknown,no
45,1529,13,181,1,197,1,blue-collar,married,unknown,no,yes,no,cellular,nov,success,yes
32,4,26,76,5,-1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
46,2087,20,768,3,-1,0,admin.,divorced,secondary,no,no,no,cellular,nov,unknown,yes
42,798,17,80,1,338,1,services,married,secondary,no,no,no,cellular,apr,other,no
32,1145,11,580,1,350,4,management,divorced,tertiary,no,yes,no,cellular,may,success,no
58,4606,24,601,2,-1,0,management,married,tertiary,no,no,no,telephone,feb,unknown,no
54,3395,7,199,2,-1,0,management,married,tertiary,no,no,no,cellular,aug,unknown,no
32,1291,23,110,2,-1,0,admin.,single,secondary,no,yes,no,cellular,jul,unknown,no
35,355,6,183,2,355,1,entrepreneur,married,tertiary,no,yes,no,cellular,may,failure,no
50,57435,21,319,3,-1,0,services,married,secondary,no,yes,no,cellular,nov,unknown,no
34,557,17,224,1,-1,0,admin.,single,secondary,no,no,no,cellular,nov,unknown,yes
55,410,11,221,2,-1,0,blue-collar,divorced,primary,no,no,yes,cellular,jul,unknown,no
58,8195,16,104,1,332,2,blue-collar,married,secondary,no,yes,no,cellular,apr,failure,no
32,-289,12,161,2,-1,0,blue-collar,divorced,secondary,no,yes,no,unknown,jun,unknown,no
33,176,8,622,1,-1,0,blue-collar,divorced,primary,no,yes,no,unknown,may,unknown,no
57,-92,20,1617,1,-1,0,management,married,tertiary,no,yes,yes,unknown,jun,unknown,yes
31,347,20,21,1,-1,0,blue-collar,married,primary,no,no,no,telephone,nov,unknown,no
35,358,27,18,1,-1,0,management,married,tertiary,no,no,no,unknown,jun,unknown,no
49,1,4,1076,3,175,1,management,married,tertiary,no,no,no,telephone,may,success,yes
